"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Men,,,
"",,Мужчины / Hommes,,,
"",,FRI 14 FEB 2014 Free Skating,,,
"",,Произвольная программа / Programme libre,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number ISnfcoore Score Score (factored),,,Info
1,HANYU Yuzuru,JPN 21 178.64 89.66 90.98,,-2.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 4S,,10.50 -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -2,,7.50,
2 4T,,10.30 2.14 2 2 3 2 2 3 2 2 2,,12.44,
3 3F,,5.30 -1.90 -2 -3 -3 -2 -2 -3 -3 -3 -3,,3.40,
4 StSq3,,3.30 1.00 2 2 2 2 2 3 2 2 2,,4.30,
5 FCCoSp4,,3.50 1.00 2 2 2 2 2 3 2 2 2,,4.50,
6 3A+3T,,13.86 x 2.43 2 3 2 3 2 3 3 2 2,,16.29,
7 3A+2T,,10.78 x 0.29 0 0 0 0 1 1 1 -1 0,,11.07,
8 3Lo,,5.61 x 0.30 1 0 1 1 0 2 0 0 0,,5.91,
9 3Lz+1Lo+SEQ,,5.72 x -0.30 0 -1 1 -1 -1 -1 0 0 0,,5.42,
10 3Lz,,6.60 x 1.20 2 1 2 2 1 2 2 1 2,,7.80,
11 ChSq1,,2.00 1.60 2 2 2 2 3 3 2 2 3,,3.60,
12 FCSSp4,,3.00 0.79 1 2 1 1 2 3 1 2 2,,3.79,
13 CCoSp3,,3.00 0.64 1 1 2 1 1 2 2 1 0,,3.64,
"",,83.47,,89.66,
Program Components,,Factor,,,
Skating Skills,,2.00 9.00 9.00 9.25 9.25 9.25 8.75 9.00 8.75 9.50,,9.07,
Transitions / Linking Footwork / Movement,,2.00 9.25 8.50 9.00 9.00 8.75 8.75 9.00 9.00 9.25,,8.96,
Performance / Execution,,2.00 8.75 8.50 9.00 8.75 9.00 9.25 9.25 8.75 8.75,,8.89,
Choreography / Composition,,2.00 9.00 9.50 9.00 9.00 9.25 9.50 9.25 9.25 9.25,,9.21,
Interpretation,,2.00 8.50 9.50 9.25 9.25 9.50 9.25 9.25 9.50 9.50,,9.36,
Judges Total Program Component Score (factored),,,,90.98,
Deductions:,,Falls: -2.00,,-2.00,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,CHAN Patrick,CAN 22 178.10 85.40 92.70,,0.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 4T+3T,,14.40 3.00 3 3 3 3 3 3 3 3 3,,17.40,
2 4T,,10.30 -1.57 -1 -2 -1 -2 -1 -2 -2 -2 -1,,8.73,
3 3A,,8.50 -2.57 -3 -3 -2 -2 -2 -3 -3 -3 -2,,5.93,
4 StSq4,,3.90 2.00 3 3 3 3 3 2 3 3 2,,5.90,
5 FSSp4,,3.00 1.00 2 2 2 2 2 1 2 2 2,,4.00,
6 3Lz+1Lo+2S,,8.58 x 0.50 1 1 1 1 0 0 1 0 1,,9.08,
7 3Lz,,6.60 x 1.20 2 1 1 2 1 2 2 2 2,,7.80,
8 3Lo,,5.61 x 0.00 0 0 0 0 0 0 0 0 0,,5.61,
9 3F+2T,,7.26 x 0.60 1 0 1 1 1 0 1 2 1,,7.86,
10 CCSp3,,2.80 0.86 2 2 1 2 2 1 2 2 1,,3.66,
11 2A,,3.63 x -1.00 -2 -2 -2 -2 -2 -2 -2 -2 -2,,2.63,
12 ChSq1,,2.00 1.80 2 3 3 3 1 2 3 3 2,,3.80,
13 CCoSp3,,3.00 0.00 0 0 0 0 0 0 1 0 0,,3.00,
"",,79.58,,85.40,
Program Components,,Factor,,,
Skating Skills,,2.00 9.50 9.50 9.25 9.50 9.25 9.50 9.25 9.50 8.50,,9.39,
Transitions / Linking Footwork / Movement,,2.00 9.25 9.00 9.50 9.50 9.50 9.00 9.25 9.25 9.00,,9.25,
Performance / Execution,,2.00 9.50 8.50 9.00 9.25 8.75 8.50 9.50 8.75 8.75,,8.93,
Choreography / Composition,,2.00 9.75 9.25 9.50 9.50 9.25 9.25 9.50 9.50 9.25,,9.39,
Interpretation,,2.00 9.75 9.00 9.75 9.75 9.50 9.00 9.50 9.25 9.00,,9.39,
Judges Total Program Component Score (factored),,,,92.70,
Deductions:,,,,0.00,
FSM010101_77B 2.0,,Report Created  FRI 14 FEB 2014 23:30,,Page 1/13,
"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Men,,,
"",,Мужчины / Hommes,,,
"",,FRI 14 FEB 2014 Free Skating,,,
"",,Произвольная программа / Programme libre,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank Name,,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number ISnfcoore Score Score (factored),,,Info
3 TEN Denis,,KAZ 13 171.04 88.90 82.14,,0.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 4T,,10.30 0.00 0 0 0 0 1 0 0 0 0,,10.30,
2 3A+3T,,12.60 1.86 2 2 2 2 1 2 2 2 1,,14.46,
3 3A,,8.50 1.29 1 2 1 2 2 1 1 1 1,,9.79,
4 StSq4,,3.90 1.30 2 2 2 1 2 2 2 3 1,,5.20,
5 CCSp4,,3.20 0.64 1 2 2 1 1 1 1 2 1,,3.84,
6 3F+1Lo+3S,,11.00 x 1.20 2 2 2 1 1 2 2 2 1,,12.20,
7 3Lz+2T,,8.03 x 0.80 1 2 1 1 1 1 1 2 0,,8.83,
8 3Lo,,5.61 x 1.00 2 2 2 2 1 1 1 1 1,,6.61,
9 3F,,5.83 x -0.70 -1 -1 -1 -1 -1 -1 0 -1 -1,,5.13,
10 2A,,3.63 x -0.93 -2 0 -2 -2 -2 -2 -1 -2 -2,,2.70,
11 FSSp4,,3.00 0.14 0 1 0 0 1 0 1 0 0,,3.14,
12 ChSq1,,2.00 1.20 2 2 1 1 2 2 2 2 1,,3.20,
13 CCoSp3,,3.00 0.50 1 1 1 1 1 1 1 1 0,,3.50,
"",,80.60,,88.90,
Program Components,,Factor,,,
Skating Skills,,2.00 8.25 8.50 8.00 8.25 9.00 8.50 8.00 8.00 7.50,,8.21,
Transitions / Linking Footwork / Movement,,2.00 8.00 8.25 8.25 7.75 8.50 7.75 7.50 7.75 7.00,,7.89,
Performance / Execution,,2.00 8.25 8.50 8.00 8.75 8.75 8.25 8.75 8.00 8.00,,8.36,
Choreography / Composition,,2.00 8.50 8.75 7.75 8.50 8.50 8.25 8.50 8.25 7.25,,8.32,
Interpretation,,2.00 8.25 8.00 8.00 8.25 8.75 8.50 8.50 8.50 7.00,,8.29,
Judges Total Program Component Score (factored),,,,82.14,
Deductions:,,,,0.00,
"",,Total Total Total,,Total,
Rank Name,,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
4 MACHIDA Tatsuki,,JPN 18 169.94 88.22 82.72,,-1.00,
Base # Executed Elements,,Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 4T,,10.30 -3.00 -3 -3 -3 -3 -3 -3 -3 -3 -3,,7.30,
2 4T+2T,,11.60 0.29 1 -1 0 0 1 1 0 0 0,,11.89,
3 3A+3T,,12.60 0.86 1 0 1 1 2 2 1 0 0,,13.46,
4 FSSp4,,3.00 0.71 1 1 2 1 1 2 2 1 2,,3.71,
5 StSq3,,3.30 1.00 1 2 2 2 2 2 2 2 2,,4.30,
6 3A,,9.35 x 0.43 0 0 0 0 1 1 1 1 0,,9.78,
7 CCSp2,,2.30 0.71 0 1 2 2 1 1 2 1 2,,3.01,
8 3Lo,,5.61 x 0.50 0 1 1 0 0 1 2 1 1,,6.11,
9 3Lz,,6.60 x 0.00 0 -1 0 0 0 0 0 0 0,,6.60,
10 3F+2T+2Lo,,9.24 x 0.60 0 1 1 0 1 1 1 1 1,,9.84,
11 3S,,4.62 x 0.80 1 1 2 1 1 1 2 1 1,,5.42,
12 ChSq1,,2.00 0.80 1 1 2 0 1 1 2 1 1,,2.80,
13 CCoSp4,,3.50 0.50 1 1 1 1 1 1 1 2 1,,4.00,
"",,84.02,,88.22,
Program Components,,Factor,,,
Skating Skills,,2.00 8.25 8.50 7.75 8.75 8.50 8.25 8.75 8.25 8.25,,8.39,
Transitions / Linking Footwork / Movement,,2.00 7.75 8.00 7.50 8.00 8.50 7.50 8.25 8.00 8.00,,7.93,
Performance / Execution,,2.00 8.25 8.50 8.00 8.25 8.25 8.75 8.75 8.25 8.25,,8.36,
Choreography / Composition,,2.00 8.00 8.00 8.25 8.75 8.50 8.25 8.50 8.00 8.75,,8.32,
