"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Ladies,,,
"",,Женщины / Dames,,,
"",,THU 20 FEB 2014 Free Skating,,,
"",,Произвольная программа / Programme libre,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number ScIonrfoe Score Score (factored),,,Info
1,SOTNIKOVA Adelina,RUS 21 149.95 75.54 74.41,,0.00,
Base # Executed Elements,,Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3Lz+3T,,10.10 1.00 2 2 -1 1 2 2 3 0 1,,11.10,
2 3F,,5.30 1.50 2 3 1 2 2 3 3 1 2,,6.80,
3 3Lo,,5.10 1.60 2 3 2 2 3 2 3 2 2,,6.70,
4 FCSp4,,3.20 1.36 3 3 2 3 3 3 3 2 2,,4.56,
5 2A+3T,,8.14 x 1.80 2 3 2 3 3 3 3 2 2,,9.94,
6 3F+2T+2Lo,,9.24 x -0.90 -2 -1 -2 -1 -1 -1 -1 -2 -1,,8.34,
7 3S,,4.62 x 1.20 2 2 2 1 2 1 3 1 2,,5.82,
8 2A,,3.63 x 1.07 2 3 2 2 2 2 3 2 1,,4.70,
9 LSp4,,2.70 1.07 2 2 2 3 2 2 3 2 2,,3.77,
10 StSq4,,3.90 1.70 2 3 1 2 3 3 3 2 2,,5.60,
11 ChSq1,,2.00 1.50 2 3 2 2 2 3 2 2 2,,3.50,
12 CCoSp4,,3.50 1.21 2 3 2 2 3 3 3 2 2,,4.71,
"",,61.43,,75.54,
Program Components,,Factor,,,
Skating Skills,,1.60 9.50 9.50 9.25 8.75 9.50 9.00 9.50 8.75 8.50,,9.18,
Transitions / Linking Footwork / Movement,,1.60 9.25 9.25 8.75 8.50 9.25 9.00 9.50 8.75 8.50,,8.96,
Performance / Execution,,1.60 9.75 9.50 9.25 9.00 9.75 9.50 9.75 9.00 9.25,,9.43,
Choreography / Composition,,1.60 9.75 9.75 9.25 8.75 9.50 9.75 9.75 9.00 9.50,,9.50,
Interpretation,,1.60 9.75 9.75 9.00 9.25 9.75 9.25 9.75 8.75 9.25,,9.43,
Judges Total Program Component Score (factored),,,,74.41,
Deductions:,,,,0.00,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
2,KIM Yuna,KOR 24 144.19 69.69 74.50,,0.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3Lz+3T,,10.10 1.60 2 2 3 2 2 3 3 2 2,,11.70,
2 3F,,5.30 1.20 2 1 3 1 2 2 1 2 2,,6.50,
3 3S+2T,,5.50 1.00 1 1 2 1 2 2 1 2 1,,6.50,
4 FCCoSp4,,3.50 0.93 1 2 3 1 2 2 2 2 2,,4.43,
5 StSq3,,3.30 1.14 2 2 3 2 2 3 2 3 2,,4.44,
6 3Lz,,6.60 x 1.00 2 1 2 3 1 2 1 1 1,,7.60,
7 2A+2T+2Lo,,7.04 x 0.79 2 1 3 1 2 2 2 1 1,,7.83,
8 3S,,4.62 x 0.90 3 1 2 1 1 1 1 1 2,,5.52,
9 LSp3,,2.40 0.64 1 1 2 1 2 2 1 1 1,,3.04,
10 ChSq1,,2.00 1.50 2 1 2 2 2 3 3 2 2,,3.50,
11 2A,,3.63 x 0.79 2 1 1 1 1 2 2 2 2,,4.42,
12 CCoSp4,,3.50 0.71 2 2 1 1 1 2 2 1 1,,4.21,
"",,57.49,,69.69,
Program Components,,Factor,,,
Skating Skills,,1.60 9.00 8.50 9.50 9.00 9.50 9.25 9.25 9.00 9.75,,9.21,
Transitions / Linking Footwork / Movement,,1.60 8.75 7.75 9.50 8.75 9.25 9.00 9.00 8.75 9.25,,8.96,
Performance / Execution,,1.60 9.25 8.75 9.75 9.25 9.25 10.00 9.50 9.50 9.50,,9.43,
Choreography / Composition,,1.60 9.50 8.25 10.00 9.00 9.50 9.50 9.25 9.25 9.75,,9.39,
Interpretation,,1.60 9.25 8.75 10.00 9.25 9.50 10.00 9.75 9.50 9.75,,9.57,
Judges Total Program Component Score (factored),,,,74.50,
Deductions:,,,,0.00,
FSW010101_77B 1.0,,Report Created  THU 20 FEB 2014 22:56,,Page 1/13,
"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Ladies,,,
"",,Женщины / Dames,,,
"",,THU 20 FEB 2014 Free Skating,,,
"",,Произвольная программа / Programme libre,,,
"",,Judges Details Per Skater,,,
"",,Детализация оценки участников / Notation détaillée des juges par patineur,,,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number ScIonfroe Score Score (factored),,,Info
3,ASADA Mao,JPN 12 142.71 73.03 69.68,,0.00,
"# Executed Elements",,Base Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3A,,8.50 0.43 0 1 0 1 0 2 0 1 -1,,8.93,
2 3F+3Lo<,,< 8.90 0.00 0 -1 -1 0 1 1 -1 1 0,,8.90,
3 3Lz,,e 6.00 -0.60 -1 -1 -1 -1 0 -1 -1 0 -1,,5.40,
4 CCoSp4,,3.50 0.57 1 1 1 1 2 1 1 1 2,,4.07,
5 FCSp4,,3.20 0.36 1 1 1 1 1 0 0 0 1,,3.56,
6 2A+3T<,,< 6.82 x 0.14 0 0 0 0 1 0 1 1 0,,6.96,
7 3S,,4.62 x 0.40 0 0 0 1 2 0 1 1 1,,5.02,
8 3F+2Lo+2Lo,,9.79 x 0.80 1 1 1 1 2 0 2 1 1,,10.59,
9 3Lo,,5.61 x 0.70 1 1 1 1 2 1 1 1 1,,6.31,
10 FCCoSp4,,3.50 0.79 1 1 1 2 3 1 2 2 2,,4.29,
11 StSq4,,3.90 1.60 3 2 2 2 3 3 2 2 2,,5.50,
12 ChSq1,,2.00 1.50 3 2 1 2 2 2 2 2 3,,3.50,
"",,66.34,,73.03,
Program Components,,Factor,,,
Skating Skills,,1.60 8.50 9.00 8.75 8.75 9.25 8.50 8.50 8.75 9.00,,8.75,
Transitions / Linking Footwork / Movement,,1.60 8.25 8.50 8.25 8.25 9.25 7.50 8.00 8.50 8.75,,8.36,
Performance / Execution,,1.60 8.75 9.00 8.75 9.00 9.50 8.25 8.25 8.75 9.00,,8.79,
Choreography / Composition,,1.60 8.50 8.75 8.50 9.25 9.50 8.50 8.25 9.25 8.75,,8.79,
Interpretation,,1.60 8.75 9.00 8.75 9.00 9.50 8.25 8.25 9.00 9.25,,8.86,
Judges Total Program Component Score (factored),,,,69.68,
Deductions:,,,,0.00,
"",,Total Total Total,,Total,
Rank,Name,NOC Starting Segment Element Program  Component,,Deductions,
"",,Code Number Score Score Score (factored),,,
4,KOSTNER Carolina,ITA 20 142.61 68.84 73.77,,0.00,
Base # Executed Elements,,Value GOE The Judges Panel (in random order),,Scoresof Panel,
1 3Lz,,6.00 1.30 1 2 2 1 2 2 3 2 2,,7.30,
2 2A+3T,,7.40 1.30 2 2 1 2 2 2 3 2 1,,8.70,
3 3F,,5.30 1.20 1 2 1 2 2 2 3 2 1,,6.50,
4 FCCoSp4,,3.50 0.79 1 1 2 1 2 2 3 1 2,,4.29,
5 FCSp4,,3.20 0.50 0 1 1 1 1 1 2 1 1,,3.70,
6 3Lo,,5.61 x -0.10 0 0 1 0 0 0 -1 0 -1,,5.51,
7 3T+2T,,5.94 x 0.20 1 0 0 0 0 0 1 1 -1,,6.14,
8 3S,,4.62 x 1.10 2 1 1 1 2 2 3 2 1,,5.72,
9 3S+2T+2T,,7.48 x 0.50 1 1 1 0 1 1 0 2 0,,7.98,
10 StSq4,,3.90 1.90 2 3 3 3 3 3 3 2 2,,5.80,
11 ChSq1,,2.00 1.20 1 3 1 2 2 2 2 2 1,,3.20,
12 CCoSp4,,3.50 0.50 -1 1 1 1 1 0 2 1 2,,4.00,
"",,58.45,,68.84,
Program Components,,Factor,,,
Skating Skills,,1.60 9.00 9.00 9.25 9.25 9.25 9.25 9.00 9.50 8.50,,9.14,
Transitions / Linking Footwork / Movement,,1.60 8.50 8.50 8.75 8.50 9.00 9.00 8.75 9.00 7.75,,8.71,
Performance / Execution,,1.60 8.75 9.25 9.25 9.25 10.00 9.75 9.75 10.00 8.75,,9.43,
Choreography / Composition,,1.60 9.00 8.75 9.00 9.25 9.50 9.50 9.50 10.00 8.75,,9.21,
Interpretation,,1.60 8.75 9.50 9.50 9.25 10.00 10.00 10.00 10.00 9.00,,9.61,
Judges Total Program Component Score (factored),,,,73.77,
Deductions:,,,,0.00,
FSW010101_77B 1.0,,Report Created  THU 20 FEB 2014 22:56,,Page 2/13,
"",,Iceberg Skating Palace Figure Skating,,,
"",,Дворец зимнего спорта Айсберг Фигурное катание на коньках / Patinage artistique,,,
"",,Palais des sports de glace Iceberg pour le patinage,,,
"",,Ladies,,,
