10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Kristin WIECZOREK,GER,0,37.38,20.46,17.92,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3Lo+2Lo,,6.5,False,-1.8,-2,-1,-2,-1,-2,-2,-1,-1,-2,-2,,4.7
2,3T<,,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.3
3,2A,,3.5,False,-0.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.7
4,SlSt1,,1.8,False,0.3,0,0,0,0,0,1,1,1,1,1,,2.1
5,FSSp3,,2.3,False,-0.24,0,0,0,0,-1,-1,-1,-3,-1,-1,,2.06
6,SpSq3,,3.1,False,0.1,0,0,0,0,0,0,1,0,1,1,,3.2
7,CCoSp3,,3.0,False,0.0,0,0,0,0,0,0,-1,0,0,-1,,3.0
8,LSp3,,2.4,False,0.0,0,0,0,-1,0,0,0,0,0,0,,2.4
,,,23.9,,,,,,,,,,,,,,20.46
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,4.25,4.5,3.5,3.0,4.25,4.5,5.25,4.75,4.75,5.75,,4.5
,Transition / Linking Footwork  ,,,,0.8,4.0,4.25,3.75,4.25,3.75,4.25,5.0,4.0,4.75,5.25,,4.15
,Performance / Execution  ,,,,0.8,4.0,4.75,3.5,3.75,4.0,5.0,5.75,5.0,4.5,4.75,,4.5
,Choreography / Composition  ,,,,0.8,4.25,4.5,4.0,4.5,4.25,5.0,5.5,4.75,4.75,6.25,,4.6
,Interpretation  ,,,,0.8,4.25,4.5,3.75,3.75,4.0,5.25,6.0,5.0,4.75,5.5,,4.65
,,,,,,,,,,,,,,,,,17.92
Deduction,Falls,-1.0
