ISU GP Rostelecom Cup 2015,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Kaitlyn WEAVER / Andrew POJE CAN  8,104.09  50.87,,,54.22,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 STw4  6.60  1.29 2 3 3,2 2 1 2,,,2 2,7.89,
2 CiSt3  7.10  1.89 1 2 2,2 2 2 1,,,2 1,8.99,
3 SlLi3  4.00  1.03 2 2 3,1 2 1 2,,,1 2,5.03,
4 CoSp4  5.60  0.86 1 1 2,1 2 2 2,,,1 0,6.46,
"",Info,,,,,Info
5 RoLi4  4.50  1.20 2 2 2,2 3 1 2,,,2 2,5.70,
6 DiSt3  7.10  2.20 2 3 2,2 2 2 2,,,2 1,9.30,
7 CuLi4  4.50  1.11 2 1 3,2 2 2 2,,,2 1,5.61,
8 ChLi1  0.60  1.29 1 3 3,1 3 2 2,,,3 1,1.89,
40.00,,,,,50.87,
Program Components Factor,,,,,,
Skating Skills  1.20 8.25 9.25 9.25,8.75 9.25 8.75 9.50,,,8.50 8.50,8.89,
Linking Footwork / Movement  1.20 8.75 9.00 9.25,9.00 9.00 8.75 9.50,,,8.75 8.25,8.93,
Performance  1.20 8.75 9.25 9.50,9.00 9.25 8.75 9.50,,,8.75 8.75,9.04,
Choreography  1.20 9.00 9.25 9.50,9.25 9.25 9.25 9.50,,,9.00 8.50,9.21,
Interpretation / Timing  1.20 9.00 9.00 9.25,9.25 9.50 9.00 9.25,,,9.00 8.50,9.11,
Judges Total Program Component Score (factored),,,,,54.22,
Deductions: Extended lifts: -1.00,,,,,-1.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Anna CAPPELLINI / Luca LANOTTE ITA  7,103.79  50.62,,,54.17,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 STw4  6.60  1.54 2 2 2,3 2 3 3,,,3 3,8.14,
2 SlLi4  4.50  1.37 2 2 3,2 3 2 2,,,2 3,5.87,
3 CiSt3  7.10  2.20 1 2 2,2 2 2 3,,,2 2,9.30,
4 CuLi4  4.50  1.46 2 3 1,3 2 3 2,,,2 3,5.96,
5 CoSp3  4.60  1.20 1 2 2,3 2 1 2,,,2 3,5.80,
6 DiSt3  7.10  1.89 1 2 1,3 3 1 2,,,1 2,8.99,
7 RoLi4  4.50  0.60 1 2 1,1 1 1 1,,,1 1,5.10,
8 ChTw1  0.60  0.86 1 1 1,3 1 1 3,,,1 2,1.46,
39.50,,,,,50.62,
Program Components Factor,,,,,,
Skating Skills  1.20 8.25 9.00 8.50,9.00 8.50 9.25 8.50,,,9.00 9.00,8.79,
Linking Footwork / Movement  1.20 8.00 9.00 8.25,9.00 8.75 8.75 8.50,,,8.75 9.25,8.71,
Performance  1.20 8.50 9.25 9.00,9.50 9.25 9.00 9.00,,,9.00 9.50,9.14,
Choreography  1.20 8.25 9.50 8.75,9.50 9.50 9.00 9.25,,,9.00 10.00,9.21,
Interpretation / Timing  1.20 8.50 9.50 9.00,9.50 9.50 9.25 9.50,,,8.75 9.50,9.29,
Judges Total Program Component Score (factored),,,,,54.17,
Deductions: Extended lifts: -1.00,,,,,-1.00,
ISU GP Rostelecom Cup 2015,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
