ISU GP Rostelecom Cup 2015,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Adian PITKEEV RUS  7,87.54  49.40,,,38.14,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T+3T  14.60  0.86 1 2 -1,0 2 1 1,,,0 1,15.46,
2 FCSp4  3.20  0.50 1 1 0,1 1 2 0,,,1 2,3.70,
3 CSSp4  3.00  0.43 1 2 1,0 1 -1 1,,,1 1,3.43,
4 3A  9.35 x  1.43 2 2 1,1 1 1 1,,,2 2,10.78,
"",Info,,,,,Info
5 3Lz  6.60 x  0.60 2 1 1,0 1 1 0,,,1 1,7.20,
6 CCoSp3p4  3.50  0.43 2 1 1,1 1 0 0,,,1 1,3.93,
7 StSq4  3.90  1.00 2 1 1,1 2 1 2,,,2 1,4.90,
44.15,,,,,49.40,
Program Components Factor,,,,,,
Skating Skills  1.00 9.00 8.00 8.00,7.75 7.75 7.00 7.25,,,8.00 7.50,7.75,
Transition / Linking Footwork  1.00 8.50 7.50 6.75,7.25 7.25 7.25 6.75,,,7.50 7.25,7.25,
Performance / Execution  1.00 8.75 7.75 8.00,7.50 7.75 7.00 7.25,,,8.00 8.25,7.79,
Choreography / Composition  1.00 8.50 8.00 7.50,7.75 8.00 7.00 7.50,,,7.75 7.50,7.71,
Interpretation  1.00 8.25 8.00 7.75,7.25 8.00 7.00 7.25,,,8.00 7.25,7.64,
Judges Total Program Component Score (factored),,,,,38.14,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Javier FERNANDEZ ESP  11,86.99  42.21,,,44.78,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3S  4.40  0.10 1 -3 1,1 0 0 0,,,-1 0,4.50,
2 3Lz+3T  10.30 -0.90 -2 -2 -1,-1 -1 -1 0,,,-2 -1,9.40,
3 FUSp4  2.90  0.86 2 2 2,1 1 2 1,,,3 2,3.76,
4 3A  9.35 x  2.29 3 2 3,2 3 2 2,,,2 2,11.64,
5 CCoSp3p4  3.50  0.57 0 1 2,1 2 1 1,,,1 1,4.07,
6 CSSp3  2.60  0.64 2 1 2,1 1 1 1,,,2 1,3.24,
7 StSq4  3.90  1.70 3 3 3,2 3 2 2,,,2 2,5.60,
36.95,,,,,42.21,
Program Components Factor,,,,,,
Skating Skills  1.00 8.75 8.50 9.25,8.75 8.75 9.00 8.75,,,8.75 9.00,8.82,
Transition / Linking Footwork  1.00 9.50 8.00 9.50,8.50 9.00 8.50 8.50,,,8.50 9.25,8.82,
Performance / Execution  1.00 9.50 8.25 9.50,8.50 8.75 8.75 9.00,,,8.75 9.00,8.89,
Choreography / Composition  1.00 10.00 8.50 9.25,9.00 9.00 9.00 9.00,,,9.00 9.50,9.11,
Interpretation  1.00 10.00 8.75 9.50,9.00 9.50 9.00 9.00,,,8.75 9.25,9.14,
Judges Total Program Component Score (factored),,,,,44.78,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Rostelecom Cup 2015,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Ross MINER USA  3,85.36  45.57,,,39.79,0.00,
