10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Joannie ROCHETTE,CAN,0,107.62,53.7,53.92,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3T+2T+2Lo,,6.8,False,1.0,1,1,1,1,1,1,1,1,1,0,,7.8
2,3Lz+2T,,7.3,False,-0.8,-1,-2,-1,-1,0,-1,-1,0,-1,0,,6.5
3,3Lo,,5.0,False,0.0,0,0,0,0,0,0,0,0,0,0,,5.0
4,FSSp3,,2.3,False,0.1,0,0,0,1,1,0,0,0,0,0,,2.4
5,3S,,4.5,False,0.6,0,1,0,1,1,1,0,1,0,0,,5.1
6,3Lz,,6.6,True,0.0,0,-1,0,0,0,1,0,0,-1,0,,6.6
7,SlSt3,,3.1,False,0.1,0,0,1,2,0,0,0,1,0,0,,3.2
8,LSp3,,1.8,False,0.1,0,1,0,1,1,0,0,0,0,0,,1.9
9,1F,,0.6,True,-0.2,-2,-2,-2,-1,-3,-3,-2,-1,-2,-2,,0.4
10,CoSp3,,2.5,False,0.0,0,0,0,0,0,1,0,0,0,0,,2.5
11,SpSt3,,3.1,False,0.0,0,0,0,0,0,0,0,0,0,0,,3.1
12,2A+3S+SEQ,,6.8,True,0.4,0,0,0,0,1,1,0,1,0,0,,7.2
13,CCoSp1,,2.0,False,0.0,0,0,-1,0,0,1,0,0,0,0,,2.0
,,,52.4,,,,,,,,,,,,,,53.7
,Program Components,,,,Factor
,Skating Skills ,,,,1.6,6.75,6.75,6.75,6.75,7.0,7.0,6.5,6.5,6.5,6.75,,6.7
,Transition / Linking Footwork ,,,,1.6,6.5,6.5,6.25,6.5,6.75,6.75,6.25,5.75,6.5,6.75,,6.5
,Performance / Execution ,,,,1.6,7.0,6.5,6.75,7.0,8.0,7.25,6.75,6.5,6.5,6.5,,6.9
,Choreography / Composition ,,,,1.6,6.75,6.75,7.0,7.0,7.0,7.0,6.5,6.5,6.25,6.75,,6.75
,Interpretation ,,,,1.6,6.75,6.5,6.5,7.25,8.0,7.0,6.5,6.75,6.25,7.0,,6.85
,,,,,,,,,,,,,,,,,53.92
