Cup of Russia,,,,,,
ICE DANCING FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
1 Oksana DOMNINA / Maxim SHABALIN,RUS  101.99,52.30,,,49.69,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70  0.80,2 2 1 2 2,1 2 1,,1,2 - -,5.50
2 MiStNt4  7.00  1.40,1 2 2 1 2,1 1 2,,1,2 - -,8.40
3 CuLi4  4.00  1.00,2 1 2 2 2,2 2 1,,2,2 - -,5.00
4 CuLi4+RoLi4  6.40  0.80,1 2 2 2 2,1 2 1,,2,2 - -,7.20
5 Sp4  4.70  0.90,2 2 2 2 2,1 2 1,,2,2 - -,5.60
6 CiSt4  8.00  1.20,1 1 2 1 2,1 -1 2,,1,1 - -,9.20
7 SlLi3  3.50  1.00,2 2 1 2 3,2 2 1,,2,2 - -,4.50
8 RRoLi4  6.40  0.50,0 2 1 2 2,0 0 0,,1,2 - -,6.90
44.70,,,,,,52.30
Program Components Factor,,,,,,
Skating Skills  1.25,8.25 8.25 8.25 7.75 8.50,8.00 8.00 8.25,,8.00,8.25 - -,8.15
Linking Footwork / Movement  1.75,8.00 8.00 8.00 7.50 8.25,8.00 7.75 8.00,,8.00,8.00 - -,8.00
Performance  1.00,8.50 8.50 8.25 8.50 8.50,8.50 8.00 8.75,,8.25,8.50 - -,8.50
Choreography  1.00,8.50 8.75 8.50 8.00 8.50,8.50 8.00 8.50,,8.25,8.25 - -,8.40
Interpretation / Timing  1.00,8.75 8.50 8.50 8.50 8.50,8.50 7.75 8.75,,8.50,8.75 - -,8.60
Judges Total Program Component Score (factored),,,,,,49.69
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
2 Nathalie PECHALAT / Fabian BOURZAT,FRA  91.48,47.50,,,43.98,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 STw4  4.70  0.50,1 1 1 1 1,2 1 1,,1,1 - -,5.20
2 CiSt2  6.40  0.80,1 2 1 1 1,1 1 0,,1,0 - -,7.20
3 CuLi4+RoLi4  6.40  0.90,0 1 2 2 1,2 2 2,,2,2 - -,7.30
4 SeLi4  6.40  0.70,1 1 2 1 2,1 1 0,,2,2 - -,7.10
5 Sp4  4.70  0.60,1 1 1 1 2,2 1 1,,1,0 - -,5.30
6 DiSt2  5.40  1.00,1 1 1 1 2,1 1 1,,1,1 - -,6.40
7 SlLi4  4.00  0.40,1 1 0 1 1,0 2 1,,1,0 - -,4.40
8 RoLi4  4.00  0.60,1 1 1 2 2,1 2 0,,1,1 - -,4.60
42.00,,,,,,47.50
Program Components Factor,,,,,,
Skating Skills  1.25,7.50 7.00 7.50 7.25 7.25,7.25 7.25 8.00,,7.25,7.25 - -,7.30
Linking Footwork / Movement  1.75,7.00 6.75 7.25 7.00 7.00,7.00 7.50 7.75,,7.00,7.00 - -,7.00
Performance  1.00,7.50 7.00 7.25 7.50 7.25,7.50 7.00 8.25,,7.25,7.50 - -,7.45
Choreography  1.00,7.50 7.25 7.50 7.75 7.25,7.75 7.50 8.50,,7.50,7.25 - -,7.55
Interpretation / Timing  1.00,7.75 7.00 7.25 7.50 7.25,7.75 7.25 8.50,,7.50,7.50 - -,7.60
Judges Total Program Component Score (factored),,,,,,43.98
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
3 Katherine COPELY / Deividas STAGNIUNAS,LTU  82.85,46.80,,,36.05,0.00
"# Executed Base GOE",The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 SeLi3  5.60  0.80,1 1 1 2 1,2 2 1,,2,2 - -,6.40
2 CiSt3  7.20  0.40,1 0 0 0 0,1 1 0,,1,0 - -,7.60
3 SlLi4+CuLi4  6.40  0.60,1 1 1 1 1,2 1 1,,2,1 - -,7.00
