8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Charlene GUIGNARD / Marco FABBRI,ITA,4,82.01,42.42,40.59,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4,,4.0,False,0.92,3,2,2,2,1,2,2,1,,4.92
2,DiSt2,,5.0,False,1.0,1,1,0,1,1,1,1,1,,6.0
3,STw4,,6.0,False,0.33,1,1,1,0,0,1,0,1,,6.33
4,RoLi4,,4.0,False,0.83,2,1,1,2,2,2,1,2,,4.83
5,CuLi2,,2.5,False,0.25,1,1,0,1,0,1,0,0,,2.75
6,CoSp4,,5.0,False,0.33,1,0,1,1,0,1,1,0,,5.33
7,CiSt3,,6.5,False,0.83,1,0,1,1,0,1,1,1,,7.33
8,SlLi4,,4.0,False,0.58,1,1,2,1,1,2,1,1,,4.58
9,ChLi1,,0.2,False,0.15,1,1,0,1,0,2,0,0,,0.35
,,,37.2,,,,,,,,,,,,42.42
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,6.75,6.0,6.25,6.75,6.5,7.0,7.5,7.25,,6.75
,Linking Footwork / Movement  ,,,,1.75,6.5,5.75,6.5,6.5,6.25,7.0,7.25,6.75,,6.58
,Performance  ,,,,1.0,6.75,6.25,6.5,6.75,6.5,7.25,7.5,7.25,,6.83
,Choreography  ,,,,1.0,6.5,6.0,6.75,6.75,7.0,7.25,7.5,7.25,,6.92
,Interpretation / Timing  ,,,,1.0,6.5,6.25,7.0,7.0,6.75,7.25,7.25,6.75,,6.88
,,,,,,,,,,,,,,,40.59
Deduction,Extended lifts,-1.0
