ISU GP Trophee Eric Bompard 2015,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Tatiana VOLOSOZHAR / Maxim TRANKOV RUS  4,74.50  39.38,,35.12,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw4  6.60  1.90 3 3 2,3 3 2 3,,2 3,8.50,
2 3S  4.40  0.70 1 2 1,1 1 0 2,,1 0,5.10,
3 3FTh  5.50 -0.90 -1 -2 -2,0 -1 -2 1,,-1 -2,4.60,
4 4Li4  4.50  0.57 1 1 1,1 2 0 1,,1 2,5.07,
Info,,,Info,,Info
5 StSq4  3.90  1.60 2 2 2,2 3 1 3,,2 3,5.50,
6 BoDs3  4.00  1.40 2 3 1,2 2 2 2,,2 2,5.40,
7 PCoSp3p4  4.50  0.71 2 2 1,1 2 2 1,,1 1,5.21,
33.40,,,,39.38,
Program Components Factor,,,,,
Skating Skills  0.80 9.00 9.00 9.00,8.50 8.50 9.00 9.25,,8.25 9.00,8.86,
Transition / Linking Footwork  0.80 8.50 8.75 8.75,8.50 8.25 8.50 9.00,,7.75 8.75,8.57,
Performance / Execution  0.80 9.00 8.50 9.00,8.00 8.50 8.75 9.50,,8.00 8.75,8.64,
Choreography / Composition  0.80 8.75 9.25 8.75,8.50 9.00 8.75 9.50,,8.50 9.00,8.86,
Interpretation  0.80 8.75 9.25 9.00,8.50 9.00 9.00 9.50,,8.50 9.25,8.96,
Judges Total Program Component Score (factored),,,,35.12,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Vanessa JAMES / Morgan CIPRES FRA  5,65.75  36.40,,29.35,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw2  5.80  0.60 1 1 2,1 1 0 1,,1 -1,6.40,
2 3T  4.30  0.30 1 0 1,0 1 0 0,,1 0,4.60,
3 4Li4  4.50  0.57 2 1 1,1 2 1 0,,1 1,5.07,
4 3FTh  5.50  0.30 1 1 1,-1 0 1 0,,0 0,5.80,
5 BoDs3  4.00  0.80 1 1 2,1 1 0 1,,2 1,4.80,
6 StSq4  3.90  0.90 2 2 1,0 1 1 1,,2 1,4.80,
7 PCoSp3p4  4.50  0.43 1 2 1,1 0 1 1,,0 1,4.93,
32.50,,,,36.40,
Program Components Factor,,,,,
Skating Skills  0.80 7.25 7.50 7.75,7.50 7.50 7.50 6.25,,7.50 7.25,7.43,
Transition / Linking Footwork  0.80 7.00 7.25 7.50,7.25 7.00 7.25 6.00,,7.00 7.00,7.11,
Performance / Execution  0.80 7.50 7.50 7.75,7.50 7.50 7.75 6.50,,7.50 7.00,7.46,
Choreography / Composition  0.80 7.25 7.75 7.75,7.50 7.00 7.50 6.25,,7.25 7.25,7.36,
Interpretation  0.80 7.25 7.75 7.50,7.50 7.25 7.50 6.25,,7.00 7.25,7.32,
Judges Total Program Component Score (factored),,,,29.35,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Julianne SEGUIN / Charlie BILODEAU CAN  2,64.95  36.00,,28.95,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Tw3  6.20  0.20 0 -1 1,2 -1 0 1,,1 0,6.40,
2 3S  4.40  0.00 0 0 1,0 0 -1 -2,,1 0,4.40,
3 3FTh  5.50  0.50 1 1 2,0 0 1 1,,0 1,6.00,
4 PCoSp3p4  4.50  0.36 0 1 2,1 2 0 0,,1 0,4.86,
5 4Li4  4.50  0.14 0 1 1,0 1 0 0,,0 0,4.64,
6 BoDs3  4.00  0.80 1 2 1,1 1 -2 2,,2 0,4.80,
7 StSq4  3.90  1.00 2 1 1,1 2 1 2,,2 1,4.90,
33.00,,,,36.00,
Program Components Factor,,,,,
Skating Skills  0.80 7.25 7.25 7.25,6.25 7.75 6.75 7.25,,7.50 7.50,7.25,
Transition / Linking Footwork  0.80 7.00 6.75 8.00,6.75 7.25 6.25 7.50,,7.25 7.00,7.07,
Performance / Execution  0.80 7.25 7.50 8.00,6.50 7.25 6.50 7.50,,7.50 7.50,7.29,
Choreography / Composition  0.80 7.00 7.25 7.50,6.50 7.50 6.50 8.00,,7.50 7.25,7.21,
Interpretation  0.80 7.25 7.25 7.50,6.75 7.50 6.50 8.00,,7.75 7.50,7.36,
Judges Total Program Component Score (factored),,,,28.95,
Deductions:,,,,0.00,
ISU GP Trophee Eric Bompard 2015,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
4 Cheng PENG / Hao ZHANG CHN  8,64.10  34.07,,,31.03,-1.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 BoDs3  4.00  1.20 3 2 0,1 1 2 2,,,2 2,5.20,
2 3LoTh  5.00  1.50 2 2 1,2 2 2 3,,,3 2,6.50,
3 3T< <  3.00 -2.10 -3 -3 -3,-3 -3 -3 -3,,,-3 -3,0.90,
4 4Li4  4.50  0.64 2 1 1,1 1 2 2,,,1 1,5.14,
Info,Info,,,,,Info
5 StSq4  3.90  0.20 0 0 -1,-1 1 2 1,,,-1 2,4.10,
6 3Tw3  6.20  1.10 2 2 0,1 2 2 1,,,2 1,7.30,
7 PCoSp3p4  4.50  0.43 1 1 0,0 1 2 1,,,1 1,4.93,
31.10,,,,,34.07,
Program Components Factor,,,,,,
Skating Skills  0.80 7.75 6.75 8.00,7.50 8.75 8.00 8.25,,,8.00 8.25,7.96,
Transition / Linking Footwork  0.80 7.25 6.50 7.50,7.25 8.50 8.00 7.75,,,7.50 7.75,7.57,
Performance / Execution  0.80 7.25 6.25 7.50,7.00 8.50 8.00 8.00,,,7.50 7.75,7.57,
Choreography / Composition  0.80 7.50 6.25 8.00,7.00 8.75 8.50 8.50,,,8.00 8.00,7.93,
Interpretation  0.80 7.25 6.25 7.75,6.75 8.75 8.50 8.25,,,7.75 8.00,7.75,
Judges Total Program Component Score (factored),,,,,31.03,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jump",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
5 Nicole DELLA MONICA / Matteo GUARISE ITA  6,64.08  35.43,,,28.65,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3S  4.40  0.60 0 1 1,1 0 -1 2,,,2 1,5.00,
2 3Tw2  5.80  0.70 1 1 1,1 1 1 1,,,1 1,6.50,
3 3LoTh  5.00  0.10 -1 1 1,-1 1 -2 1,,,1 -1,5.10,
4 4Li4  4.50  0.50 1 1 1,2 1 0 1,,,1 1,5.00,
5 BoDs3  4.00  0.90 1 0 1,2 1 2 1,,,2 1,4.90,
6 StSq4  3.90  0.10 1 0 1,0 0 -1 0,,,0 0,4.00,
7 PCoSp3p4  4.50  0.43 1 1 0,2 1 1 1,,,1 0,4.93,
32.10,,,,,35.43,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 7.25 7.25,7.75 7.00 7.25 6.50,,,7.00 6.75,7.14,
Transition / Linking Footwork  0.80 6.75 7.00 7.25,7.50 6.75 7.50 6.00,,,7.00 6.50,6.96,
Performance / Execution  0.80 7.25 7.50 7.50,8.00 7.25 7.75 6.25,,,7.50 6.75,7.36,
Choreography / Composition  0.80 7.25 7.50 7.25,7.75 7.00 7.25 6.25,,,7.25 6.50,7.14,
Interpretation  0.80 7.50 7.50 7.50,7.75 7.00 7.50 6.50,,,7.00 6.25,7.21,
Judges Total Program Component Score (factored),,,,,28.65,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
6 Marissa CASTELLI / Mervin TRAN USA  1,62.63  34.97,,,27.66,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3Tw3  6.20  0.50 0 0 1,0 1 1 1,,,1 1,6.70,
2 3S  4.40  0.00 0 0 0,0 0 -1 0,,,0 0,4.40,
3 3STh  4.50  1.00 1 1 2,1 2 1 2,,,1 2,5.50,
4 4Li4  4.50  0.71 2 1 1,1 2 1 1,,,2 2,5.21,
5 PCoSp3p4  4.50  0.36 1 1 0,0 1 1 1,,,1 0,4.86,
6 StSq4  3.90 -0.20 1 0 -1,-1 -1 0 -1,,,0 1,3.70,
7 BoDs3  4.00  0.60 2 1 0,0 1 0 1,,,2 1,4.60,
32.00,,,,,34.97,
Program Components Factor,,,,,,
Skating Skills  0.80 6.75 6.75 7.00,6.75 7.00 6.50 7.25,,,7.75 7.75,7.04,
Transition / Linking Footwork  0.80 6.50 6.25 6.25,6.25 6.75 6.25 7.00,,,7.50 7.50,6.64,
Performance / Execution  0.80 7.00 6.75 6.75,6.50 7.00 6.50 7.50,,,7.50 7.75,7.00,
Choreography / Composition  0.80 7.25 6.50 7.00,6.50 7.25 6.25 7.25,,,7.50 7.50,7.04,
Interpretation  0.80 7.00 6.50 6.50,6.25 6.75 6.50 7.25,,,7.50 7.75,6.86,
Judges Total Program Component Score (factored),,,,,27.66,
Deductions:,,,,,0.00,
ISU GP Trophee Eric Bompard 2015,,,,,,
