ISU GP Trophee Eric Bompard 2015,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Shoma UNO JPN  9,89.56  48.71,,,40.85,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3A  8.50  1.86 3 2 2,3 0 2 0,,,2 2,10.36,
2 FCSp4  3.20  0.57 1 1 1,1 1 2 1,,,2 1,3.77,
3 CSSp4  3.00  0.13 -3 -1 1,0 0 -1 1,,,1 2,3.13,
4 4T  11.33 x -0.06 -1 0 1,-1 0 1 -1,,,0 2,11.27,
Info,Info,,,,,Info
5 3F+3T  10.56 x  1.10 2 2 2,1 0 2 0,,,2 2,11.66,
6 StSq3  3.30  0.86 2 1 2,2 1 2 1,,,3 2,4.16,
7 CCoSp3p4  3.50  0.86 2 1 2,1 0 2 2,,,2 2,4.36,
43.39,,,,,48.71,
Program Components Factor,,,,,,
Skating Skills  1.00 8.50 8.50 8.50,8.25 8.25 8.50 8.00,,,8.25 9.00,8.39,
Transition / Linking Footwork  1.00 8.25 7.75 8.00,7.75 7.25 8.25 7.25,,,8.25 8.75,7.93,
Performance / Execution  1.00 8.25 8.25 8.50,8.00 7.50 8.75 7.50,,,8.50 9.00,8.25,
Choreography / Composition  1.00 8.50 8.00 8.00,7.75 7.25 8.75 7.50,,,8.50 8.75,8.14,
Interpretation  1.00 8.75 7.75 8.50,7.75 7.25 8.50 7.25,,,8.50 8.75,8.14,
Judges Total Program Component Score (factored),,,,,40.85,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Maxim KOVTUN RUS  11,86.82  45.64,,,41.18,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4S+3T  14.80 -1.03 0 -1 -2,-1 -1 0 -1,,,-1 -1,13.77,
2 4T  10.30 -2.23 -2 -2 -3,-2 -2 -1 -2,,,-2 -1,8.07,
3 3A  8.50  1.43 0 2 1,1 1 1 2,,,2 2,9.93,
4 CCoSp3p4  3.50  0.57 1 1 2,1 1 1 1,,,0 2,4.07,
5 StSq3  3.30  0.86 1 1 1,2 3 1 3,,,2 2,4.16,
6 CSSp4  3.00  0.50 0 1 0,2 1 1 2,,,1 1,3.50,
7 FUSp2  2.00  0.14 0 0 -1,0 1 1 0,,,0 1,2.14,
45.40,,,,,45.64,
Program Components Factor,,,,,,
Skating Skills  1.00 8.00 7.75 8.25,8.25 8.25 8.25 8.25,,,8.25 8.50,8.21,
Transition / Linking Footwork  1.00 7.75 7.25 8.00,7.75 8.25 8.25 8.25,,,8.50 8.25,8.07,
Performance / Execution  1.00 8.25 8.00 7.50,8.50 8.25 8.75 8.50,,,8.00 8.50,8.29,
Choreography / Composition  1.00 8.00 7.25 8.50,8.50 8.00 8.75 8.00,,,8.00 8.75,8.25,
Interpretation  1.00 8.25 7.50 8.50,8.25 8.50 8.25 8.25,,,8.50 8.75,8.36,
Judges Total Program Component Score (factored),,,,,41.18,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Daisuke MURAKAMI JPN  6,80.24  40.39,,,39.85,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
