ISU Four Continents Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Shoma UNO JPN  30  100.49,,54.92,45.57,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4F  12.30  0.57 -1 0 0 2 0,,1 1,0 2,12.87,
2 FCSp4  3.20  0.86 1 2 1 2 2,,2 1,2 2,4.06,
3 StSq2  2.60  1.07 2 2 2 3 2,,2 2,2 3,3.67,
4 4T+2T  12.76 x  1.14 1 2 1 2 0,,0 1,1 2,13.90,
5 3A  9.35 x  2.29 3 2 2 3 2,,2 2,2 3,11.64,
6 CSSp4  3.00  1.21 3 2 2 2 2,,3 2,3 3,4.21,
7 CCoSp4  3.50  1.07 2 3 2 3 1,,2 2,2 2,4.57,
46.71,,,,54.92,
Program Components Factor,,,,,
Skating Skills  1.00 8.75 9.00 9.00 9.25 9.00,,9.50 9.50,9.25 9.25,9.18,
Transitions  1.00 8.50 8.75 9.00 9.00 8.75,,9.25 8.75,8.75 9.25,8.89,
Performance  1.00 9.25 9.00 9.25 9.75 8.75,,9.25 9.25,9.00 9.50,9.21,
Composition  1.00 9.00 8.75 9.00 9.50 9.00,,9.00 9.25,9.00 9.50,9.11,
Interpretation of the Music  1.00 9.00 9.00 9.25 9.75 9.00,,9.25 9.25,9.00 9.50,9.18,
Judges Total Program Component Score (factored),,,,45.57,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Boyang JIN CHN  26  100.17,,57.59,42.58,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  1.43 1 1 1 2 2,,1 2,1 2,19.33,
2 4T  10.30  0.86 0 1 1 0 1,,1 1,1 2,11.16,
3 FCSp4  3.20  0.79 1 1 1 2 2,,2 1,2 2,3.99,
4 3A  9.35 x  1.71 1 1 2 3 2,,2 1,2 2,11.06,
5 CSSp4  3.00  0.71 1 1 1 1 2,,2 1,2 2,3.71,
6 CCoSp3V  2.50  0.64 1 1 2 1 2,,1 1,1 2,3.14,
7 StSq4  3.90  1.30 2 2 1 2 2,,3 1,2 2,5.20,
50.15,,,,57.59,
Program Components Factor,,,,,
Skating Skills  1.00 7.50 8.50 8.50 8.50 9.25,,9.00 8.50,8.75 8.50,8.61,
Transitions  1.00 7.25 7.75 8.25 8.00 9.00,,8.75 7.75,8.50 8.50,8.21,
Performance  1.00 8.25 8.25 8.00 9.00 9.25,,8.75 8.75,9.00 8.75,8.68,
Composition  1.00 7.75 8.25 8.25 8.75 9.25,,8.50 8.50,8.75 8.75,8.54,
Interpretation of the Music  1.00 7.75 8.25 7.75 8.50 9.00,,8.75 8.50,9.00 9.00,8.54,
Judges Total Program Component Score (factored),,,,42.58,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU Four Continents Championships 2018,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Keiji TANAKA JPN  29  90.68,,48.60,42.08,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
