8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Maia SHIBUTANI / Alex SHIBUTANI,USA,7,66.0,32.57,33.43,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,1RW4+kpYYY,,5.0,False,0.7,1,1,1,1,1,2,2,1,,5.7
2,2RW2+kpYNN,,3.8,False,0.7,1,1,1,1,0,2,2,1,,4.5
3,STw4,,6.6,False,1.5,3,2,2,2,2,3,3,3,,8.1
4,PSt3,,7.1,False,1.47,1,1,1,1,1,2,2,2,,8.57
5,RoLi4,,4.5,False,1.2,2,2,1,2,2,2,3,2,,5.7
,,,27.0,,,,,,,,,,,,32.57
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,8.5,7.75,8.0,8.0,8.0,8.75,8.5,8.5,,8.25
,Linking Footwork / Movement  ,,,,0.8,8.25,7.75,7.75,8.0,8.0,8.5,8.25,8.25,,8.08
,Performance  ,,,,0.8,8.25,8.25,8.0,8.25,8.75,8.75,8.5,8.75,,8.46
,Choreography  ,,,,0.8,8.5,8.0,7.75,8.75,8.75,8.75,9.0,8.5,,8.54
,Interpretation / Timing  ,,,,0.8,8.5,8.25,8.25,8.5,8.5,8.75,8.75,8.25,,8.46
,,,,,,,,,,,,,,,33.43
