ISU GP 2017 Bridgestone Skate America,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Satoko MIYAHARA JPN  11  143.31,,72.23,71.08,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 Info J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 3Lo  5.10  0.40 0 0 1 1 2,,1 1,0 0,5.50,
2 3Lz+3T  10.30  0.70 1 1 2 0 2,,1 1,0 1,11.00,
3 3F  5.30  0.30 0 0 1 1 1,,0 1,0 0,5.60,
4 FCSp4  3.20  0.71 2 1 2 2 2,,1 1,1 1,3.91,
5 CCoSp4  3.50  0.71 2 2 2 1 1,,1 1,0 2,4.21,
6 StSq4  3.90  1.80 3 3 3 2 3,,2 2,3 2,5.70,
7 3Lz+2T+2Lo  10.01 x  0.30 -1 1 1 0 1,,1 0,0 0,10.31,
8 2A+3T  8.36 x  0.40 0 1 2 1 1,,0 1,0 0,8.76,
9 3S  4.84 x  0.50 0 0 1 1 2,,2 1,0 0,5.34,
10 ChSq1  2.00  1.50 2 3 3 2 3,,1 2,1 2,3.50,
11 2A  3.63 x  0.57 1 1 2 1 2,,1 1,0 1,4.20,
12 LSp4  2.70  1.50 3 3 3 3 3,,3 2,3 3,4.20,
62.84,,,,72.23,
Program Components Factor,,,,,
Skating Skills  1.60 9.25 8.50 9.25 8.50 9.00,,8.75 8.50,9.00 8.50,8.79,
Transitions  1.60 9.00 8.75 9.00 8.25 8.50,,8.75 8.00,8.75 8.00,8.57,
Performance  1.60 9.50 9.50 9.25 9.00 8.75,,9.00 8.50,9.25 8.50,9.04,
Composition  1.60 9.25 9.50 9.25 8.50 9.00,,9.25 8.25,9.25 8.25,8.96,
Interpretation of the Music  1.60 9.25 9.75 9.50 8.75 8.75,,9.50 8.50,9.25 8.50,9.07,
Judges Total Program Component Score (factored),,,,71.08,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Kaori SAKAMOTO JPN  9  141.19,,73.71,67.48,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3F+3T  9.60  1.30 2 1 2 2 2,,2 2,2 1,10.90,
2 3S  4.40  1.30 2 2 2 2 2,,2 1,1 2,5.70,
3 StSq4  3.90  1.30 1 3 2 1 2,,2 2,2 2,5.20,
4 FSSp4  3.00  0.43 1 0 2 1 1,,1 1,0 1,3.43,
5 3Lz  6.60 x  0.60 1 0 1 1 2,,2 0,0 1,7.20,
6 3F+2T  7.26 x  0.90 2 1 2 1 1,,2 1,1 1,8.16,
7 CCoSp4  3.50  0.71 1 1 2 2 2,,2 1,1 1,4.21,
8 2A+3T+2T  9.79 x  1.30 2 2 3 1 1,,3 1,2 2,11.09,
9 ChSq1  2.00  1.00 0 2 2 1 2,,-1 2,1 2,3.00,
10 3Lo  5.61 x  1.20 3 2 2 2 2,,2 1,0 1,6.81,
11 2A  3.63 x  0.71 2 1 2 2 2,,1 1,0 1,4.34,
12 FCCoSp4  3.50  0.17 2 1 -1 -1 1,,0 0,1 0,3.67,
62.79,,,,73.71,
Program Components Factor,,,,,
Skating Skills  1.60 8.50 8.00 8.25 8.50 8.50,,9.25 8.25,8.50 8.25,8.39,
Transitions  1.60 8.50 7.75 8.00 7.75 8.25,,9.00 7.75,8.75 8.00,8.14,
