ISU GP 2017 Bridgestone Skate America,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
1 Meagan DUHAMEL / Eric RADFORD CAN  8  75.37  39.12,,36.25,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 InfJo6 J7",,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw2  5.80  1.20 2 2 2 1 2 2 1,,2 1,7.00,
2 3Lz  6.00 -0.60 -1 -1 -1 -1 1 0 -1,,-2 -1,5.40,
3 3LzTh  5.50  1.30 1 2 2 2 3 2 1,,2 2,6.80,
4 FiDs4  3.50  1.70 2 3 2 3 3 2 2,,2 3,5.20,
5 3Li4  4.50  1.21 1 3 3 3 3 2 2,,2 2,5.71,
6 PCoSp2  3.50  1.00 2 3 2 3 2 2 1,,1 2,4.50,
7 StSq3  3.30  1.21 2 3 2 3 3 2 2,,1 3,4.51,
32.10,,,39.12,
Program Components Factor,,,,
Skating Skills  0.80 9.00 9.25 8.75 9.00 9.50 9.25 8.75,,8.50 9.25,9.04,
Transitions  0.80 9.00 9.25 8.50 9.25 9.50 8.75 8.50,,8.25 9.00,8.89,
Performance  0.80 9.25 9.50 9.00 9.25 9.75 9.00 8.50,,8.75 9.25,9.14,
Composition  0.80 9.25 9.50 8.75 9.50 9.75 9.25 8.50,,8.50 9.00,9.11,
Interpretation of the Music  0.80 9.25 9.50 9.00 9.25 9.50 9.25 8.75,,8.75 9.00,9.14,
Judges Total Program Component Score (factored),,,36.25,
Deductions,,,0.00,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
2 Xiaoyu YU / Hao ZHANG CHN  5  73.67  39.88,,33.79,0.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 J6 J7",,J8 J9 Ref,,
Elements Value,,,Panel,
1 3T  4.30  1.10 1 2 1 2 2 1 2,,1 2,5.40,
2 3Tw4  6.60  1.80 2 3 2 2 3 2 3,,3 3,8.40,
3 FiDs3  3.20  1.20 1 2 2 1 1 2 2,,2 2,4.40,
4 StSq4  3.90  1.10 1 2 2 2 1 1 2,,2 1,5.00,
5 3LoTh  5.00  1.90 3 3 3 2 2 2 3,,3 3,6.90,
6 3Li4  4.50  1.07 2 2 2 2 3 1 2,,3 2,5.57,
7 PCoSp4V  3.50  0.71 1 2 1 2 2 0 2,,1 1,4.21,
31.00,,,39.88,
Program Components Factor,,,,
Skating Skills  0.80 8.25 8.75 8.50 8.25 8.00 8.00 9.25,,9.00 8.25,8.43,
Transitions  0.80 8.25 8.50 8.25 8.25 8.00 7.75 8.75,,8.75 8.00,8.29,
Performance  0.80 8.50 8.50 8.50 8.50 8.25 7.75 9.00,,9.00 8.25,8.50,
Composition  0.80 8.50 8.75 8.50 8.75 8.75 8.00 9.00,,9.00 8.25,8.64,
Interpretation of the Music  0.80 8.25 8.50 8.25 8.25 8.50 7.75 9.00,,9.25 8.00,8.39,
Judges Total Program Component Score (factored),,,33.79,
Deductions,,,0.00,
ISU GP 2017 Bridgestone Skate America,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,
Starting Total Total,,Total,Total,
Rank Name Nation Number Segment Element,,Program  Component,Deductions,
Score Score,,Score (factored),,
3 Aljona SAVCHENKO / Bruno MASSOT GER  7  72.55  37.09,,36.46,1.00,
Executed Base,,,Scores of,
"# GOE J1 J2 J3 J4 J5 InfJo6 J7",,J8 J9 Ref,,Info
Elements Value,,,Panel,
1 3Tw4  6.60  2.00 3 3 3 1 2 3 3,,3 3,8.60,
