ISU GP 2017 Bridgestone Skate America,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
1 Nathan CHEN USA  11  104.12,59.56,,44.56,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5 Info",J6 J7,,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz+3T  17.90  2.00 1 2 2 2 2,2 2,,2 3,19.90,
2 FSSp3  2.60  0.64 1 1 1 1 2,2 2,,1 1,3.24,
3 CCSp4  3.20  0.43 1 1 1 1 1,2 1,,0 0,3.63,
4 4F  13.53 x  0.57 -1 1 0 2 0,1 1,,0 1,14.10,
5 3A  9.35 x -1.00 -2 -1 -1 -1 -1,-1 -1,,-1 -1,8.35,
6 StSq4  3.90  1.80 3 2 2 2 3,3 2,,3 3,5.70,
7 CCoSp4  3.50  1.14 3 2 1 2 3,3 2,,2 2,4.64,
53.98,,,,59.56,
Program Components Factor,,,,,
Skating Skills  1.00 9.00 8.25 8.50 9.25 8.75,9.75 9.25,,9.00 8.50,8.89,
Transitions  1.00 8.75 7.75 8.50 8.50 8.50,9.75 8.75,,8.75 8.75,8.64,
Performance  1.00 9.00 8.25 8.75 9.00 8.75,10.00 9.50,,9.50 9.00,9.07,
Composition  1.00 9.25 8.50 8.75 9.00 9.00,10.00 9.25,,9.25 8.50,9.00,
Interpretation of the Music  1.00 9.25 8.50 8.50 8.75 9.00,10.00 9.00,,9.25 9.00,8.96,
Judges Total Program Component Score (factored),,,,44.56,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
2 Adam RIPPON USA  10  89.04,45.04,,44.00,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 3F+3T  9.60  1.20 1 2 1 2 2,2 1,,2 3,10.80,
2 3A  8.50 -0.71 -1 0 -1 0 -1,-1 -1,,-1 1,7.79,
3 FCSp4  3.20  1.00 2 1 2 2 2,3 2,,2 2,4.20,
4 3Lz  6.60 x  1.20 2 2 1 2 2,1 1,,2 2,7.80,
5 CSSp4  3.00  1.14 3 2 2 2 3,3 2,,2 1,4.14,
6 StSq4  3.90  1.70 2 2 2 3 3,3 2,,3 2,5.60,
7 CCoSp4  3.50  1.21 2 3 2 3 3,3 2,,2 2,4.71,
38.30,,,,45.04,
Program Components Factor,,,,,
Skating Skills  1.00 8.50 8.50 8.50 9.25 8.75,8.50 9.00,,8.75 8.50,8.64,
Transitions  1.00 8.50 8.25 8.50 9.00 8.50,8.25 8.75,,8.50 8.50,8.50,
Performance  1.00 8.75 9.00 8.50 9.50 9.00,9.00 9.00,,9.00 9.25,9.00,
Composition  1.00 9.00 8.50 8.75 9.25 8.75,8.50 9.25,,9.00 8.50,8.82,
Interpretation of the Music  1.00 9.00 9.00 8.75 9.50 9.00,8.75 9.25,,9.25 9.00,9.04,
Judges Total Program Component Score (factored),,,,44.00,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU GP 2017 Bridgestone Skate America,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Sergei VORONOV RUS  7  87.51,,46.97,40.54,0.00,
Executed Base,,,,Scores of,
