ISU GP 2017 Bridgestone Skate America,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
1 Adam RIPPON USA  11  177.41,,88.91,88.50,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 InfoJ3 J4 J5",,J6 J7,J8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4Lz<< <<  6.00 -2.10 -3 -3 -3 -3 -3,,-2 -3,-3 -3,3.90,
2 3F+3Lo  10.40  1.20 2 1 2 2 2,,1 2,1 2,11.60,
3 2A  3.30  0.64 2 1 1 1 1,,1 1,2 2,3.94,
4 FCSp3  2.80  1.00 2 1 2 2 2,,3 2,2 2,3.80,
5 StSq4  3.90  1.00 1 1 1 2 2,,1 2,2 1,4.90,
6 3A+2T+2Lo  12.76 x  1.29 1 1 1 1 2,,1 1,2 2,14.05,
7 3A  9.35 x  1.00 1 1 1 1 1,,1 1,1 2,10.35,
8 3F+3T  10.56 x  0.00 0 0 0 1 0,,-1 0,0 0,10.56,
9 3S  4.84 x  0.70 0 1 1 1 1,,1 1,1 2,5.54,
10 3Lz  6.60 x  1.00 2 1 1 2 2,,1 1,1 2,7.60,
11 ChSq1  2.00  1.10 1 1 1 2 2,,1 2,2 2,3.10,
12 FCCoSp4  3.50  1.36 3 3 2 3 3,,2 2,3 3,4.86,
13 CCoSp4  3.50  1.21 2 3 2 2 3,,3 2,2 3,4.71,
79.51,,,,88.91,
Program Components Factor,,,,,
Skating Skills  2.00 8.50 8.25 8.75 9.00 8.75,,8.75 9.00,9.00 9.25,8.82,
Transitions  2.00 8.50 8.00 8.75 8.25 8.50,,8.50 8.50,8.75 8.50,8.50,
Performance  2.00 8.75 8.50 8.75 9.00 9.25,,8.75 8.75,9.25 9.00,8.89,
Composition  2.00 9.00 8.50 9.00 8.75 9.00,,9.00 9.00,9.00 8.75,8.93,
Interpretation of the Music  2.00 9.25 8.75 9.00 9.00 9.00,,9.25 9.00,9.25 9.25,9.11,
Judges Total Program Component Score (factored),,,,88.50,
Deductions,,,,0.00,
Costume/Prop violation: (1 of 10),,,,,
"<<  Downgraded jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
2 Nathan CHEN USA  12  171.76,,86.68,87.08,2.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4Lz+3T  17.90  2.14 2 2 2 2 2,,2 2,3 3,20.04,
2 4F  12.30 -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,8.30,
3 2S  1.30  0.03 -1 0 0 1 0,,0 0,0 1,1.33,
4 CCSp4  3.20  0.57 1 1 1 2 2,,1 1,1 1,3.77,
5 StSq3  3.30  0.93 2 2 1 2 3,,2 1,2 2,4.23,
6 4Lz  14.96 x  1.14 1 1 2 2 1,,1 1,1 1,16.10,
7 2T+1Lo+2S  3.41 x  0.03 -1 0 0 1 0,,0 0,0 1,3.44,
8 4T  11.33 x -4.00 -3 -3 -3 -3 -3,,-3 -3,-3 -3,7.33,
9 1A+2T  2.64 x  0.00 0 0 0 0 0,,0 0,0 1,2.64,
10 3Lz  6.60 x  0.90 1 1 1 2 2,,1 1,1 2,7.50,
11 ChSq1  2.00  1.00 1 2 1 1 2,,1 1,2 2,3.00,
12 FCCoSp4  3.50  0.93 1 2 1 2 2,,2 2,2 2,4.43,
13 CCoSp4  3.50  1.07 3 3 1 2 3,,2 1,2 2,4.57,
85.94,,,,86.68,
