9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
7,Shiyue WANG / Xinyu LIU,CHN,5,48.71,26.62,23.09,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,1PD3+kpYYN,,5.0,False,0.26,1,0,-1,0,1,0,1,0,1,,5.26
2,PSt2+kpNYN,,4.0,False,0.09,0,0,0,1,0,0,0,0,1,,4.09
3,STw4,,6.6,False,0.43,1,1,0,1,1,2,1,-1,0,,7.03
4,CuLi4,,4.5,False,0.43,1,1,0,1,1,1,0,0,1,,4.93
5,NtMiSt2,,5.6,False,-0.29,0,-1,-1,0,0,-1,0,0,0,,5.31
,,,25.7,,,,,,,,,,,,,26.62
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,5.75,5.75,5.5,5.75,5.75,6.25,5.5,5.75,5.75,,5.71
,Linking Footwork / Movement  ,,,,0.8,5.5,5.5,5.75,5.75,5.75,6.0,5.25,5.25,5.0,,5.54
,Performance  ,,,,0.8,6.5,5.5,5.5,6.0,6.0,6.0,5.5,6.0,6.0,,5.86
,Choreography  ,,,,0.8,6.5,5.5,6.0,6.0,6.25,6.25,5.75,5.5,5.25,,5.89
,Interpretation / Timing  ,,,,0.8,6.25,5.0,5.75,5.75,6.0,6.25,6.0,5.75,5.5,,5.86
,,,,,,,,,,,,,,,,23.09
Deduction,Extended lifts,-1.0
