ISU European Figure Skating Championships,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER FRA  62.72  31.63,,,31.09,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 NtMiTw4  3.30  0.71 2 1 1 1 1 2 2 1,,2,2 1 1,4.01,
2 NtMiSt4  4.30  0.71 Info 1 2 2 0 1 2 2 2,,2,1 Info1 1,5.01,Info
3 SlLi4  4.00  0.64 2 1 2 0 1 1 2 2,,1,1 2 1,4.64,
4 Sp4  4.70  0.50 1 2 1 1 1 1 1 1,,1,1 2 1,5.20,
5 CiSt3  7.20  1.14 1 0 1 0 1 2 2 1,,2,1 1 2,8.34,
6 RoLi3  3.50  0.93 2 2 2 2 1 2 2 2,,2,2 2 1,4.43,
27.00,,,,31.63,
Program Components Factor,,,,,
Skating Skills  0.80 7.75 7.75 8.00 8.50 8.25 7.75 8.50 8.25,,8.50,8.00 8.25 8.25,8.18,
Linking Footwork / Movement  0.80 7.50 7.75 8.00 8.25 8.00 7.75 8.00 8.00,,8.25,7.75 8.00 8.25,8.00,
Performance  0.60 8.50 7.50 8.25 8.25 8.25 8.00 7.75 8.25,,8.50,8.25 8.50 8.25,8.21,
Choreography  0.60 8.25 7.75 8.50 8.50 8.25 8.00 8.25 8.25,,8.25,8.00 8.25 8.50,8.29,
Interpretation / Timing  1.00 7.50 8.00 8.25 8.25 8.25 8.50 8.50 8.50,,8.50,8.00 8.25 9.00,8.25,
Judges Total Program Component Score (factored),,,,31.09,
Deductions:,,,,0.00,
"*  Invalid element",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
2 Oksana DOMNINA / Maxim SHABALIN RUS  61.90  30.86,,,31.04,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 Sp4  4.70  0.86 2 2 2 1 2 1 1 2,,2,2 1 1,5.56,
2 NtMiTw2  2.50 -0.14 2 1 0 -1 -1 0 0 0,,-1,-1 0 0,2.36,
3 NtMiSt3  3.80  0.57 1 1 2 2 1 1 1 1,,1,1 1 1,4.37,
4 SlLi4  4.00  0.71 2 2 2 1 1 2 1 2,,1,2 2 1,4.71,
5 CiSt4  8.00  1.00 1 0 2 1 1 1 0 1,,1,2 1 1,9.00,
6 RoLi4  4.00  0.86 2 1 2 2 2 2 0 2,,1,2 1 2,4.86,
27.00,,,,30.86,
Program Components Factor,,,,,
Skating Skills  0.80 8.25 7.75 8.50 8.25 8.00 7.75 7.25 8.50,,8.00,8.25 7.75 8.00,8.07,
Linking Footwork / Movement  0.80 7.75 7.75 8.25 8.50 8.00 7.50 7.50 8.25,,7.75,8.00 8.00 8.00,7.93,
Performance  0.60 8.50 8.00 8.75 8.25 8.25 7.50 7.75 8.50,,8.25,8.50 8.50 8.25,8.29,
Choreography  0.60 8.50 8.00 8.75 8.25 8.25 7.75 7.75 8.75,,8.00,8.25 8.50 8.50,8.25,
Interpretation / Timing  1.00 8.00 7.75 8.75 8.75 8.50 8.25 8.00 8.50,,8.00,8.25 8.50 8.75,8.32,
Judges Total Program Component Score (factored),,,,31.04,
Deductions:,,,,0.00,
"*  Invalid element",,,,,
Total Total,,,Total,Total,
NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,
Code Score Score,,,Score (factored),,
"= +",,,+,-,
3 Jana KHOKHLOVA / Sergei NOVITSKI RUS  60.03  31.02,,,29.01,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 CoSp4  4.70  1.00 1 2 2 2 2 2 2 2,,3,2 0 2,5.70,
2 SlLi4  4.00  0.79 2 1 2 2 1 2 1 3,,2,2 2 1,4.79,
3 NtMiTw3  2.80 -0.14 1 -1 0 0 -1 0 0 0,,1,-1 0 -1,2.66,
4 NtMiSt3  3.80  0.50 1 1 2 0 1 1 1 2,,2,1 1 0,4.30,
