ISU European Figure Skating Championships,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Aliona SAVCHENKO / Robin SZOLKOWY GER,70.36  39.19,,,31.17,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3FTh  5.50  1.40 2 2 2 2,2 2 2 2,,3,2 2 2,6.90,
2 3LzTw2  5.50 Info 1.20 2 2 2 1,2 2 2 1,,2,In2fo 2 1,6.70,Info
3 3T  4.00 -1.57 -1 -2 -2 -2,-2 -2 -2 -1,,-1,-2 -2 -1,2.43,
4 PCoSp4  4.50  0.43 0 1 1 1,1 1 0 1,,1,1 1 1,4.93,
5 5ALi4  6.50  1.43 1 1 2 1,2 2 1 2,,2,2 2 1,7.93,
6 BiDs4  3.50  0.90 1 1 1 1,1 2 1 2,,1,1 1 2,4.40,
7 FCCoSp4  3.50  0.03 -1 -1 0 0,-1 0 0 0,,1,-1 0 1,3.53,
8 SlSt1  1.80  0.57 1 1 1 2,0 1 1 1,,2,1 1 1,2.37,
34.80,,,,,39.19,
Program Components Factor,,,,,,
Skating Skills  0.80 8.00 7.50 7.75 8.25,8.25 7.75 7.75 8.00,,7.50,7.50 7.75 8.25,7.86,
Transition / Linking Footwork  0.80 7.75 7.00 7.50 7.75,7.75 7.50 7.50 8.25,,7.75,6.50 7.50 8.00,7.68,
Performance / Execution  0.80 8.00 7.25 7.50 8.00,8.25 7.75 7.50 8.00,,7.25,7.50 7.75 8.00,7.75,
Choreography / Composition  0.80 8.25 7.00 7.75 8.00,7.75 7.75 7.50 7.75,,7.25,7.75 7.75 8.00,7.71,
Interpretation  0.80 8.25 7.25 7.50 8.25,8.25 8.00 7.75 8.00,,7.50,7.75 8.00 8.25,7.96,
Judges Total Program Component Score (factored),,,,,31.17,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Maria MUKHORTOVA / Maxim TRANKOV RUS,62.73  36.21,,,26.52,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3LzTw1  5.00  0.70 1 1 1 1,1 1 1 1,,1,0 1 1,5.70,
2 3T  4.00  0.86 0 1 1 1,1 1 0 1,,1,1 2 1,4.86,
3 5ALi4  6.50  1.14 1 1 1 1,1 1 1 1,,2,1 2 1,7.64,
4 BiDs4  3.50  0.40 0 1 0 1,2 1 0 1,,0,0 0 1,3.90,
5 FCCoSp3  3.00 -0.39 -2 -1 -2 -2,-2 -1 -1 -2,,-1,-2 -1 -1,2.61,
6 PCoSp3  4.00  0.21 0 1 -1 1,1 1 0 1,,0,1 0 0,4.21,
7 SlSt1  1.80  0.29 1 1 0 0,1 0 0 1,,1,0 1 0,2.09,
8 3STh  4.50  0.70 1 1 1 1,0 1 1 1,,1,1 2 1,5.20,
32.30,,,,,36.21,
Program Components Factor,,,,,,
Skating Skills  0.80 6.50 7.00 6.75 7.00,7.75 6.75 6.50 6.75,,6.50,6.75 7.00 6.75,6.75,
Transition / Linking Footwork  0.80 6.25 6.50 6.50 6.50,7.25 6.50 6.25 6.75,,5.75,5.50 6.75 6.25,6.43,
Performance / Execution  0.80 6.50 6.75 7.00 7.25,7.50 6.75 6.25 6.50,,6.25,6.00 7.00 6.50,6.61,
Choreography / Composition  0.80 6.25 6.50 6.50 6.75,7.25 6.75 6.50 7.00,,6.25,6.50 6.75 6.50,6.57,
Interpretation  0.80 6.50 6.75 6.75 7.00,7.75 7.00 6.50 6.75,,6.50,6.00 7.00 7.00,6.79,
Judges Total Program Component Score (factored),,,,,26.52,
Deductions:,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
