9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
11,Natalia KALISZEK / Maksim SPODIREV,POL,8,87.5,44.31,44.19,-1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,SeSt3,,7.1,False,1.1,1,1,1,1,1,1,1,1,1,,8.2
2,RoLi4,,4.5,False,1.03,1,1,0,2,2,2,2,2,2,,5.53
3,CoSp4,,5.6,False,0.43,0,1,0,2,1,1,1,1,0,,6.03
4,SlLi4,,4.5,False,0.69,1,0,1,2,1,2,1,1,1,,5.19
5,STw2,,4.6,False,-0.21,-2,-1,0,0,0,0,-1,1,-1,,4.39
6,DiSt3,,7.1,False,0.63,0,0,0,1,2,1,1,1,0,,7.73
7,StaLi4,,4.5,False,1.11,1,2,2,2,2,2,2,2,1,,5.61
8,ChLi1,,0.6,False,1.03,2,1,1,2,2,2,3,2,1,,1.63
,,,38.5,,,,,,,,,,,,,44.31
,Program Components,,,,Factor
,Skating Skills  ,,,,1.2,7.5,7.0,7.5,7.5,7.75,7.0,7.25,7.25,7.25,,7.32
,Linking Footwork / Movement  ,,,,1.2,7.0,6.5,7.25,7.5,7.5,6.75,7.25,7.0,7.25,,7.14
,Performance  ,,,,1.2,7.25,6.5,7.5,7.75,8.0,7.25,7.5,7.25,7.5,,7.43
,Choreography  ,,,,1.2,7.25,7.0,7.5,7.75,8.0,7.0,7.75,7.5,7.75,,7.5
,Interpretation / Timing  ,,,,1.2,7.0,6.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,,7.43
,,,,,,,,,,,,,,,,44.19
Deduction,Extended lifts,-1.0
