12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Kristin FRASER / Igor LUKANIN,AZE,0,52.07,28.71,24.36,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,Sp4,,4.7,False,0.64,1,1,2,2,1,2,1,1,1,2,1,1,,5.34
2,NtMiTw4,,3.3,False,-0.14,-1,-1,0,0,0,0,0,0,0,0,0,-1,,3.16
3,NtMiSt3,,3.8,False,0.36,1,1,1,1,0,1,0,1,1,1,1,0,,4.16
4,SlLi4,,4.0,False,0.64,2,1,1,2,1,1,1,2,1,2,1,1,,4.64
5,CiSt3,,7.2,False,-0.29,0,-1,1,0,0,1,-1,1,0,0,0,-1,,6.91
6,RoLi4,,4.0,False,0.5,1,1,1,1,1,1,0,1,1,1,1,1,,4.5
,,,27.0,,,,,,,,,,,,,,,,28.71
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.75,5.75,7.0,6.75,6.5,6.5,5.5,7.25,6.5,7.0,6.25,6.0,,6.46
,Linking Footwork / Movement  ,,,,0.8,6.5,5.5,6.75,7.0,6.25,6.0,5.75,7.25,6.25,6.75,6.5,5.75,,6.29
,Performance  ,,,,0.6,7.0,5.75,7.0,7.0,6.5,6.0,5.5,7.5,6.75,7.25,6.5,5.5,,6.5
,Choreography  ,,,,0.6,7.0,5.75,7.25,7.0,6.5,6.0,5.5,7.5,6.5,7.0,6.25,5.75,,6.5
,Interpretation / Timing  ,,,,1.0,6.5,5.5,7.0,7.25,6.5,6.0,5.25,7.5,6.5,6.75,6.5,5.75,,6.36
,,,,,,,,,,,,,,,,,,,24.36
Deduction,Extended lifts,-1.0
