10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
4,Amanda EVORA / Mark LADWIG,USA,0,46.18,26.94,21.24,2.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3LzTw1,,5.0,False,-0.42,0,0,0,-2,-2,-2,-1,0,-2,-1,,4.58
2,5ALi4,,6.5,False,0.0,0,0,0,0,0,0,1,1,0,0,,6.5
3,3LzTh,,5.5,False,-2.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,3.5
4,3S<,,1.3,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,,0.3
5,BiDs2,,3.0,False,-0.42,0,0,-1,-2,-1,-1,0,0,-1,-1,,2.58
6,SlSt3,,3.1,False,0.0,0,0,0,-1,0,0,0,0,0,0,,3.1
7,FCCoSp2,,2.5,False,-0.06,0,-1,0,0,0,-2,0,0,-1,0,,2.44
8,PCoSp3,,4.0,False,-0.06,0,0,0,-1,-1,-1,0,0,0,0,,3.94
,,,30.9,,,,,,,,,,,,,,26.94
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,5.5,5.0,5.0,6.25,6.5,4.75,5.75,5.5,5.25,5.5,,5.3
,Transition / Linking Footwork ,,,,0.8,5.5,4.75,6.0,5.5,5.75,5.5,5.0,5.75,4.75,5.0,,5.5
,Performance / Execution ,,,,0.8,5.25,5.25,5.0,5.5,4.5,5.0,5.5,5.5,4.75,4.75,,5.05
,Choreography / Composition ,,,,0.8,5.25,5.0,5.75,5.75,6.75,5.0,5.75,5.5,5.0,5.5,,5.4
,Interpretation ,,,,0.8,5.5,5.0,4.75,5.75,5.75,4.75,5.75,5.75,5.0,5.5,,5.3
,,,,,,,,,,,,,,,,,21.24
Deduction,Falls,-2.0
