10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
9,Alexandra ZARETSKI / Roman ZARETSKI,ISR,0,39.37,21.7,17.67,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,NtMiSt3+FSTw4,,7.6,False,-0.8,-1,0,0,-1,-1,-1,-1,-1,-1,0,,6.8
2,CuLi4,,4.0,False,-0.2,0,0,1,-1,1,-1,0,0,-1,0,,3.8
3,CoSp1,,3.0,False,-0.2,-1,0,0,-1,0,-1,0,0,-1,0,,2.8
4,DiSt2,,4.8,False,-0.6,-1,0,-1,-1,0,-1,-1,-1,0,0,,4.2
5,RoLi4,,4.0,False,0.1,0,1,0,0,1,0,0,0,0,1,,4.1
,,,23.4,,,,,,,,,,,,,,21.7
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,4.75,4.5,4.75,4.5,5.0,4.75,4.75,4.5,4.75,4.5,,4.6
,Linking Footwork / Movement ,,,,0.8,4.75,4.5,4.75,4.75,4.75,4.5,4.75,4.25,5.0,4.25,,4.55
,Performance ,,,,0.6,5.0,4.5,5.0,5.0,4.75,5.0,5.0,4.25,4.75,4.5,,4.75
,Choreography ,,,,0.6,4.75,4.75,5.0,5.0,4.75,5.0,4.75,4.25,5.0,4.25,,4.75
,Interpretation / Timing ,,,,1.0,4.75,4.5,4.75,4.75,4.5,5.25,4.75,4.5,4.75,4.5,,4.65
,,,,,,,,,,,,,,,,,17.67
