HomeSense Skate Canada International,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
1 Kevin VAN DER PERREN BEL,,136.44  74.54,,,61.90,0.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 4T  9.00  1.00 1 2 1,0,1 1 2 1,,1,1 - -,10.00
2 3A  7.50  0.00 0 0 0,0,0 0 0 0,,0,0 - -,7.50
3 3F  5.50  0.80 1 1 0,1,1 1 1 0,,1,1 - -,6.30
4 FSSp4  3.00  0.30 1 1 0,0,0 0 1 1,,1,1 - -,3.30
5 SSp4  2.40  0.10 0 1 1,0,0 1 0 0,,0,0 - -,2.50
6 SlSt2  2.30  0.00 0 0 1,-1,0 0 0 0,,0,0 - -,2.30
7 CUSp3  2.30  0.00 0 0 0,-1,0 0 0 0,,0,0 - -,2.30
8 2A+2T  5.28 x  1.00 0 1 1,1,1 0 1 1,,1,1 - -,6.28
9 3S+3T  9.35 x  1.00 1 1 1,1,1 1 1 1,,1,1 - -,10.35
10 3Lz+2T  8.03 x  0.00 0 0 0,0,0 0 1 0,,0,0 - -,8.03
11 3Lo  5.50 x  0.00 0 0 0,0,0 1 0 0,,0,0 - -,5.50
12 CiSt2  2.30 -0.06 0 0 0,-1,-1 0 0 0,,0,-1 - -,2.24
13 3T  4.40 x  0.00 0 0 0,0,0 0 0 0,,0,0 - -,4.40
14 CCoSp4  3.50  0.04 0 1 0,-1,-1 0 0 1,,0,0 - -,3.54
70.36,,,,,,74.54
Program Components Factor,,,,,,
Skating Skills  2.00 6.75 6.50 6.50,6.50,5.75 7.00 5.50 6.75,,6.50,5.75 - -,6.55
Transition / Linking Footwork  2.00 6.25 6.00 6.00,4.75,5.75 6.00 4.25 6.25,,6.00,4.50 - -,6.00
Performance / Execution  2.00 6.50 6.25 6.25,5.25,5.75 6.25 5.25 6.75,,6.25,5.75 - -,6.20
Choreography / Composition  2.00 6.50 6.50 6.00,5.50,5.50 6.50 5.50 6.50,,6.25,5.75 - -,6.15
Interpretation  2.00 6.75 6.25 6.25,5.25,5.25 6.50 5.25 6.50,,6.00,5.50 - -,6.05
Judges Total Program Component Score (factored),,,,,,61.90
Deductions:,,,,,,0.00
"e  Jump take off with wrong edge x  Credit for highlight distribution, jump element multiplied by 1.1",,,,,,
"",,Total Total,,,Total,Total
NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,
Code,,Score Score,,,Score (factored),
"",,= +,,,+,-
2 Brian JOUBERT FRA,,135.57  64.47,,,72.10,1.00
"# Executed Base GOE",,The Judges Panel,,,,Scores
Elements Value,,(in random order),,,,of Panel
1 4T  9.00 -3.00 -3 -3 -3,-3,-3 -3 -3 -3,,-3,-3 - -,6.00
2 3S  4.50  1.80 2 2 1,2,2 2 1 1,,2,2 - -,6.30
3 3A  7.50 -1.00 -1 -1 -1,-1,-1 -1 0 -1,,-1,0 - -,6.50
4 CiSt3  3.10  0.50 1 1 1,1,1 1 1 1,,1,1 - -,3.60
5 CSSp3  2.30  0.40 1 1 0,0,1 1 1 1,,1,1 - -,2.70
6 3F+2T+2T e  8.91 x -1.00 -1 -1 -1,-1,-1 -1 -2 -1,,-1,-1 - -,7.91
7 3Lo  5.50 x  0.60 0 0 0,1,1 0 1 1,,1,1 - -,6.10
8 3Lz  6.60 x  1.40 1 1 2,1,2 1 1 1,,2,1 - -,8.00
9 3F+2T e  7.48 x -1.00 -2 -1 -1,-1,-1 -2 -2 -1,,-1,-1 - -,6.48
10 FSSp3  2.30  0.00 0 0 0,0,0 0 -1 0,,1,1 - -,2.30
11 USp1  1.20  0.00 -1 0 0,0,0 0 0 0,,0,0 - -,1.20
12 SlSt3  3.10  0.40 1 1 1,0,0 1 1 1,,1,1 - -,3.50
13 1A  0.88 x  0.00 0 0 0,-1,0 0 0 0,,0,0 - -,0.88
14 CCoSp3  3.00  0.00 0 0 0,0,0 0 -1 0,,1,0 - -,3.00
65.37,,,,,,64.47
Program Components Factor,,,,,,
Skating Skills  2.00 7.50 7.50 7.00,7.50,7.50 7.50 7.25 7.50,,7.50,7.50 - -,7.50
