HomeSense Skate Canada International,,,,
ICE DANCING COMPULSORY DANCEJUDGES DETAILS PER SKATER,,,,
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
1 Tessa VIRTUE / Scott MOIR CAN  36.25  18.78,,,17.47,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  2.30  0.50 1 1 1 1 1 2 1 1,,1,1 - -,2.80
2 1S2  2.80  0.40 0 1 1 0 1 1 2 0,,1,1 - -,3.20
3 1S3  1.60  0.60 1 1 1 1 1 2 2 1,,1,1 - -,2.20
4 2S1  2.80  0.86 1 2 1 2 1 1 1 2,,0,1 - -,3.66
5 2S2  3.50  0.56 1 1 2 0 0 0 2 1,,0,1 - -,4.06
6 2S3  2.00  0.86 0 1 2 0 1 2 2 1,,1,1 - -,2.86
15.00,,,,18.78
Program Components Factor,,,,
Skating Skills  0.75 6.50 6.75 7.25 7.50 7.25 7.50 7.25 6.50,,6.75,7.25 - -,7.00
Timing  0.75 6.00 6.50 7.25 6.00 6.75 6.50 6.75 6.75,,6.25,7.00 - -,6.65
Performance / Execution  0.50 6.75 7.00 7.50 7.00 7.00 8.00 7.50 7.00,,6.50,7.50 - -,7.20
Interpretation  0.50 6.75 7.25 7.25 7.25 7.25 7.75 7.50 7.00,,6.50,7.25 - -,7.25
Judges Total Program Component Score (factored),,,,17.47
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
2 Anna CAPPELLINI / Luca LANOTTE ITA  32.23  17.12,,,15.11,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  2.30  0.50 0 1 1 1 1 1 1 1,,0,1 - -,2.80
2 1S2  2.80  0.00 0 0 1 0 0 0 1 0,,1,0 - -,2.80
3 1S3  1.60  0.50 1 1 0 1 1 2 1 1,,1,1 - -,2.10
4 2S1  2.80  0.56 0 1 1 1 1 1 2 1,,0,0 - -,3.36
5 2S2  3.50  0.00 0 0 0 0 0 0 1 0,,0,-1 - -,3.50
6 2S3  2.00  0.56 1 0 1 1 1 1 1 1,,1,0 - -,2.56
15.00,,,,17.12
Program Components Factor,,,,
Skating Skills  0.75 6.00 6.25 6.00 6.75 5.50 6.25 6.50 6.25,,5.25,5.50 - -,6.05
Timing  0.75 5.75 6.00 5.50 6.25 5.50 5.25 6.25 6.50,,4.75,5.75 - -,5.85
Performance / Execution  0.50 5.75 6.25 5.75 6.25 5.75 6.50 6.75 6.25,,5.00,6.00 - -,6.15
Interpretation  0.50 6.25 6.50 6.00 6.50 6.00 6.00 6.25 6.75,,5.25,5.50 - -,6.20
Judges Total Program Component Score (factored),,,,15.11
Deductions:,,,,0.00
Total Total,,,Total,Total
NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,
Code Score Score,,,Score (factored),
"= +",,,+,-
3 Melissa GREGORY / Denis PETUKHOV USA  32.03  16.82,,,15.21,0.00
"# Executed Base GOE The Judges Panel",,,,Scores
Elements Value (in random order),,,,of Panel
1 1S1  2.30  0.20 0 0 0 0 0 1 1 0,,1,1 - -,2.50
2 1S2  2.80  0.10 0 0 0 -1 0 0 1 0,,0,1 - -,2.90
3 1S3  1.60  0.40 1 0 1 0 1 1 0 1,,1,1 - -,2.00
4 2S1  2.80  0.42 0 0 0 0 0 1 1 1,,1,1 - -,3.22
5 2S2  3.50  0.14 0 0 0 -1 0 0 1 0,,0,1 - -,3.64
6 2S3  2.00  0.56 1 0 1 0 1 1 1 1,,0,0 - -,2.56
15.00,,,,16.82
Program Components Factor,,,,
Skating Skills  0.75 5.75 5.75 6.25 5.75 6.25 6.50 6.50 6.00,,6.25,6.75 - -,6.20
Timing  0.75 5.25 5.50 6.25 6.25 6.00 5.25 6.50 6.50,,6.00,6.75 - -,5.95
Performance / Execution  0.50 6.00 6.00 6.50 5.50 6.00 5.75 6.25 6.25,,6.00,7.00 - -,6.10
Interpretation  0.50 6.00 5.75 6.25 5.25 5.75 6.25 6.00 6.50,,6.25,6.50 - -,6.10
Judges Total Program Component Score (factored),,,,15.21
Deductions:,,,,0.00
