11
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
6,Cathy REED / Chris REED,JPN,0,75.87,43.56,32.31,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,Ref,Scores of Panel
1,STw4,,4.7,False,-0.33,-1,1,-1,-2,-1,-1,0,-1,0,0,-1,,4.37
2,CuLi3+RoLi4,,6.0,False,0.33,0,1,0,0,1,0,1,1,1,1,1,,6.33
3,CiSt3,,7.2,False,0.5,0,0,0,1,-1,2,0,1,1,0,0,,7.7
4,SeLi4,,6.4,False,0.25,0,1,0,0,0,0,1,2,1,1,1,,6.65
5,CoSp4,,4.7,False,0.08,0,-1,0,0,0,-1,0,1,0,1,0,,4.78
6,MiSt2,,5.4,False,-0.17,-1,-1,0,0,-1,0,0,1,0,0,0,,5.23
7,CuLi4,,4.0,False,0.33,1,-1,0,0,0,0,1,1,1,1,0,,4.33
8,RoLi4,,4.0,False,0.17,-1,0,0,0,0,0,1,1,1,0,1,,4.17
,,,42.4,,,,,,,,,,,,,,,43.56
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,5.25,5.5,4.75,5.25,5.5,5.25,5.75,5.5,5.75,5.75,5.25,,5.5
,Linking Footwork / Movement  ,,,,1.75,4.5,5.25,4.5,4.75,5.25,5.5,5.5,5.5,5.5,5.25,5.0,,5.29
,Performance  ,,,,1.0,4.75,5.25,5.0,5.25,5.25,5.0,5.75,5.75,5.75,5.5,5.25,,5.42
,Choreography  ,,,,1.0,5.0,5.5,4.75,5.0,5.5,5.25,5.75,5.5,5.5,5.75,5.25,,5.42
,Interpretation / Timing  ,,,,1.0,5.0,5.25,4.75,5.0,5.25,5.25,5.75,5.25,5.75,5.5,5.0,,5.33
,,,,,,,,,,,,,,,,,,32.31
