ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
1 Elena GRUSHINA / Ruslan GONCHAROV,UKR 38.82 19.16 19.66,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.50,1 1 1 1 2 1 1 2 2 0 0 1,,2.50
2 1S2 1.3 0.53,1 1 2 2 0 1 2 2 2 1 1 2,,1.83
3 1S3 1.3 0.26,0 1 2 1 1 1 1 1 1 1 0 2,,1.56
4 1S4 2.0 0.50,1 1 1 2 1 0 1 1 2 1 0 1,,2.50
5 2S1 2.6 0.60,1 0 1 1 1 1 1 1 2 0 1 1,,3.20
6 2S2 1.6 0.71,1 1 1 2 1 2 2 1 2 1 1 1,,2.31
7 2S3 1.6 0.36,0 1 1 1 1 1 1 1 1 -1 0 1,,1.96
8 2S4 2.6 0.70,1 1 1 2 0 1 2 1 1 1 1 1,,3.30
15.0,,,19.16
Program Components Factor,,,
Skating Skills 0.75,7.50 7.75 7.75 8.25 7.75 8.00 7.75 7.75 8.25 8.25 7.50 7.75,,7.89
Timing 0.75,7.25 7.75 8.00 8.00 7.50 8.00 7.75 7.75 8.00 8.25 7.25 7.50,,7.75
Performance / Execution 0.50,7.25 7.75 8.00 8.00 7.75 8.25 8.00 7.75 8.25 8.50 7.25 7.75,,7.89
Interpretation 0.50,7.25 8.00 7.75 8.00 7.75 8.25 8.00 8.00 8.25 8.25 7.25 8.00,,7.96
Judges Total Program Component Score (factored),,,19.66
Deductions:,,,0.00
"",Total Total Total,,Total
Rank Name,NOC Segment Element Program  Component,,Deductions
"",Code Score Score Score (factored),,
"",= + +,,-
2 Margarita DROBIAZKO / Povilas VANAGAS,LTU 38.34 19.05 19.29,,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 1S1 2.0 0.57,1 0 1 2 0 0 1 1 1 1 2 1,,2.57
2 1S2 1.3 0.47,1 1 0 2 1 1 2 2 2 1 1 1,,1.77
3 1S3 1.3 0.30,1 0 1 1 1 1 1 2 1 0 1 1,,1.60
4 1S4 2.0 0.36,0 1 0 2 1 1 0 0 2 1 0 1,,2.36
5 2S1 2.6 0.61,1 0 0 2 1 1 0 1 1 0 2 1,,3.21
6 2S2 1.6 0.64,1 1 1 2 1 1 2 2 1 1 1 1,,2.24
7 2S3 1.6 0.50,1 0 0 1 1 1 2 1 1 0 2 0,,2.10
8 2S4 2.6 0.60,1 1 1 2 1 1 1 0 1 1 1 1,,3.20
15.0,,,19.05
Program Components Factor,,,
