ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
1 Tatiana NAVKA / Roman KOSTOMAROV,RUS 60.79 30.16,30.63,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt3+STw4 7.6 0.86,0 0 0 2 1 1 1 0,1 2 0 1,8.46
2 CoSp4 4.7 0.86,0 2 1 2 1 2 2 1,2 1 2 2,5.56
3 CuLi4 4.0 0.93,2 2 1 2 2 2 2 1,2 2 2 2,4.93
4 DiSt3 5.5 1.00,0 1 0 2 1 2 0 0,1 1 2 1,6.50
5 RoLi4 4.0 0.71,1 1 1 1 2 2 2 1,2 1 1 2,4.71
25.8,,,30.16
Program Components Factor,,,
Skating Skills 0.80,7.75 8.00 7.75 8.50 8.75 8.00 8.25 7.50,7.75 8.00 7.75 8.50,8.00
Linking Footwork / Movement 0.80,7.50 8.25 7.50 8.50 8.50 8.25 8.00 7.50,7.75 7.75 7.50 8.00,7.82
Performance 0.60,7.75 8.25 7.75 8.75 8.75 8.50 8.25 7.50,8.25 8.00 7.75 8.50,8.14
Choreography 0.60,7.75 8.50 7.75 9.00 8.75 8.25 8.50 7.75,8.00 7.75 7.75 8.50,8.07
Interpretation / Timing 1.00,8.00 8.25 7.75 9.00 8.50 8.75 8.75 7.75,8.25 8.25 7.75 8.25,8.25
Judges Total Program Component Score (factored),,,30.63
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
2 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA 59.02 29.46,29.56,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt3+STw4 7.6 1.29,1 1 1 1 1 2 1 1,2 1 2 1,8.89
2 CuLi4 4.0 0.93,2 2 2 2 1 2 2 1,1 2 2 2,4.93
3 DiSt3 5.5 1.14,1 2 0 1 1 1 0 1,1 2 2 2,6.64
4 CoSp3 4.0 0.50,1 1 1 0 0 2 2 1,1 1 1 0,4.50
5 RoLi3 3.5 1.00,1 1 2 2 2 2 2 2,2 2 2 1,4.50
24.6,,,29.46
Program Components Factor,,,
Skating Skills 0.80,7.75 8.00 7.50 7.75 7.75 8.25 7.75 7.50,7.25 7.75 8.25 8.00,7.79
Linking Footwork / Movement 0.80,7.50 8.25 7.50 7.50 7.50 8.25 7.50 7.25,7.25 7.50 8.00 8.25,7.64
Performance 0.60,7.50 8.25 7.75 7.75 7.75 8.25 8.00 7.50,7.75 7.75 8.00 8.25,7.89
Choreography 0.60,7.50 8.50 7.50 7.75 7.75 8.00 7.75 7.50,7.25 7.50 8.00 8.25,7.71
Interpretation / Timing 1.00,7.50 8.00 7.75 7.75 7.75 8.25 7.75 7.75,7.50 7.75 8.00 8.25,7.86
Judges Total Program Component Score (factored),,,29.56
Deductions:,,,0.00
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
3 Elena GRUSHINA / Ruslan GONCHAROV,UKR 58.79 28.38,30.41,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt2+STw4 7.0 1.29,1 1 1 1 1 1 1 2,2 2 1 1,8.29
2 SlLi4 4.0 1.00,2 1 2 2 2 2 2 2,2 2 2 2,5.00
3 CoSp3 4.0 0.64,1 1 1 0 1 2 1 2,2 1 1 1,4.64
4 DiSt2 4.8 0.86,1 0 1 1 0 1 1 1,1 1 0 -1,5.66
5 RoLi4 4.0 0.79,2 1 2 1 1 2 1 2,2 2 1 1,4.79
23.8,,,28.38
Program Components Factor,,,
Skating Skills 0.80,7.75 7.50 7.75 7.50 8.50 8.25 8.00 8.50,8.00 8.00 7.50 8.00,7.93
Linking Footwork / Movement 0.80,7.50 7.75 7.75 7.50 8.50 8.00 8.25 8.25,7.75 7.75 7.50 8.00,7.86
Performance 0.60,7.75 8.00 8.00 7.75 8.75 8.50 8.00 8.50,8.25 8.00 7.50 8.25,8.11
Choreography 0.60,7.75 7.75 8.00 7.75 8.50 8.00 8.50 8.50,8.00 8.00 7.75 8.25,8.07
Interpretation / Timing 1.00,8.00 7.75 8.00 7.50 8.50 8.25 8.00 8.50,8.00 8.25 7.75 8.25,8.07
Judges Total Program Component Score (factored),,,30.41
Deductions:,,,0.00
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,
"",Total Total,Total,Total
Rank Name,NOC Segment Element,Program  Component,Deductions
"",Code Score Score,Score (factored),
"",= +,+,-
4 Galit CHAIT / Sergei SAKHNOVSKI,ISR 57.03 28.74,28.29,0.00
"# Executed Base GOE",The Judges Panel,,Scores
Elements Value,(in random order),,of Panel
1 NtMiSt3+STw4 7.6 1.00,1 1 1 1 1 1 0 1,1 1 1 1,8.60
2 Sp4 4.0 0.71,1 2 1 2 2 2 1 1,2 1 2 1,4.71
3 SlLi4 4.0 0.36,0 2 0 0 1 0 2 1,1 2 1 0,4.36
4 DiSt3 5.5 0.71,1 0 1 1 1 1 1 1,1 0 0 0,6.21
5 RoLi4 4.0 0.86,2 1 1 2 2 2 2 2,2 1 1 2,4.86
25.1,,,28.74
Program Components Factor,,,
Skating Skills 0.80,7.50 7.50 6.50 7.50 8.00 8.00 7.50 7.75,7.50 7.00 6.50 7.50,7.32
Linking Footwork / Movement 0.80,7.75 7.50 6.50 7.75 7.75 7.75 7.50 7.25,7.25 6.75 6.75 7.25,7.21
