Trophee Eric Bompard,,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
1 Alban PREAUBERT FRA,,72.70  38.70,,,34.00,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3F+3T  9.50  1.40 1 1 2 2,,1 0 2 1,,2,1 - -,10.90,
2 3A  7.50 Info-0.80 -1 0 0 -2,,-1 -2 0 -1,,0,In0fo - -,6.70,Info
3 FSSp4  3.00  0.10 0 0 0 0,,1 -2 1 0,,1,1 - -,3.10,
4 3Lz  6.00  0.00 -1 0 1 0,,1 0 0 1,,0,0 - -,6.00,
5 CiSt3  3.10  0.50 1 1 1 2,,1 1 1 1,,1,1 - -,3.60,
6 CSSp3  2.30  0.40 0 1 1 1,,0 1 1 0,,1,1 - -,2.70,
7 SlSt1  1.80  0.50 1 1 0 0,,0 2 1 1,,1,0 - -,2.30,
8 CCoSp3  3.00  0.40 0 1 1 1,,1 1 1 0,,1,1 - -,3.40,
36.20,,,,,,38.70,
Program Components Factor,,,,,,,
Skating Skills  1.00 6.25 7.00 6.50 6.75,,6.25 6.50 6.25 6.25,,7.00,6.25 - -,6.55,
Transition / Linking Footwork  1.00 5.75 6.50 6.25 6.50,,6.00 7.50 6.25 6.00,,6.75,5.75 - -,6.40,
Performance / Execution  1.00 6.75 6.25 5.75 7.25,,6.50 7.75 6.25 7.00,,6.75,6.25 - -,6.80,
Choreography / Composition  1.00 7.00 7.00 6.00 7.00,,6.75 7.75 6.25 7.00,,7.00,6.50 - -,7.00,
Interpretation  1.00 7.25 7.50 6.25 7.25,,6.75 8.00 6.50 7.25,,7.00,6.50 - -,7.25,
Judges Total Program Component Score (factored),,,,,,34.00,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
2 Patrick CHAN CAN,,70.89  37.74,,,33.15,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
1 3A  7.50  1.40 1 1 2 1,,2 2 2 2,,1,2 - -,8.90,
2 3F+3T  9.50  1.80 2 2 3 2,,2 1 2 2,,1,2 - -,11.30,
3 CiSt3  3.10  0.60 2 1 1 2,,1 1 1 1,,1,2 - -,3.70,
4 FSSp4  3.00  0.60 0 1 1 2,,0 2 2 0,,1,1 - -,3.60,
5 1Lz  0.60 -0.30 -3 -3 -3 -3,,-3 -3 -3 -3,,-3,-3 - -,0.30,
6 CCoSp4  3.50  0.50 0 1 2 2,,1 1 2 1,,-1,2 - -,4.00,
7 SlSt3  3.10  0.50 1 0 1 2,,1 1 1 1,,1,2 - -,3.60,
8 CSSp3  2.30  0.04 0 0 1 2,,-1 1 -1 -1,,0,-1 - -,2.34,
32.60,,,,,,37.74,
Program Components Factor,,,,,,,
Skating Skills  1.00 6.75 6.50 7.25 7.50,,6.75 8.00 6.50 7.00,,6.50,7.00 - -,6.85,
Transition / Linking Footwork  1.00 6.25 5.75 6.50 7.25,,6.25 7.50 6.00 7.00,,6.00,7.00 - -,6.50,
Performance / Execution  1.00 6.75 6.00 6.75 7.25,,6.50 7.50 6.50 6.75,,6.25,6.75 - -,6.70,
Choreography / Composition  1.00 6.00 5.50 6.75 7.50,,6.50 7.25 6.50 7.25,,6.00,6.50 - -,6.60,
Interpretation  1.00 5.50 5.75 7.00 7.25,,6.50 7.25 6.50 7.25,,5.75,6.75 - -,6.50,
Judges Total Program Component Score (factored),,,,,,33.15,
Deductions:,,,,,,0.00,
"*  Invalid element e  Jump take off with wrong edge <  Downgraded jump",,,,,,,
"",,Total Total,,,Total,Total,
NOC,,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,,
Code,,Score Score,,,Score (factored),,
"",,= +,,,+,-,
3 Kevin VAN DER PERREN BEL,,70.60  38.10,,,32.50,0.00,
"# Executed Base GOE",,The Judges Panel,,,,Scores,
Elements Value,,(in random order),,,,of Panel,
