Trophee Eric Bompard,,,,,,
ICE DANCING ORIGINAL DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER,FRA  60.10  30.40,,,29.70,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 NtMiTw4  3.30  0.30,2 0 1 1 0 0 1 1,,0,- - -,3.60,
2 NtMiSt4  4.30  0.60,Info 1 1 2 1 1 0 1 2,,1,- Info- -,4.90,Info
3 SlLi4  4.00  0.60,2 1 1 2 1 0 2 1,,2,- - -,4.60,
4 Sp3  4.00  0.20,0 0 1 1 0 1 -1 1,,0,- - -,4.20,
5 CiSt3  7.20  1.20,1 1 2 2 1 1 2 1,,2,- - -,8.40,
6 RoLi4  4.00  0.70,2 1 2 3 2 1 1 1,,2,- - -,4.70,
26.80,,,,,30.40,
Program Components Factor,,,,,,
Skating Skills  0.80,8.75 7.75 8.00 8.25 7.50 7.75 8.25 8.00,,7.50,- - -,7.95,
Linking Footwork / Movement  0.80,8.50 7.50 7.75 8.50 7.25 7.50 8.25 7.50,,7.00,- - -,7.70,
Performance  0.60,8.75 7.25 8.00 8.50 7.50 7.75 8.00 7.75,,7.75,- - -,7.80,
Choreography  0.60,9.00 7.50 8.25 8.25 7.00 7.50 8.25 7.25,,7.75,- - -,7.75,
Interpretation / Timing  1.00,8.75 7.25 8.25 8.25 7.25 7.50 8.50 7.75,,7.75,- - -,7.85,
Judges Total Program Component Score (factored),,,,,29.70,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Jana KHOKHLOVA / Sergei NOVITSKI,RUS  58.15  30.60,,,27.55,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CoSp3  4.00  0.80,1 2 2 2 2 1 0 2,,-1,- - -,4.80,
2 SlLi4  4.00  0.70,0 2 2 3 2 1 1 1,,0,- - -,4.70,
3 NtMiTw4  3.30  0.20,-1 1 1 1 1 0 0 0,,0,- - -,3.50,
4 NtMiSt4  4.30  0.30,0 1 1 1 1 0 0 1,,1,- - -,4.60,
5 CiSt4  8.00  0.80,1 1 2 2 1 0 0 1,,1,- - -,8.80,
6 RoLi4  4.00  0.20,0 0 0 2 2 1 0 1,,0,- - -,4.20,
27.60,,,,,30.60,
Program Components Factor,,,,,,
Skating Skills  0.80,7.50 7.00 7.50 7.25 7.25 7.25 6.50 7.75,,6.50,- - -,7.30,
Linking Footwork / Movement  0.80,7.50 7.25 7.25 7.00 7.00 7.00 6.00 7.25,,6.25,- - -,7.15,
Performance  0.60,7.75 6.75 7.25 7.25 7.25 7.25 6.50 7.50,,6.50,- - -,7.20,
Choreography  0.60,7.25 6.75 7.50 7.50 7.25 7.50 7.00 7.00,,6.00,- - -,7.20,
Interpretation / Timing  1.00,7.50 7.00 7.50 7.50 7.50 7.25 7.00 7.50,,6.75,- - -,7.35,
Judges Total Program Component Score (factored),,,,,27.55,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
"",NOC Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
"",Code Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Meryl DAVIS / Charlie WHITE,USA  55.25  30.70,,,24.55,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CiSt4  8.00  1.00,2 2 1 1 1 0 0 1,,2,- - -,9.00,
2 CoSp4  4.70  0.10,1 -1 1 1 0 0 0 0,,1,- - -,4.80,
3 SlLi4  4.00  0.20,0 1 1 1 0 0 1 0,,2,- - -,4.20,
4 NtMiTw4  3.30  0.30,1 1 0 0 0 1 0 1,,1,- - -,3.60,
5 NtMiSt4  4.30  0.30,0 1 1 0 0 1 0 1,,1,- - -,4.60,
6 RoLi4  4.00  0.50,0 1 1 2 1 1 1 1,,2,- - -,4.50,
28.30,,,,,30.70,
Program Components Factor,,,,,,
