ISU GP Samsung Anycall Cup of China 2008,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Yu-Na KIM KOR,63.64  34.48,,,29.16,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3F+3T e  9.50 -0.80 -1 -1 0 -1,-1 -1 -1 -1,,1,- - -,8.70,
2 3Lz< <  1.90 -0.42 -2 -2 -1 -2,-1 -1 -1 In-f1o,,0,- - -,1.48,Info
3 SpSq4  3.40  1.40 1 1 1 2,2 2 1 2,,0,- - -,4.80,
4 2A  3.50  1.40 1 2 2 2,1 1 1 1,,1,- - -,4.90,
5 LSp4  2.70  0.70 1 1 2 2,1 1 0 2,,1,- - -,3.40,
6 FSSp4  3.00  0.50 1 1 2 1,0 1 1 1,,1,- - -,3.50,
7 SlSt3  3.30  0.70 2 1 1 1,1 2 1 2,,0,- - -,4.00,
8 CCoSp3  3.00  0.70 2 1 0 2,1 2 2 1,,1,- - -,3.70,
30.30,,,,,34.48,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 8.00 7.25 8.25,7.75 7.50 7.75 7.75,,6.75,- - -,7.60,
Transition / Linking Footwork  0.80 6.75 6.25 7.00 7.75,7.50 7.00 7.25 7.00,,6.75,- - -,6.90,
Performance / Execution  0.80 7.25 7.25 7.00 8.00,8.00 7.75 7.50 7.75,,6.50,- - -,7.40,
Choreography / Composition  0.80 7.25 7.00 7.25 8.00,7.75 7.25 7.50 7.50,,7.00,- - -,7.25,
Interpretation  0.80 7.25 6.50 7.25 8.00,8.00 7.50 7.25 7.50,,7.00,- - -,7.30,
Judges Total Program Component Score (factored),,,,,29.16,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Miki ANDO JPN,59.30  32.26,,,27.04,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+3Lo  11.00  0.80 1 0 0 0,1 2 2 2,,1,- - -,11.80,
2 3F< <  1.70 -0.84 -3 -2 -2 -3,-2 -3 -3 -3,,-1,- - -,0.86,
3 2A  3.50  0.40 1 1 0 1,1 0 0 0,,0,- - -,3.90,
4 SpSq3  3.10  0.20 1 0 1 0,-1 0 0 1,,0,- - -,3.30,
5 FSSp2  2.30  0.00 0 0 0 0,-1 -1 0 0,,0,- - -,2.30,
6 SlSt3  3.30  0.30 1 0 1 0,1 1 1 2,,0,- - -,3.60,
7 CCoSp4  3.50  0.70 2 2 1 1,2 1 1 2,,1,- - -,4.20,
8 LSp2  1.90  0.40 1 1 0 2,0 0 0 1,,1,- - -,2.30,
30.30,,,,,32.26,
Program Components Factor,,,,,,
Skating Skills  0.80 7.00 7.25 7.00 7.00,7.00 7.00 7.25 7.25,,5.75,- - -,7.05,
Transition / Linking Footwork  0.80 6.75 5.00 6.50 6.75,7.25 6.75 6.75 6.00,,5.75,- - -,6.35,
Performance / Execution  0.80 7.00 7.00 6.75 7.00,7.00 6.75 7.25 7.00,,5.75,- - -,6.90,
Choreography / Composition  0.80 7.50 6.00 6.75 6.75,7.50 7.25 7.00 7.25,,6.00,- - -,6.80,
Interpretation  0.80 7.50 6.00 7.00 6.75,7.25 7.00 7.00 6.75,,6.00,- - -,6.70,
Judges Total Program Component Score (factored),,,,,27.04,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
ISU GP Samsung Anycall Cup of China 2008,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Laura LEPISTO FIN,58.60  33.60,,,25.00,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
