ISU World Figure Skating Championships 2013,,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Patrick CHAN CAN  34,98.37  52.70,,,45.67,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T+3T  14.40  1.57 2 1 2,1 1 2 2,,,1 3,15.97,
2 3A  8.50  2.00 2 1 2,3 2 2 2,,,2 2,10.50,
3 CCSp4  3.20  0.79 1 0 2,2 1 2 2,,,1 2,3.99,
4 3Lz  6.60 x  1.30 3 2 2,2 1 2 2,,,1 2,7.90,
Info,Info,,,,,Info
5 FSSp4  3.00  1.07 3 1 2,2 2 2 2,,,2 3,4.07,
6 StSq4  3.90  1.80 3 2 3,3 2 2 2,,,3 3,5.70,
7 CCoSp4  3.50  1.07 2 1 2,2 2 2 3,,,2 3,4.57,
43.10,,,,,52.70,
Program Components Factor,,,,,,
Skating Skills  1.00 9.25 9.00 9.50,9.00 9.00 9.00 9.00,,,9.25 9.75,9.14,
Transition / Linking Footwork  1.00 9.00 8.75 9.25,9.25 8.50 8.75 9.00,,,9.00 9.25,9.00,
Performance / Execution  1.00 9.75 9.00 9.25,9.50 8.50 9.00 9.25,,,9.00 9.75,9.25,
Choreography / Composition  1.00 9.25 9.00 9.25,9.25 8.75 8.75 9.00,,,9.25 9.00,9.07,
Interpretation  1.00 9.50 9.00 9.50,9.25 9.00 9.00 9.00,,,9.25 9.50,9.21,
Judges Total Program Component Score (factored),,,,,45.67,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Denis TEN KAZ  32,91.56  50.81,,,40.75,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 4T  10.30  1.71 2 1 0,2 2 2 2,,,2 1,12.01,
2 3A  8.50  1.86 2 1 1,2 2 2 2,,,3 2,10.36,
3 FSSp4  3.00  0.50 1 1 0,1 0 1 2,,,2 1,3.50,
4 CCSp4  3.20  0.71 2 1 1,2 1 1 2,,,2 1,3.91,
5 3F+3T  10.34 x  0.90 2 0 1,2 0 1 2,,,3 1,11.24,
6 StSq4  3.90  1.60 3 2 2,2 3 2 3,,,2 2,5.50,
7 CCoSp4  3.50  0.79 2 1 1,2 2 2 2,,,1 1,4.29,
42.74,,,,,50.81,
Program Components Factor,,,,,,
Skating Skills  1.00 8.50 8.00 7.50,8.25 8.25 7.50 8.75,,,8.25 7.75,8.07,
Transition / Linking Footwork  1.00 8.25 7.75 7.25,8.00 8.25 7.50 8.75,,,7.75 7.75,7.89,
Performance / Execution  1.00 8.75 8.25 7.75,8.25 8.50 8.25 8.75,,,8.50 8.25,8.39,
Choreography / Composition  1.00 8.75 8.25 7.50,8.25 8.00 7.75 8.75,,,7.75 8.00,8.11,
Interpretation  1.00 8.50 8.25 7.75,8.25 8.50 7.75 8.75,,,8.50 8.25,8.29,
Judges Total Program Component Score (factored),,,,,40.75,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Kevin REYNOLDS CAN  25,85.16  47.69,,,37.47,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
