ISU GP NHK Trophy 2015,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Yuzuru HANYU JPN  12,106.33  59.44,,46.89,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4S  10.50  1.00 1 2 1,1 1 2 0,,0 1,11.50,
2 4T+3T  14.60  2.57 2 3 2,3 3 3 2,,2 3,17.17,
3 FCSp4  3.20  1.07 2 3 2,2 3 2 2,,2 2,4.27,
4 3A  9.35 x  2.43 2 3 2,2 3 3 3,,2 2,11.78,
Info,,,Info,,Info
5 CSSp4  3.00  1.21 3 2 3,2 3 2 3,,2 2,4.21,
6 StSq4  3.90  1.90 3 3 2,3 3 3 2,,3 2,5.80,
7 CCoSp3p4  3.50  1.21 3 2 3,2 3 3 2,,2 2,4.71,
48.05,,,,59.44,
Program Components Factor,,,,,
Skating Skills  1.00 9.50 9.50 9.25,9.25 9.50 9.50 9.50,,8.75 9.25,9.39,
Transition / Linking Footwork  1.00 9.50 9.00 8.75,9.25 9.50 9.50 9.25,,8.50 9.00,9.18,
Performance / Execution  1.00 9.50 9.75 9.00,9.50 10.00 9.75 9.50,,8.75 9.50,9.50,
Choreography / Composition  1.00 9.50 9.50 9.00,9.50 10.00 9.75 9.25,,9.00 9.25,9.39,
Interpretation  1.00 9.75 9.25 9.00,9.25 10.00 9.75 9.50,,9.00 9.50,9.43,
Judges Total Program Component Score (factored),,,,46.89,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Boyang JIN CHN  6,95.64  56.50,,39.14,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4Lz+3T  17.90  1.43 1 1 2,2 2 1 1,,2 1,19.33,
2 3A  8.50  1.57 1 2 2,2 2 1 2,,1 1,10.07,
3 CCoSp3p4  3.50  0.21 1 1 1,0 0 0 0,,0 1,3.71,
4 StSq3  3.30  0.71 2 1 2,2 1 1 1,,1 2,4.01,
5 4T  11.33 x  0.71 1 1 2,-1 1 0 0,,1 1,12.04,
6 FCSp4  3.20  0.64 1 1 2,2 1 1 2,,1 1,3.84,
7 CSSp4  3.00  0.50 1 2 1,1 1 0 1,,1 1,3.50,
50.73,,,,56.50,
Program Components Factor,,,,,
Skating Skills  1.00 8.25 7.75 8.50,8.25 7.75 7.50 6.75,,7.50 7.75,7.82,
Transition / Linking Footwork  1.00 8.25 7.50 8.25,8.00 7.25 7.00 7.25,,7.25 7.50,7.57,
Performance / Execution  1.00 8.50 7.50 8.50,8.50 7.75 7.50 8.00,,7.50 7.75,7.93,
Choreography / Composition  1.00 8.25 7.75 8.25,8.25 7.25 7.50 8.50,,7.75 7.50,7.89,
Interpretation  1.00 8.50 7.50 8.00,8.50 7.50 7.75 8.50,,7.50 7.75,7.93,
Judges Total Program Component Score (factored),,,,39.14,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Takahito MURA JPN  9,88.29  47.33,,40.96,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30 -0.34 0 0 2,0 0 0 -1,,-2 -1,9.96,
2 3A  8.50  2.00 2 2 2,2 2 2 2,,1 2,10.50,
