ISU GP NHK Trophy 2015,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Satoko MIYAHARA,JPN  11,69.53  37.50,,32.03,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3Lz+3T  10.30  0.50,0 1 2,1 0 1 1,,1 0,10.80,
2 LSp4  2.70  1.14,2 2 3,2 2 3 2,,3 2,3.84,
3 FCSp4  3.20  0.71,2 1 1,2 1 2 1,,2 1,3.91,
4 StSq4  3.90  1.20,1 2 2,2 1 3 1,,2 2,5.10,
"",Info,,,Info,,Info
5 3F !  5.83 x -0.40,-1 -1 -1,-2 -1 0 1,,1 -1,5.43,
6 2A  3.63 x  0.50,0 1 2,1 1 1 1,,1 1,4.13,
7 CCoSp3p4  3.50  0.79,2 2 1,1 2 2 1,,3 1,4.29,
33.06,,,,,37.50,
Program Components Factor,,,,,,
Skating Skills  0.80,6.50 7.25 8.00,8.00 8.25 8.50 8.25,,8.50 7.75,8.00,
Transition / Linking Footwork  0.80,7.00 6.75 8.00,7.50 8.00 8.25 8.00,,8.25 7.50,7.75,
Performance / Execution  0.80,8.00 7.75 8.50,8.00 8.50 8.50 8.25,,8.75 8.00,8.25,
Choreography / Composition  0.80,7.50 7.75 8.50,7.50 8.25 8.75 8.25,,8.75 7.75,8.11,
Interpretation  0.80,7.25 7.75 8.00,7.75 8.25 8.75 7.75,,8.50 7.50,7.93,
Judges Total Program Component Score (factored),,,,,32.03,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1!  Not clear edge",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Courtney HICKS,USA  7,65.60  36.09,,29.51,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3F+3T  9.60 -0.70,-2 -2 -1,-2 0 0 -1,,-1 0,8.90,
2 LSp4  2.70  0.43,1 1 1,1 1 1 0,,0 1,3.13,
3 FCSp4  3.20  0.50,1 1 1,1 0 2 1,,1 1,3.70,
4 3Lz  6.60 x  1.10,1 2 1,1 2 2 2,,1 2,7.70,
5 2A  3.63 x  0.43,1 0 1,0 1 1 1,,1 1,4.06,
6 StSq4  3.90  0.70,2 1 1,1 1 1 0,,1 1,4.60,
7 CCoSp3p4  3.50  0.50,1 2 1,1 1 1 1,,1 1,4.00,
33.13,,,,,36.09,
Program Components Factor,,,,,,
Skating Skills  0.80,7.75 7.25 7.50,8.00 7.00 7.25 7.75,,7.00 7.50,7.43,
Transition / Linking Footwork  0.80,7.25 6.75 7.00,7.50 7.25 7.00 7.50,,7.25 7.25,7.21,
Performance / Execution  0.80,7.50 7.75 7.25,8.00 7.25 7.25 7.75,,7.75 7.50,7.54,
Choreography / Composition  0.80,7.50 7.25 7.50,7.50 7.00 7.50 7.50,,7.50 7.25,7.43,
Interpretation  0.80,7.75 6.75 7.00,7.75 7.25 7.50 7.50,,7.00 7.00,7.29,
Judges Total Program Component Score (factored),,,,,29.51,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name,Nation Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
3 Ashley WAGNER,USA  9,63.71  30.25,,33.46,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
