ISU GP Trophee Bompard 2012,,,,,
ICE DANCE SHORT DANCEJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Nathalie PECHALAT / Fabian BOURZAT FRA  8,68.48  33.50,,34.98,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 STw3  5.00  0.93 2 2 2,2 1 2 2,,2 1,5.93,
2 NtCiSt3  6.50  1.86 2 2 2,2 1 2 1,,2 2,8.36,
3 SlLi4  4.00  0.86 2 2 2,2 2 0 1,,1 2,4.86,
4 1YP3+kpYNY  6.00  0.71 2 2 1,1 2 2 1,,1 1,6.71,
Info,,,Info,,Info
5 2YP4+kpYYY  7.00  0.64 2 2 1,1 1 2 1,,1 1,7.64,
28.50,,,,33.50,
Program Components Factor,,,,,
Skating Skills  0.80 9.25 8.50 8.75,8.75 8.50 8.75 8.50,,8.25 8.75,8.64,
Linking Footwork / Movement  0.70 9.25 8.75 8.75,8.50 8.25 8.50 8.25,,8.00 8.50,8.50,
Performance  0.70 9.25 8.50 9.00,9.00 8.50 9.00 8.50,,8.50 8.75,8.75,
Choreography  0.80 9.50 9.00 9.00,9.00 8.50 8.50 8.75,,8.25 8.75,8.79,
Interpretation / Timing  1.00 9.50 8.75 9.25,9.25 8.75 9.00 8.75,,8.25 9.00,8.96,
Judges Total Program Component Score (factored),,,,34.98,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Anna CAPPELLINI / Luca LANOTTE ITA  7,66.18  33.07,,33.11,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 STw4  6.00  0.21 1 0 0,0 1 0 -1,,1 2,6.21,
2 1YP4+kpYYY  7.00  0.50 1 1 1,1 0 1 1,,2 1,7.50,
3 2YP3+kpNYY  6.00  0.50 1 1 1,1 0 1 1,,1 1,6.50,
4 NtCiSt3  6.50  1.43 2 1 2,2 1 1 1,,1 2,7.93,
5 RoLi4  4.00  0.93 2 1 2,2 1 2 2,,3 2,4.93,
29.50,,,,33.07,
Program Components Factor,,,,,
Skating Skills  0.80 8.00 8.00 8.50,8.25 7.75 8.25 8.50,,7.75 8.50,8.18,
Linking Footwork / Movement  0.70 8.50 7.75 8.50,8.00 8.25 7.75 8.25,,7.75 8.50,8.14,
Performance  0.70 8.25 8.25 8.75,8.25 7.75 8.25 8.50,,8.25 8.75,8.36,
Choreography  0.80 8.25 8.25 9.00,8.25 8.25 8.00 8.00,,7.75 9.00,8.29,
Interpretation / Timing  1.00 8.00 8.25 9.00,8.50 7.75 8.00 8.50,,8.50 9.00,8.39,
Judges Total Program Component Score (factored),,,,33.11,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Ekaterina RIAZANOVA / Ilia TKACHENKO RUS  5,58.23  28.08,,30.15,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 NtCiSt2  5.00  1.43 2 1 2,1 2 1 2,,1 1,6.43,
2 STw4  6.00  0.29 1 0 0,0 1 1 1,,1 0,6.29,
3 1YP2+kpTNY  5.00  0.21 0 1 1,1 0 -1 1,,1 -1,5.21,
4 2YP2+kpNNY  5.00  0.29 1 1 0,1 0 0 1,,1 -1,5.29,
5 RoLi4  4.00  0.86 2 1 2,2 2 1 2,,2 1,4.86,
25.00,,,,28.08,
Program Components Factor,,,,,
