ISU GP Hilton HHonors Skate America 2013,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Meryl DAVIS / Charlie WHITE USA  8,112.53  53.92,,,58.61,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 CuLi4  4.00  1.43 3 3 3,3 3 3 3,,,2 2,5.43,
2 CiSt3  6.50  2.43 2 3 3,3 2 2 2,,,2 3,8.93,
3 SlLi4+RoLi3  7.50  2.71 2 3 2,2 3 3 3,,,3 3,10.21,
4 CoSp4  5.00  1.07 1 2 3,2 2 2 2,,,2 3,6.07,
"",Info,,,,,Info
5 STw4  6.00  1.21 3 2 2,2 3 3 2,,,3 2,7.21,
6 DiSt3  6.50  2.71 2 3 3,3 3 2 2,,,3 3,9.21,
7 RoLi4  4.00  1.50 3 3 3,3 3 2 3,,,3 3,5.50,
8 ChLi1  0.20  1.16 3 3 3,3 3 2 2,,,3 2,1.36,
39.70,,,,,53.92,
Program Components Factor,,,,,,
Skating Skills  1.25 9.50 9.75 9.75,9.75 9.50 9.75 9.75,,,9.75 9.75,9.71,
Linking Footwork / Movement  1.75 9.50 9.75 9.75,9.75 9.25 9.75 9.50,,,9.75 10.00,9.68,
Performance  1.00 9.75 10.00 10.00,9.75 9.75 9.50 9.75,,,9.75 10.00,9.82,
Choreography  1.00 9.75 9.75 9.50,10.00 10.00 9.75 9.75,,,10.00 9.75,9.82,
Interpretation / Timing  1.00 9.75 10.00 10.00,10.00 9.75 9.75 9.75,,,10.00 10.00,9.89,
Judges Total Program Component Score (factored),,,,,58.61,
Deductions:,,,,,0.00,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Anna CAPPELLINI / Luca LANOTTE ITA  7,98.61  47.00,,,51.61,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 STw4  6.00  1.07 2 2 2,3 2 2 3,,,1 2,7.07,
2 CiSt3  6.50  1.43 1 2 2,1 2 1 1,,,1 2,7.93,
3 SlLi4+RoLi4  8.00  2.00 2 2 2,2 2 3 2,,,2 2,10.00,
4 RoLi4  4.00  1.36 3 2 2,3 2 3 3,,,3 3,5.36,
5 CoSp3  4.00  0.93 2 2 2,1 2 2 1,,,2 2,4.93,
6 CuLi4  4.00  0.86 2 1 2,2 1 2 1,,,2 2,4.86,
7 DiSt2  5.00  1.14 1 0 1,1 2 1 1,,,2 1,6.14,
8 ChLi1  0.20  0.51 3 1 2,2 1 2 1,,,1 1,0.71,
37.70,,,,,47.00,
Program Components Factor,,,,,,
Skating Skills  1.25 8.50 8.75 8.25,8.50 8.75 8.50 8.25,,,8.75 8.75,8.57,
Linking Footwork / Movement  1.75 8.00 8.50 8.25,8.25 8.50 8.50 8.25,,,8.50 8.50,8.39,
Performance  1.00 8.50 8.75 8.50,8.50 8.75 9.00 8.50,,,8.75 8.75,8.64,
Choreography  1.00 8.75 8.50 8.75,8.75 9.00 8.75 8.50,,,9.00 9.00,8.79,
Interpretation / Timing  1.00 8.25 8.75 9.00,8.50 9.25 9.00 8.75,,,8.75 8.75,8.79,
Judges Total Program Component Score (factored),,,,,51.61,
Deductions:,,,,,0.00,
ISU GP Hilton HHonors Skate America 2013,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
