ISU GP Hilton HHonors Skate America 2013,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Tatsuki MACHIDA JPN  8,174.20  90.84,,83.36,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30  1.86 1 2 2,2 3 1 1,,3 2,12.16,
2 4T+SEQ  8.24 -0.14 -3 -1 0,1 0 0 -1,,1 0,8.10,
3 3A+3T  12.60  1.86 2 2 2,2 2 1 2,,1 2,14.46,
4 FSSp4  3.00  0.64 0 2 0,2 2 1 1,,1 2,3.64,
"",Info,,,,Info
5 StSq3  3.30  0.93 0 2 1,2 2 2 3,,2 2,4.23,
6 3A  9.35 x  2.00 2 2 2,2 3 2 2,,2 2,11.35,
7 CCSp2  2.30  0.57 1 1 0,1 1 1 2,,1 2,2.87,
8 3Lo  5.61 x  0.60 1 0 0,1 2 1 1,,1 1,6.21,
9 3Lz  6.60 x -0.50 -1 0 -1,-1 0 -1 -1,,0 -1,6.10,
10 3F+2T+2Lo e  9.24 x -0.30 -1 0 -1,-1 0 0 -1,,0 0,8.94,
11 3S  4.62 x  0.70 1 1 2,1 1 1 1,,1 1,5.32,
12 ChSq1  2.00  1.10 0 2 1,2 2 1 2,,2 1,3.10,
13 CCoSp4  3.50  0.86 0 1 1,2 2 2 2,,2 2,4.36,
80.66,,,,90.84,
Program Components Factor,,,,,
Skating Skills  2.00 8.25 8.25 7.75,9.00 8.50 8.25 8.75,,8.50 8.75,8.46,
Transition / Linking Footwork  2.00 7.50 6.75 7.00,8.50 8.50 8.00 8.50,,8.00 8.00,7.93,
Performance / Execution  2.00 7.75 8.50 7.50,9.00 9.25 8.50 9.00,,8.75 8.50,8.57,
Choreography / Composition  2.00 8.00 7.75 7.75,8.75 8.75 8.50 9.00,,8.25 8.50,8.36,
Interpretation  2.00 7.50 8.00 7.75,9.00 8.75 8.50 8.75,,8.00 8.75,8.36,
Judges Total Program Component Score (factored),,,,83.36,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Max AARON USA  3,162.45  90.47,,72.98,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30 -3.00 -3 -3 -3,-3 -3 -3 -3,,-3 -3,7.30,
2 4S  10.50 -2.00 -2 -1 -2,-2 -2 -2 -2,,-2 -2,8.50,
3 3Lo  5.10  0.10 0 1 0,0 0 0 1,,0 0,5.20,
4 FCCoSp4  3.50  0.00 0 0 0,0 0 1 0,,0 0,3.50,
5 StSq3  3.30  0.43 0 2 1,0 1 1 1,,1 1,3.73,
6 FCSSp3  2.60  0.43 1 1 1,0 1 1 0,,1 1,3.03,
7 4S+2T  12.98 x  0.00 0 1 -1,-1 0 0 1,,0 0,12.98,
8 3A+2T  10.78 x  0.43 1 1 0,0 0 0 0,,1 1,11.21,
9 3Lz+1Lo+3S  11.77 x  1.00 1 2 1,1 1 1 2,,2 2,12.77,
10 3A  9.35 x  0.14 0 0 -1,0 0 1 1,,0 0,9.49,
11 ChSq1  2.00  1.20 2 2 1,1 1 2 2,,2 2,3.20,
12 3F e  5.83 x -0.20 1 1 0,-1 0 -1 -1,,0 -1,5.63,
13 CCoSp4  3.50  0.43 2 0 1,1 1 1 0,,1 1,3.93,
91.51,,,,90.47,
Program Components Factor,,,,,
