ISU GP Hilton HHonors Skate America 2013,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Mao ASADA JPN  10,73.18  38.85,,,34.33,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3A  8.50 -1.43 -1 -2 0,-2 2 -2 -2,,,-2 -1,7.07,
2 3F  5.30  0.60 1 2 0,1 1 1 0,,,1 1,5.90,
3 CCoSp4  3.50  0.79 2 2 1,1 2 2 2,,,1 1,4.29,
4 FCSp4  3.20  0.79 2 1 -1,2 2 1 2,,,1 2,3.99,
"",Info,,,,,Info
5 3Lo+2Lo  7.59 x  0.60 0 1 1,1 1 1 1,,,0 1,8.19,
6 StSq4  3.90  1.60 2 3 2,2 2 3 2,,,2 3,5.50,
7 LSp4  2.70  1.21 3 3 1,3 2 3 3,,,1 2,3.91,
34.69,,,,,38.85,
Program Components Factor,,,,,,
Skating Skills  0.80 8.50 8.50 8.25,9.50 8.75 8.50 8.75,,,8.50 8.25,8.54,
Transition / Linking Footwork  0.80 8.25 8.50 8.00,9.25 8.50 8.00 8.25,,,7.75 8.00,8.21,
Performance / Execution  0.80 8.75 9.00 8.50,9.50 8.75 8.50 8.50,,,8.25 8.50,8.64,
Choreography / Composition  0.80 8.50 8.75 8.25,9.50 9.00 8.50 8.75,,,8.25 8.75,8.64,
Interpretation  0.80 8.75 9.25 8.50,9.50 9.00 8.75 8.75,,,8.25 9.25,8.89,
Judges Total Program Component Score (factored),,,,,34.33,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Ashley WAGNER USA  9,69.26  36.21,,,33.05,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3F+3T  9.40  0.90 2 1 2,1 1 1 1,,,2 1,10.30,
2 FSSp3  2.60  0.50 1 1 1,1 1 1 1,,,1 1,3.10,
3 CCoSp3  3.00  0.50 1 1 1,1 1 1 1,,,1 2,3.50,
4 3Lo  5.61 x  1.20 2 2 1,2 2 1 2,,,1 2,6.81,
5 2A  3.63 x  0.57 1 1 0,2 1 1 2,,,1 1,4.20,
6 StSq4  3.90  1.50 2 2 3,2 2 2 3,,,2 2,5.40,
7 LSp3  2.40  0.50 2 1 1,1 1 0 0,,,1 2,2.90,
30.54,,,,,36.21,
Program Components Factor,,,,,,
Skating Skills  0.80 9.25 7.75 8.25,7.50 8.25 8.25 8.50,,,8.25 8.25,8.21,
Transition / Linking Footwork  0.80 9.00 7.50 8.25,8.00 7.75 7.75 8.25,,,8.00 7.75,7.96,
Performance / Execution  0.80 9.25 7.75 9.00,8.25 8.50 8.00 8.50,,,8.25 8.50,8.43,
Choreography / Composition  0.80 9.25 7.50 8.50,8.00 8.25 8.00 8.50,,,8.25 8.50,8.29,
Interpretation  0.80 9.50 7.75 8.75,8.25 8.50 8.00 8.75,,,8.50 8.25,8.43,
Judges Total Program Component Score (factored),,,,,33.05,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU GP Hilton HHonors Skate America 2013,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
3 Elena RADIONOVA RUS  3,67.01  37.61,,,29.40,0.00,
