12
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
40,Charissa TANSOMBOON,THA,0,30.46,16.52,14.94,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,11,12,Ref,Scores of Panel
1,2A,,3.3,False,-0.2,0,-1,0,0,0,0,0,0,-1,-1,-1,0,,3.1
2,3Lo<,,1.5,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.5
3,FCSp3,,2.3,False,0.0,0,0,0,1,0,0,0,0,-1,0,0,0,,2.3
4,2Lz+2T,,3.2,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,2.2
5,SpSq3,,3.1,False,0.43,1,0,1,1,1,0,1,1,1,1,0,0,,3.53
6,CCoSp1,,2.0,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,,1.0
7,SlSt1,,1.8,False,0.0,0,0,0,0,0,-1,0,0,0,0,-1,0,,1.8
8,LSp2,,1.8,False,0.29,1,0,1,0,1,0,0,1,0,1,1,0,,2.09
,,,19.0,,,,,,,,,,,,,,,,16.52
,Program Components,,,,Factor
,Skating Skills ,,,,0.8,4.0,3.75,3.75,4.25,3.0,3.75,3.75,3.5,4.0,3.5,3.25,3.75,,3.75
,Transition / Linking Footwork ,,,,0.8,3.75,3.25,3.5,3.75,3.25,3.25,3.5,3.25,3.25,4.25,3.0,3.5,,3.46
,Performance / Execution ,,,,0.8,4.0,3.75,4.0,4.25,3.75,3.25,3.75,3.25,3.25,4.0,3.5,3.75,,3.79
,Choreography / Composition ,,,,0.8,4.0,3.5,3.75,4.0,3.5,3.75,3.5,3.75,3.5,4.25,3.25,3.75,,3.75
,Interpretation ,,,,0.8,4.0,3.75,4.0,4.25,3.75,3.5,3.75,4.0,3.25,4.5,3.25,3.75,,3.93
,,,,,,,,,,,,,,,,,,,14.94
Deduction,Falls,-1.0
