Samsung Anycall Cup of China,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Maria PETROVA / Alexei TIKHONOV RUS 62.76 34.16,,29.60,1.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3T 4.0 1.00 2 1 1 1 1 0 1 1,,0 1 - -,5.00
2 2Tw3 4.0 0.30 1 1 0 1 0 1 0 0,,-1 1 - -,4.30
3 3LoTh 5.0 0.14 0 0 1 0 0 0 1 -1,,0 -1 - -,5.14
4 FCCoSp3 3.0 0.60 2 2 1 1 0 1 1 0,,1 0 - -,3.60
5 PCoSp3 4.0 0.40 1 1 2 2 0 1 0 0,,0 0 - -,4.40
6 3Li4 4.0 1.00 2 2 2 2 2 2 2 1,,2 2 - -,5.00
7 SlSt3 3.1 0.00 0 1 0 0 -1 0 -1 0,,0 0 - -,3.10
8 FiDs3 3.2 0.42 1 1 0 2 1 1 1 0,,0 0 - -,3.62
30.3,,,34.16
Program Components Factor,,,
Skating Skills 0.80 7.50 8.00 6.75 8.00 7.50 7.75 7.50 7.50,,7.25 7.00 - -,7.45
Transition / Linking Footwork 0.80 7.25 8.00 6.25 7.75 7.75 7.50 7.50 7.25,,7.00 7.25 - -,7.35
Performance / Execution 0.80 7.50 7.50 6.75 8.25 7.75 7.75 7.25 7.50,,7.50 7.50 - -,7.45
Choreography / Composition 0.80 7.50 8.50 6.50 8.00 7.75 7.50 7.50 7.50,,7.25 7.50 - -,7.55
Interpretation 0.80 7.25 7.50 6.75 8.25 7.75 7.75 7.25 7.50,,7.25 6.75 - -,7.20
Judges Total Program Component Score (factored),,,29.60
Deductions: Time violation: -1.00,,,-1.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Qing PANG / Jian TONG CHN 58.64 30.12,,28.52,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2T 1.3 -0.48 -2 -2 1 -1 -1 -3 -2 -2,,-2 -1 - -,0.82
2 3LoTh 5.0 0.84 2 0 1 0 -1 2 2 -1,,1 2 - -,5.84
3 FiDs4 3.5 0.98 2 1 2 1 1 1 2 0,,1 1 - -,4.48
4 3Li4 4.0 0.20 0 1 2 0 1 1 1 0,,0 0 - -,4.20
5 FCCoSp2 2.5 -0.02 -1 0 1 -1 -1 1 1 0,,-1 0 - -,2.48
6 2Tw3 4.0 0.50 1 2 1 1 1 1 1 1,,1 1 - -,4.50
7 SlSt3 3.1 0.20 0 1 1 0 0 0 0 0,,0 1 - -,3.30
8 PCoSp3 4.0 0.50 1 1 2 1 0 1 1 0,,1 0 - -,4.50
27.4,,,30.12
Program Components Factor,,,
Skating Skills 0.80 7.00 7.00 7.50 6.75 6.75 7.50 7.75 7.50,,7.50 7.50 - -,7.30
Transition / Linking Footwork 0.80 6.75 6.75 7.00 6.25 6.75 7.00 7.75 7.50,,7.00 7.25 - -,6.95
Performance / Execution 0.80 6.75 6.50 7.25 6.75 6.75 7.25 7.50 7.50,,7.25 7.50 - -,7.10
Choreography / Composition 0.80 7.00 6.75 7.50 6.50 6.75 7.25 7.75 7.75,,7.00 7.75 - -,7.20
Interpretation 0.80 7.00 6.25 7.50 6.50 7.00 7.25 7.50 7.50,,7.00 7.75 - -,7.10
Judges Total Program Component Score (factored),,,28.52
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Dorota ZAGORSKA / Mariusz SIUDEK POL 56.06 29.78,,26.28,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3T 4.0 0.00 0 0 0 0 0 0 1 0,,0 0 - -,4.00
2 3STh 4.5 0.28 1 0 1 1 0 0 0 0,,0 -1 - -,4.78
3 CCoSp2 2.5 0.00 0 0 0 0 -1 0 0 0,,-1 0 - -,2.50
4 2Tw3 4.0 0.30 1 1 1 1 1 1 0 0,,0 -2 - -,4.30
5 PCoSp3 4.0 0.10 0 1 0 0 0 0 0 0,,0 1 - -,4.10
6 SlSt1 1.8 0.20 1 1 0 1 0 0 0 0,,0 0 - -,2.00
7 3Li3 3.5 0.70 2 1 1 1 1 1 2 0,,2 1 - -,4.20
8 FiDs3 3.2 0.70 1 1 1 1 1 1 1 1,,1 2 - -,3.90
27.5,,,29.78
Program Components Factor,,,
Skating Skills 0.80 6.75 7.00 6.50 6.75 6.75 6.50 6.75 7.00,,6.75 6.25 - -,6.70
Transition / Linking Footwork 0.80 6.25 7.25 5.75 6.50 7.25 6.50 6.50 7.00,,6.25 6.75 - -,6.45
Performance / Execution 0.80 6.50 6.25 6.25 6.75 7.00 6.75 6.75 7.25,,6.50 6.50 - -,6.50
Choreography / Composition 0.80 6.75 6.50 6.50 6.75 7.25 6.75 6.75 7.25,,6.50 6.75 - -,6.65
Interpretation 0.80 7.00 6.50 6.25 6.50 7.25 6.75 6.75 7.25,,6.25 6.75 - -,6.55
Judges Total Program Component Score (factored),,,26.28
Deductions:,,,0.00
Samsung Anycall Cup of China,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
4 Jessica DUBE / Bryce DAVISON CAN 53.16 29.80,,23.36,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
