Samsung Anycall Cup of China,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Irina SLUTSKAYA RUS 70.22 38.50,,31.72,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 1.00 1 1 1 1 0 1 1 1,,1 1 - -,8.30
2 3F 5.5 1.00 1 2 1 1 2 1 1 2,,1 1 - -,6.50
3 2A 3.3 1.00 1 1 1 2 1 1 1 1,,1 1 - -,4.30
4 FCSp4 3.0 0.60 1 1 1 2 1 1 1 2,,2 0 - -,3.60
5 SpSt4 3.4 1.20 1 1 1 2 1 2 1 2,,1 1 - -,4.60
6 LSp4 2.4 0.60 2 0 1 1 1 1 1 2,,2 2 - -,3.00
7 SlSt3 3.1 0.60 1 1 1 2 0 2 1 2,,1 1 - -,3.70
8 CCoSp4 3.5 1.00 1 2 2 2 2 2 2 3,,2 2 - -,4.50
31.5,,,38.50
Program Components Factor,,,
Skating Skills 0.80 7.75 7.75 8.25 8.25 8.00 8.00 7.75 7.50,,8.25 8.00 - -,8.05
Transition / Linking Footwork 0.80 7.50 7.00 7.75 7.75 7.50 7.75 7.25 7.75,,7.75 7.00 - -,7.65
Performance / Execution 0.80 7.75 7.75 8.00 8.25 7.75 8.25 7.75 7.50,,8.25 7.75 - -,8.00
Choreography / Composition 0.80 7.50 7.75 8.00 8.00 7.75 8.00 7.75 7.50,,8.00 7.75 - -,7.90
Interpretation 0.80 7.75 8.00 8.25 8.25 7.50 8.25 7.75 7.75,,8.25 7.50 - -,8.05
Judges Total Program Component Score (factored),,,31.72
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Mao ASADA JPN 62.92 35.60,,27.32,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz 6.0 1.00 0 1 1 2 1 1 1 -1,,1 2 - -,7.00
2 3F+3Lo 10.5 -0.20 1 2 1 -1 0 -1 0 1,,-2 1 - -,10.30
3 FSSp3 2.3 0.20 0 1 0 -1 0 1 1 0,,1 -1 - -,2.50
4 SpSt3 3.1 0.40 0 1 1 2 0 1 1 2,,1 0 - -,3.50
5 LSp4 2.4 0.40 0 1 1 2 1 0 1 1,,1 1 - -,2.80
6 SlSt2 2.3 0.20 1 1 0 1 0 0 1 1,,0 1 - -,2.50
7 2A 3.3 0.40 1 2 0 1 0 1 0 1,,0 1 - -,3.70
8 CCoSp3 3.0 0.30 0 0 1 2 1 0 1 2,,0 1 - -,3.30
32.9,,,35.60
Program Components Factor,,,
Skating Skills 0.80 7.25 7.00 7.25 7.25 6.75 5.75 7.50 7.50,,6.25 7.00 - -,6.95
Transition / Linking Footwork 0.80 7.00 7.25 6.75 7.00 6.50 5.75 7.00 7.25,,6.00 6.25 - -,6.65
Performance / Execution 0.80 7.25 7.25 7.00 7.50 6.75 5.25 7.50 7.25,,6.25 6.50 - -,6.95
Choreography / Composition 0.80 7.00 7.50 7.00 7.25 6.50 5.25 7.50 7.75,,6.25 6.50 - -,6.80
Interpretation 0.80 7.00 7.00 6.75 7.25 6.75 5.25 7.50 7.50,,6.25 6.50 - -,6.80
Judges Total Program Component Score (factored),,,27.32
Deductions:,,,0.00
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Shizuka ARAKAWA JPN 57.56 27.92,,29.64,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 0.40 0 0 0 2 0 1 0 1,,1 1 - -,7.70
2 2F 1.7 -0.92 -3 -1 -3 -2 -3 -3 -1 0,,-3 -3 - -,0.78
3 FCSp4 3.0 0.10 0 1 0 2 0 -1 0 2,,1 1 - -,3.10
4 SpSt4 3.4 1.40 1 1 1 3 -1 2 1 2,,2 2 - -,4.80
5 2A 3.3 0.40 1 1 0 0 0 1 0 2,,1 1 - -,3.70
6 LSp3 1.8 0.30 0 1 1 1 0 0 1 1,,1 1 - -,2.10
7 SlSt2 2.3 0.30 1 1 0 0 0 1 1 1,,1 1 - -,2.60
8 CCoSp3 3.0 0.14 0 -1 1 0 -1 -1 1 2,,1 1 - -,3.14
25.8,,,27.92
Program Components Factor,,,
Skating Skills 0.80 7.75 6.75 7.50 8.00 7.25 7.75 7.00 7.50,,8.00 7.75 - -,7.65
Transition / Linking Footwork 0.80 7.25 6.25 6.75 7.75 7.00 7.50 6.75 7.25,,7.75 7.25 - -,7.25
Performance / Execution 0.80 7.50 6.50 7.00 7.50 7.00 7.75 7.00 7.75,,7.75 7.50 - -,7.35
Choreography / Composition 0.80 7.25 7.50 7.25 7.75 7.25 7.50 7.25 7.50,,8.00 7.50 - -,7.40
Interpretation 0.80 7.50 7.25 7.00 7.75 7.00 7.50 7.25 7.50,,7.75 7.75 - -,7.40
Judges Total Program Component Score (factored),,,29.64
Deductions:,,,0.00
Samsung Anycall Cup of China,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
4 Elena LIASHENKO UKR 57.52 30.20,,27.32,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3Lz+2T 7.3 0.20 0 0 0 0 1 0 1 0,,0 -1 - -,7.50
