Samsung Anycall Cup of China,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
1 Maria PETROVA / Alexei TIKHONOV RUS 122.62 62.46,,60.16,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A+3T+SEQ 5.8 1.20 2 0 1 2 2 1 0 0,,1 0 - -,7.00
2 3S 4.5 0.00 0 -1 0 0 0 0 -1 0,,0 0 - -,4.50
3 2Tw3 4.0 0.20 1 0 0 1 1 1 0 0,,0 0 - -,4.20
4 3LoTh 5.0 0.56 2 0 1 1 1 1 1 1,,0 0 - -,5.56
5 BoDs3 4.0 0.28 1 1 0 1 1 0 0 0,,0 -1 - -,4.28
6 5ALi4 6.5 1.20 2 1 1 2 2 2 0 1,,0 1 - -,7.70
7 FCCoSp2 2.5 -0.18 -1 -2 -1 0 1 0 -1 0,,0 -1 - -,2.32
8 PCoSp3 4.0 0.20 1 0 0 1 1 2 0 0,,0 0 - -,4.20
9 3STh 5.0x -1.40 -1 -2 -2 -2 -2 -2 -2 -2,,-2 -2 - -,3.60
10 CiSt3 3.1 0.20 1 0 0 1 2 2 0 0,,0 0 - -,3.30
11 5TLi4 6.0 0.10 0 0 0 1 1 2 0 0,,0 0 - -,6.10
12 SpSt1 1.8 0.20 1 1 0 1 1 1 0 0,,0 0 - -,2.00
13 3Li4 4.0 0.20 -1 -2 0 2 2 1 0 1,,0 0 - -,4.20
14 FiDs1 2.8 0.70 2 0 0 1 2 1 0 1,,1 1 - -,3.50
59.0,,,62.46
Program Components Factor,,,
Skating Skills 1.60 7.75 7.50 7.00 8.25 8.00 7.50 7.25 7.75,,7.00 7.75 - -,7.55
Transition / Linking Footwork 1.60 7.50 7.00 6.25 8.00 7.75 7.25 7.25 7.50,,7.00 7.25 - -,7.35
Performance / Execution 1.60 7.75 7.25 6.50 8.50 8.00 7.75 7.00 7.50,,7.00 7.50 - -,7.45
Choreography / Composition 1.60 7.75 7.75 6.75 8.75 8.25 7.75 7.50 7.75,,7.25 7.50 - -,7.65
Interpretation 1.60 7.75 7.50 6.75 8.50 8.25 7.50 7.25 7.50,,7.00 7.75 - -,7.60
Judges Total Program Component Score (factored),,,60.16
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
2 Qing PANG / Jian TONG CHN 117.82 59.58,,58.24,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 2A+3T+SEQ 5.8 0.00 0 0 1 0 -1 0 0 0,,0 0 - -,5.80
2 2S 1.3 -0.68 -2 -3 -3 -2 -2 -2 -2 -2,,-2 -3 - -,0.62
3 3Tw3 5.0 0.28 -1 2 1 1 1 2 -1 1,,2 0 - -,5.28
4 3STh 4.5 1.26 1 1 2 2 2 1 1 2,,2 2 - -,5.76
5 BoDs2 3.5 -0.14 0 1 0 0 -1 0 0 0,,0 -1 - -,3.36
6 FCCoSp3 3.0 0.04 0 -1 1 -1 1 0 0 0,,0 -1 - -,3.04
7 5ALi3 6.0 1.40 2 1 2 1 1 2 1 1,,2 1 - -,7.40
8 3LoTh 5.5x -0.84 -1 -1 0 -2 -2 -1 -1 0,,-1 -1 - -,4.66
9 FiDs4 3.5 0.70 1 1 2 1 2 1 0 1,,1 0 - -,4.20
10 5TLi4 6.0 -0.60 -1 -2 -2 -2 -2 -2 -2 -1,,-2 -2 - -,5.40
11 CiSt3 3.1 -0.14 0 0 0 -1 -1 1 0 0,,0 0 - -,2.96
12 SpSt3 3.1 0.20 0 0 1 1 1 1 0 0,,0 0 - -,3.30
13 PCoSp3 4.0 0.00 1 1 0 0 0 0 0 0,,0 0 - -,4.00
14 3Li3 3.5 0.30 0 -1 1 1 1 1 0 1,,1 0 - -,3.80
57.8,,,59.58
Program Components Factor,,,
Skating Skills 1.60 6.75 7.75 8.00 7.50 7.50 7.00 7.25 7.50,,7.50 7.25 - -,7.40
Transition / Linking Footwork 1.60 6.75 7.25 7.25 7.00 7.25 6.50 7.25 7.25,,7.75 6.75 - -,7.10
Performance / Execution 1.60 7.00 7.50 7.50 7.25 7.25 6.50 7.00 7.25,,7.50 7.00 - -,7.20
Choreography / Composition 1.60 7.00 8.00 7.75 7.25 7.75 7.00 7.25 7.50,,7.75 7.25 - -,7.45
Interpretation 1.60 7.00 7.75 7.50 6.75 7.50 7.00 7.25 7.25,,7.50 7.00 - -,7.25
Judges Total Program Component Score (factored),,,58.24
Deductions:,,,0.00
"x  Credit for highlight distribution, jump element multiplied by 1.1",,,
Samsung Anycall Cup of China,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,
Total Total,,Total,Total
Rank Name NOC Segment Element,,Program  Component,Deductions
Code Score Score,,Score (factored),
"= +",,+,-
3 Dorota ZAGORSKA / Mariusz SIUDEK POL 106.42 53.30,,53.12,0.00
"# Executed Base GOE The Judges Panel",,,Scores
Elements Value (in random order),,,of Panel
1 3T+2T+SEQ 4.2 -1.20 -1 -3 -2 -1 -2 -2 -1 -1,,0 -1 - -,3.00
2 3LoTh 5.0 -1.40 -2 -2 -2 -2 -2 -2 -2 -2,,-2 -2 - -,3.60
3 5ALi4 6.5 1.40 1 1 1 2 2 1 1 1,,2 1 - -,7.90
4 1A 0.8 -0.16 0 -3 -1 -1 -1 -3 -1 -1,,0 -1 - -,0.64
5 FiDs3 3.2 0.56 0 1 1 2 2 1 0 1,,1 0 - -,3.76
