ISU Four Continents Figure Skating Championships,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
1 Dan ZHANG / Hao ZHANG CHN  10  126.36  69.00,,,,57.36,0.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 2A+3T  7.50  0.80 1 0 1 0 1 1,0,,,1 2,8.30,
2 3S  4.50  1.00 2 1 1 0 0 1,0,,,1 2,5.50,
3 3LzTw2  5.50  1.26 2 1 2 1 3 2,2,,,1 2,6.76,
4 5TLi4  6.00  0.70 2 1 1 1 2 3,1,,,1 1,6.70,
"",,,Info,,,Info
5 BiDs2  3.00  0.42 2 1 0 1 1 0,0,,,0 1,3.42,
6 FCCoSp4  3.50 -0.12 0 -1 -2 -1 0 -1,0,,,-1 0,3.38,
7 3LoTh  5.50 x  0.84 2 1 1 2 2 0,2,,,1 0,6.34,
8 3STh  4.95 x  1.40 2 2 3 1 2 2,2,,,2 2,6.35,
9 SpSq4  3.40  1.00 1 0 0 1 2 1,1,,,1 1,4.40,
10 5ALi4  7.15 x  1.00 2 0 1 1 2 1,0,,,1 1,8.15,
11 3Li4  4.40 x  0.60 2 1 2 1 1 1,1,,,2 1,5.00,
12 PCoSp4  4.50  0.20 0 0 0 1 0 1,0,,,1 1,4.70,
59.90,,,,,69.00,
Program Components Factor,,,,,,
Skating Skills  1.60 7.50 7.25 7.00 7.25 7.00 7.50,7.00,,7.25,7.75,7.30,
Transition / Linking Footwork  1.60 7.00 6.75 6.00 6.50 6.50 7.25,5.25,,6.75,7.00,6.80,
Performance / Execution  1.60 7.25 7.50 6.50 7.00 7.50 7.50,7.25,,7.25,7.25,7.35,
Choreography / Composition  1.60 7.25 7.00 6.50 7.00 7.00 7.50,6.50,,7.00,7.75,7.15,
Interpretation  1.60 7.25 7.25 6.25 7.00 7.25 7.50,6.75,,7.00,7.75,7.25,
Judges Total Program Component Score (factored),,,,,57.36,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting Total Total,,,,Total,Total,
Rank Name Nation Number Segment Element,,,,Program  Component,Deductions,
Score Score,,,,Score (factored),,
2 Keauna MCLAUGHLIN / Rockne BRUBAKER USA  11  105.61  53.85,,,,53.76,-2.00,
"# Executed Base GOE The Judges Panel",,,,,Scores,
Elements Value (in random order),,,,,of Panel,
1 3S< <  1.30 -1.00 -3 -3 -3 -3 -3 -3,-2,,,-3 -3,0.30,
2 3LzTw2  5.50  0.70 0 1 1 1 2 1,1,,,0 1,6.20,
3 3Li3  3.50  0.50 1 0 1 1 1 1,1,,,1 1,4.00,
4 2A+SEQ  2.80  0.60 0 1 0 0 1 0,0,,,1 1,3.40,
5 3STh  4.50  0.14 1 1 1 0 0 0,1,,,0 0,4.64,
6 BoDs1  3.00  0.56 1 1 0 1 1 1,1,,,0 1,3.56,
7 CCoSp4  3.50  0.50 2 2 0 1 0 1,0,,,1 2,4.00,
8 SpSq4  3.40  0.80 1 2 0 1 0 1,1,,,1 1,4.20,
9 5TLi4  6.60 x  0.30 0 1 0 1 1 0,1,,,0 1,6.90,
10 PCoSp4  4.50  0.50 1 1 1 1 1 1,1,,,1 1,5.00,
11 5ALi4  7.15 x  1.00 1 1 1 1 1 1,1,,,1 2,8.15,
12 3LoTh  5.50 x -2.00 -3 -3 -3 -2 -3 -3,-3,,,-3 -3,3.50,
51.25,,,,,53.85,
Program Components Factor,,,,,,
Skating Skills  1.60 6.25 6.75 7.00 6.25 6.75 6.00,6.75,,7.00,6.75,6.70,
