ISU Four Continents Figure Skating Championships,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Akiko SUZUKI JPN  32  58.88  33.40,,,25.48,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3F+2T  6.80  0.00 0 0 0 0 -2 1 0,,,0 0,6.80,
2 1Lo  0.50 -0.30 -3 -3 -3 -3 -3 -3 -3,,,-3 -3,0.20,
3 FCSp4  3.20  0.70 2 2 1 1 1 1 1,,,2 1,3.90,
4 SpSq4  3.40  1.20 1 2 1 2 1 1 1,,,1 1,4.60,
Info,,,Info,,Info
5 2A  3.50  1.00 1 1 1 1 1 1 1,,,1 1,4.50,
6 LSp4  2.70  0.60 1 1 1 2 1 1 1,,,2 1,3.30,
7 SlSt4  3.90  2.00 2 2 2 2 2 2 2,,,3 2,5.90,
8 CCoSp4  3.50  0.70 1 2 2 2 1 1 1,,,2 1,4.20,
27.50,,,,33.40,
Program Components Factor,,,,,
Skating Skills  0.80 6.25 6.50 6.75 6.75 6.25 6.00 7.00,,,6.75 6.25,6.50,
Transition / Linking Footwork  0.80 5.75 5.50 6.25 6.25 6.00 5.75 6.25,,,6.50 6.00,6.00,
Performance / Execution  0.80 6.00 6.75 6.75 6.25 6.75 5.50 6.50,,,7.50 6.25,6.45,
Choreography / Composition  0.80 6.00 6.50 6.75 6.75 6.50 5.75 6.75,,,7.50 6.00,6.50,
Interpretation  0.80 5.75 6.50 7.00 6.50 6.50 6.00 6.50,,,7.75 6.25,6.40,
Judges Total Program Component Score (factored),,,,25.48,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Amanda DOBBS USA  31  57.56  33.80,,,23.76,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3T+2T  5.30  0.80 1 1 1 1 1 0 1,,,0 1,6.10,
2 3S  4.50  1.00 0 1 0 1 1 1 1,,,1 1,5.50,
3 LSp3  2.40  0.20 -1 1 0 0 0 0 1,,,-1 1,2.60,
4 SlSt3  3.30  0.00 0 0 1 0 0 0 0,,,0 0,3.30,
5 2A  3.50  0.80 0 1 0 0 1 0 1,,,1 1,4.30,
6 FSSp4  3.00  0.20 1 1 0 0 1 0 0,,,0 1,3.20,
7 SpSq4  3.40  1.20 0 1 1 1 1 1 2,,,1 2,4.60,
8 CCoSp4  3.50  0.70 1 2 1 0 1 2 2,,,1 1,4.20,
28.90,,,,33.80,
Program Components Factor,,,,,
Skating Skills  0.80 5.50 6.25 5.50 6.25 5.25 5.75 6.25,,,6.00 6.25,5.95,
Transition / Linking Footwork  0.80 5.25 5.75 5.25 6.00 5.50 5.00 6.00,,,5.50 6.00,5.60,
Performance / Execution  0.80 5.50 6.25 5.50 6.00 5.25 6.00 6.25,,,6.00 6.75,6.00,
Choreography / Composition  0.80 5.50 6.75 5.75 6.25 5.25 5.75 6.00,,,6.50 6.75,6.15,
Interpretation  0.80 5.75 6.50 5.75 6.25 5.50 5.50 6.00,,,6.25 6.75,6.00,
Judges Total Program Component Score (factored),,,,23.76,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
3 Mao ASADA JPN  36  57.22  30.10,,,28.12,-1.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3A<+2T <  4.80  0.60 0 1 0 0 -1 2 1,,,1 1,5.40,
