ISU Four Continents Figure Skating Championships,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
1 Kevin REYNOLDS CAN  24  81.60  47.30,,,34.30,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 4S+3T  14.30  0.60 2 1 1 1 1 1 0,,,0 0,14.90,
2 3A  8.20  0.40 1 1 1 0 1 0 0,,,-1 0,8.60,
3 3Lz  6.00  0.00 1 0 0 0 0 0 0,,,0 -1,6.00,
4 FSSp2  2.30  0.50 1 1 1 1 1 0 1,,,1 1,2.80,
Info,,,Info,,Info
5 CiSt3  3.30  0.70 2 1 2 1 2 1 2,,,1 1,4.00,
6 CSSp4  3.00  0.00 0 0 1 0 0 0 0,,,0 0,3.00,
7 SlSt3  3.30  0.60 2 1 2 1 1 1 1,,,1 1,3.90,
8 CCoSp4  3.50  0.60 1 2 1 1 2 1 1,,,2 0,4.10,
43.90,,,,47.30,
Program Components Factor,,,,,
Skating Skills  1.00 7.00 7.00 7.25 6.25 7.50 6.75 6.50,,,6.75 6.25,6.80,
Transition / Linking Footwork  1.00 6.75 6.75 7.00 6.25 7.00 6.50 6.50,,,6.50 5.75,6.60,
Performance / Execution  1.00 7.50 6.75 7.25 6.75 7.25 7.00 6.75,,,6.75 6.75,6.90,
Choreography / Composition  1.00 7.50 6.75 7.25 6.50 7.25 7.00 7.00,,,6.75 6.50,6.95,
Interpretation  1.00 7.25 7.00 7.25 6.75 7.50 7.25 7.00,,,6.75 6.25,7.05,
Judges Total Program Component Score (factored),,,,34.30,
Deductions:,,,,0.00,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
2 Nan SONG CHN  23  72.95  41.70,,,31.25,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
1 3Lz+3T  10.00  1.00 0 1 1 1 1 0 2,,,1 1,11.00,
2 3A  8.20  1.40 1 2 2 2 1 1 2,,,0 1,9.60,
3 3F e  5.50 -1.40 -1 -1 -2 -2 -2 -2 -1,,,-1 -1,4.10,
4 CSSp4  3.00  0.20 0 1 0 0 0 1 1,,,1 1,3.20,
5 SlSt3  3.30  0.20 0 1 0 0 0 1 1,,,1 1,3.50,
6 FSSp4  3.00  0.10 0 0 0 0 0 1 0,,,1 1,3.10,
7 CiSt3  3.30  0.10 0 1 0 0 0 1 0,,,1 1,3.40,
8 CCoSp4  3.50  0.30 0 1 1 0 1 2 0,,,1 1,3.80,
39.80,,,,41.70,
Program Components Factor,,,,,
Skating Skills  1.00 6.25 7.25 6.75 6.25 6.25 6.50 6.50,,,7.00 6.25,6.40,
Transition / Linking Footwork  1.00 6.00 6.75 6.00 5.00 6.00 6.00 5.75,,,6.50 6.75,6.05,
Performance / Execution  1.00 6.25 7.00 6.50 5.50 6.25 6.00 6.75,,,6.75 6.25,6.40,
Choreography / Composition  1.00 6.00 7.00 6.50 5.50 6.25 6.25 5.75,,,6.50 6.50,6.20,
Interpretation  1.00 6.00 6.75 6.50 5.75 6.25 6.00 5.00,,,6.75 6.50,6.20,
Judges Total Program Component Score (factored),,,,31.25,
Deductions:,,,,0.00,
e  Jump take off with wrong edge (long),,,,,
Starting Total Total,,,Total,Total,
Rank Name Nation Number Segment Element,,,Program  Component,Deductions,
Score Score,,,Score (factored),,
3 Brandon MROZ USA  27  70.88  39.08,,,31.80,0.00,
"# Executed Base GOE The Judges Panel",,,,Scores,
Elements Value (in random order),,,,of Panel,
