ISU GP Hilton HHonors Skate America 2012,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Ashley WAGNER USA  10,127.76  63.83,,63.93,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+2T+2T  7.90  1.17 2 2 1,2 1 2 2,,1 -,9.07,
2 2A+2T  4.60  0.67 1 2 2,2 1 1 1,,0 -,5.27,
3 3S  4.20  0.70 1 1 1,2 0 1 1,,1 -,4.90,
4 FSSp3  2.60  0.67 2 1 1,1 1 2 2,,1 -,3.27,
"",,,Info,,Info
5 LSp4  2.70  1.33 3 3 2,3 2 3 3,,2 -,4.03,
6 3Lo  5.61 x  1.40 2 3 2,3 1 2 2,,1 -,7.01,
7 3Lz e  6.60 x -0.35 -1 0 -1,-1 0 0 -1,,0 -,6.25,
8 3Lo+2A+SEQ  7.39 x  0.00 0 0 0,-1 0 1 0,,0 -,7.39,
9 StSq2  2.60  0.83 2 2 1,2 1 2 2,,1 -,3.43,
10 3F  5.83 x  0.23 0 1 0,0 -1 1 1,,0 -,6.06,
11 ChSq1  2.00  1.40 2 3 2,2 2 2 2,,2 -,3.40,
12 CCoSp3  3.00  0.75 2 1 2,2 1 2 1,,1 -,3.75,
55.03,,,,63.83,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 8.00 8.00,8.25 7.00 8.50 8.25,,8.00 -,8.08,
Transition / Linking Footwork  1.60 7.50 7.75 8.00,7.75 7.00 8.00 7.25,,7.75 -,7.67,
Performance / Execution  1.60 8.00 8.00 8.25,8.25 7.25 8.50 8.00,,7.75 -,8.04,
Choreography / Composition  1.60 7.75 8.25 8.50,8.25 7.50 8.50 8.00,,8.00 -,8.13,
Interpretation  1.60 8.00 8.50 8.75,8.00 7.50 8.25 7.75,,7.75 -,8.04,
Judges Total Program Component Score (factored),,,,63.93,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Christina GAO USA  8,117.62  60.64,,56.98,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+2T  6.60  0.93 2 1 2,2 1 1 1,,0 -,7.53,
2 2A  3.30  0.67 1 1 2,2 1 2 1,,1 -,3.97,
3 3Lz+2T e  7.30 -0.58 0 0 -1,-1 -1 -1 -1,,-1 -,6.72,
4 CCoSp2  2.50  0.50 1 1 0,1 1 1 1,,1 -,3.00,
5 LSp3  2.40  0.92 2 1 2,2 2 2 2,,1 -,3.32,
6 3F  5.83 x  1.17 2 1 2,2 1 2 2,,1 -,7.00,
7 3S  4.62 x  0.35 1 1 0,1 0 0 1,,0 -,4.97,
8 3Lo  5.61 x  1.17 2 2 2,2 1 1 2,,1 -,6.78,
9 3T+2T+2Lo  7.92 x  0.47 1 1 2,1 0 1 0,,0 -,8.39,
10 StSq2  2.60  0.58 2 1 2,1 1 1 1,,1 -,3.18,
11 ChSq1  2.00  0.93 1 2 2,1 1 1 2,,0 -,2.93,
12 FSSp3  2.60  0.25 0 0 1,1 1 0 0,,1 -,2.85,
53.28,,,,60.64,
Program Components Factor,,,,,
Skating Skills  1.60 7.50 7.00 8.00,7.50 7.00 7.00 6.75,,7.50 -,7.25,
Transition / Linking Footwork  1.60 6.75 6.75 7.50,7.00 6.50 6.75 6.00,,7.00 -,6.79,
