ISU GP Hilton HHonors Skate America 2012,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Takahiko KOZUKA JPN,9,166.12  81.84,,84.28,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30 -0.29 2 0,1,-1 0 -2 0,,-1 -1,10.01,
2 4T<+2T <  8.50 -2.29 -1 -3,-2,-2 -2 -3 -2,,-2 -3,6.21,
3 3A  8.50  1.43 2 1,2,2 3 1 1,,1 1,9.93,
4 CCoSp3  3.00  0.64 2 1,2,2 1 1 1,,0 1,3.64,
"",,Info,,,,Info
5 StSq3  3.30  0.93 3 1,3,1 2 2 2,,1 2,4.23,
6 3A+2T+2Lo  12.76 x  0.57 1 1,1,1 0 0 0,,1 0,13.33,
7 FSSp4  3.00  0.43 2 0,1,1 1 1 1,,1 0,3.43,
8 3F  5.83 x  1.00 1 2,2,1 2 2 1,,0 1,6.83,
9 3Lo  5.61 x  0.20 1 1,1,0 0 0 0,,0 0,5.81,
10 ChSq1  2.00  1.30 2 1,2,1 2 2 2,,2 2,3.30,
11 3Lz+2T  8.03 x  0.50 0 1,1,1 1 1 1,,0 0,8.53,
12 3S  4.62 x -2.10 -2 -3,-3,-3 -3 -3 -3,,-3 -3,2.52,
13 FCCoSp4  3.50  0.57 2 0,1,1 1 1 3,,1 1,4.07,
78.95,,,,,81.84,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 8.50,8.50,8.25 8.75 8.50 8.25,,8.25 8.50,8.43,
Transition / Linking Footwork  2.00 8.25 8.25,8.25,7.50 8.50 8.25 8.00,,8.00 8.25,8.18,
Performance / Execution  2.00 8.75 8.25,8.75,8.50 9.00 8.50 8.50,,8.50 8.50,8.57,
Choreography / Composition  2.00 8.50 8.25,8.75,7.75 9.00 8.75 8.25,,8.25 8.50,8.46,
Interpretation  2.00 8.25 8.00,8.75,7.50 9.00 8.75 8.75,,8.25 8.75,8.50,
Judges Total Program Component Score (factored),,,,,84.28,
Deductions:,,,,,0.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Tatsuki MACHIDA JPN,7,154.17  75.03,,80.14,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A  8.50  2.00 2 2,2,2 2 3 1,,2 2,10.50,
2 4T  10.30 -3.00 -3 -3,-3,-3 -3 -2 -3,,-3 -3,7.30,
3 3Lz+3T  10.10  0.80 2 1,1,1 1 1 1,,1 2,10.90,
4 FSSp2  2.30  0.43 1 1,1,0 2 0 1,,0 2,2.73,
5 StSq3  3.30  0.79 2 2,1,1 2 2 1,,1 2,4.09,
6 3A+SEQ  7.48 x -2.14 -2 -2,-2,-2 -3 -2 -2,,-3 -2,5.34,
7 CCSp2  2.30  0.29 0 1,0,1 1 1 0,,0 1,2.59,
8 3Lo  5.61 x  0.40 1 1,1,1 0 1 0,,0 0,6.01,
9 3Lz  6.60 x  0.70 1 1,1,0 1 2 1,,1 1,7.30,
10 3F+2T e  7.26 x -0.70 0 -1,-1,-2 -1 -1 -1,,-1 -1,6.56,
11 3S  4.62 x  0.70 1 1,1,1 1 2 1,,0 1,5.32,
12 ChSq1  2.00  1.10 1 2,2,0 2 2 1,,1 2,3.10,
13 CCoSp3  3.00  0.29 0 2,0,1 1 1 0,,1 0,3.29,
73.37,,,,,75.03,
