ISU World Figure Skating Championships 2017,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
1 Javier FERNANDEZ ESP  34  109.05,60.79,,48.26,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
1 4T+3T  14.60  2.86 3 3 2 3 3,3 3,,3 2,17.46,
2 4S  10.50  2.86 3 3 3 3 3,2 3,,2 3,13.36,
3 FUSp4  2.90  0.36 2 0 1 1 -1,0 1,,0 2,3.26,
4 3A  9.35 x  3.00 3 3 3 3 3,3 3,,3 2,12.35,
5 CCoSp4  3.50  1.00 2 2 3 2 1,2 2,,2 2,4.50,
6 CSSp4  3.00  0.86 1 1 2 1 2,2 2,,2 2,3.86,
7 StSq4  3.90  2.10 3 3 3 3 3,3 3,,3 3,6.00,
47.75,,,,60.79,
Program Components Factor,,,,,
Skating Skills  1.00  9.25  9.25  9.50  9.50  9.50,9.25  9.50,,9.50  9.75,9.43,
Transitions  1.00  9.25  9.25  9.50  9.25  9.25,9.25  9.50,,9.75  9.50,9.36,
Performance  1.00  9.75  9.50  9.75  10.00  9.75,9.50  10.00,,10.00  9.75,9.79,
Composition  1.00  9.75  9.75  9.75  10.00  9.50,9.25  9.75,,10.00  9.75,9.75,
Interpretation of the Music  1.00  10.00  9.75  10.00  10.00  9.75,10.00  10.00,,10.00  9.75,9.93,
Judges Total Program Component Score (factored),,,,48.26,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
Starting Total,Total,,Total,Total,
Rank Name Nation Number Segment,Element,,Program  Component,Deductions,
Score,Score,,Score (factored),,
2 Shoma UNO JPN  32  104.86,59.16,,45.70,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",J6 J7,,J8 J9 Ref,,
Elements Value,,,,Panel,
1 4F  12.30  1.14 1 0 1 1 1,2 2,,0 2,13.44,
2 4T+3T  14.60  1.71 1 0 2 1 2,2 2,,2 2,16.31,
3 FCSp4  3.20  0.93 1 2 2 2 2,2 2,,1 2,4.13,
4 CSSp4  3.00  0.57 1 1 1 1 1,1 2,,1 2,3.57,
5 3A  9.35 x  2.29 3 2 2 2 2,3 3,,1 2,11.64,
6 StSq4  3.90  1.60 2 3 2 2 3,3 2,,2 2,5.50,
7 CCoSp4  3.50  1.07 3 2 3 2 2,2 2,,1 2,4.57,
49.85,,,,59.16,
Program Components Factor,,,,,
Skating Skills  1.00  9.25  9.25  9.00  8.75  9.00,9.75  9.25,,9.25  9.50,9.21,
Transitions  1.00  8.75  9.00  8.75  8.00  8.75,9.25  9.25,,9.00  9.25,8.96,
Performance  1.00  9.00  9.00  8.75  9.00  9.25,9.25  9.50,,9.50  9.50,9.21,
Composition  1.00  9.00  8.75  8.75  9.00  9.00,9.00  9.50,,9.50  9.25,9.07,
Interpretation of the Music  1.00  9.25  9.00  9.00  8.75  9.25,9.50  9.25,,9.50  9.50,9.25,
Judges Total Program Component Score (factored),,,,45.70,
Deductions,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
ISU World Figure Skating Championships 2017,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting Total,,Total,Total,Total,
Rank Name Nation Number Segment,,Element,Program  Component,Deductions,
Score,,Score,Score (factored),,
3 Patrick CHAN CAN  35  102.13,,54.11,48.02,0.00,
Executed Base,,,,Scores of,
"# GOE J1 J2 J3 J4 J5",,J6 J7,InfoJ8 J9 Ref,,Info
Elements Value,,,,Panel,
