10
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
2,Caroline ZHANG,USA,0,58.76,36.4,23.36,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,10,Ref,Scores of Panel
1,3F+3T,,9.5,False,0.4,1,1,-2,1,1,0,1,1,1,-1,,9.9
2,3Lz,e,6.0,False,-1.2,-1,-3,-3,-2,-1,0,-1,-1,-1,0,,4.8
3,FSSp3,,2.3,False,0.1,1,1,-1,0,0,0,0,1,0,0,,2.4
4,2A,,3.5,False,0.8,0,1,1,1,0,1,0,1,1,0,,4.3
5,CCoSp4,,3.5,False,0.4,2,1,0,1,1,1,1,1,2,0,,3.9
6,SlSt1,,1.8,False,0.4,1,1,1,1,1,1,0,0,1,0,,2.2
7,SpSq4,,3.4,False,1.8,2,2,2,2,2,1,2,2,2,0,,5.2
8,LSp4,,2.6,False,1.1,3,3,2,3,3,1,3,2,3,1,,3.7
,,,32.6,,,,,,,,,,,,,,36.4
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,6.5,6.25,6.0,6.0,6.25,6.25,6.75,5.75,7.0,5.25,,6.1
,Transition / Linking Footwork  ,,,,0.8,6.25,5.75,5.0,5.75,6.0,6.0,5.75,4.75,6.5,5.25,,5.6
,Performance / Execution  ,,,,0.8,6.75,6.0,5.5,6.0,6.5,6.0,6.5,5.25,7.25,5.0,,5.85
,Choreography / Composition  ,,,,0.8,6.75,5.5,5.75,6.0,6.25,6.25,6.0,5.25,7.0,5.25,,5.8
,Interpretation  ,,,,0.8,6.75,6.0,5.0,6.25,6.25,6.25,6.5,5.5,7.0,5.25,,5.85
,,,,,,,,,,,,,,,,,23.36
Deduction,Time violation,-1.0
