9
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
10,Jeremy TEN,CAN,0,55.81,30.26,26.55,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,9,Ref,Scores of Panel
1,3A,,8.2,False,-2.24,-2,-2,-2,-1,-2,-1,-1,-2,-2,,5.96
2,3Lz<+COMBO,e,1.9,False,-1.0,-3,-3,-3,-3,-3,-3,-3,-3,-3,,0.9
3,FSSp4,,3.0,False,0.2,1,0,0,1,0,0,2,1,0,,3.2
4,3F,,5.5,False,0.8,0,1,0,1,1,1,2,1,1,,6.3
5,CiSt3,,3.3,False,0.1,0,0,0,0,0,1,1,1,0,,3.4
6,CSSp4,,3.0,False,0.2,0,1,0,1,0,0,1,0,1,,3.2
7,SlSt3,,3.3,False,0.0,0,0,0,0,0,0,0,1,0,,3.3
8,CCoSp4,,3.5,False,0.5,1,0,0,1,1,1,1,1,1,,4.0
,,,31.7,,,,,,,,,,,,,30.26
,Program Components,,,,Factor
,Skating Skills  ,,,,1.0,6.0,5.5,5.25,5.25,5.25,6.25,5.75,5.25,4.75,,5.5
,Transition / Linking Footwork  ,,,,1.0,5.75,5.25,4.75,5.0,4.25,5.75,4.0,5.0,4.25,,4.8
,Performance / Execution  ,,,,1.0,6.0,5.25,5.0,5.0,5.0,6.25,5.25,5.5,5.5,,5.35
,Choreography / Composition  ,,,,1.0,5.75,5.5,5.25,5.25,4.75,6.5,5.5,5.5,5.75,,5.5
,Interpretation  ,,,,1.0,6.0,5.5,5.25,5.0,5.0,6.0,5.5,5.5,5.25,,5.4
,,,,,,,,,,,,,,,,26.55
Deduction,Falls,-1.0
