ISU GP Trophee Eric Bompard 2013,,,,,
LADIES FREE SKATINGJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Adelina SOTNIKOVA RUS  7,129.80  65.15,,64.65,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz+2T e  7.30 -0.50 -1 -1 1,-1 -1 -1 0,,-1 0,6.80,
2 3F  5.30  1.30 2 1 2,2 2 2 2,,0 2,6.60,
3 3Lo  5.10  0.80 2 1 0,2 1 1 2,,0 1,5.90,
4 FCSp4  3.20  1.14 2 2 2,2 3 2 3,,3 2,4.34,
"",,,Info,,Info
5 2A+3T  8.14 x  1.40 2 2 2,3 1 2 2,,2 2,9.54,
6 3F+2T  7.26 x  0.40 1 0 0,1 1 0 1,,0 1,7.66,
7 3S  4.62 x  0.30 1 1 0,0 0 0 2,,0 1,4.92,
8 2A  3.63 x  0.64 2 1 1,2 1 1 2,,1 1,4.27,
9 LSp3  2.40  0.93 2 2 2,2 1 2 2,,1 2,3.33,
10 StSq3  3.30  0.86 2 2 1,2 1 2 2,,1 2,4.16,
11 ChSq1  2.00  1.20 2 1 1,2 2 3 2,,1 2,3.20,
12 CCoSp4  3.50  0.93 1 1 2,2 2 2 2,,2 2,4.43,
55.75,,,,65.15,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 7.75 8.00,7.75 8.25 8.50 8.25,,7.75 7.75,7.96,
Transition / Linking Footwork  1.60 7.75 7.75 7.50,7.75 7.75 8.25 8.25,,7.75 7.25,7.79,
Performance / Execution  1.60 8.25 8.50 8.25,8.25 8.50 8.50 8.50,,8.25 8.00,8.36,
Choreography / Composition  1.60 7.50 8.25 8.00,8.25 8.00 8.50 8.50,,8.00 8.25,8.18,
Interpretation  1.60 7.75 8.25 7.75,8.25 8.25 8.25 8.50,,8.00 8.00,8.11,
Judges Total Program Component Score (factored),,,,64.65,
Deductions:,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1e  Jump take off with wrong edge",,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Ashley WAGNER USA  9,127.62  61.81,,65.81,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+3T  9.40 -0.60 -1 -1 0,0 -1 0 -2,,-1 -2,8.80,
2 2A  3.30  0.64 1 2 1,1 1 2 2,,1 1,3.94,
3 3S  4.20  0.70 1 2 1,1 1 1 1,,1 1,4.90,
4 StSq3  3.30  0.86 1 2 2,2 2 2 1,,1 2,4.16,
5 FSSp4  3.00  0.79 1 2 1,1 2 2 2,,1 2,3.79,
6 3Lo+2A+SEQ  7.39 x  1.30 1 2 2,2 2 2 1,,2 2,8.69,
7 3Lz e  6.60 x -0.80 -1 -1 -2,-1 -1 -1 -1,,-2 -1,5.80,
8 3Lo  5.61 x  0.70 1 2 1,1 1 1 1,,1 1,6.31,
9 3F  5.83 x -1.40 -2 -2 -3,-2 -2 -2 -2,,-2 -2,4.43,
10 LSp3  2.40  1.00 2 2 2,1 2 2 2,,2 2,3.40,
11 ChSq1  2.00  1.30 2 2 2,2 1 2 2,,2 1,3.30,
12 CCoSp4  3.50  0.79 1 2 1,2 2 2 2,,1 1,4.29,
56.53,,,,61.81,
Program Components Factor,,,,,
Skating Skills  1.60 8.00 8.25 8.00,8.50 8.25 8.50 8.00,,8.50 8.50,8.29,
Transition / Linking Footwork  1.60 7.75 8.00 7.50,8.00 8.00 8.00 7.75,,8.00 7.75,7.89,
