ISU GP Cup of China 2011,,,,,
MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Artur GACHINSKI RUS  7,81.64  44.63,,37.01,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T+3T  14.40  0.86 -1 1 1,1 1 0 1,,1 1,15.26,
2 3A  8.50  1.86 1 2 2,2 2 2 2,,1 2,10.36,
3 3Lo  5.10  0.70 0 1 2,1 2 1 0,,1 1,5.80,
4 CCoSp4  3.50  0.43 0 1 1,1 1 1 1,,0 1,3.93,
Info,,,Info,,Info
5 CSSp1  1.90  0.14 0 1 1,0 1 0 0,,0 0,2.04,
6 CiSt3  3.30  0.71 1 2 2,2 2 1 1,,0 1,4.01,
7 FCSp3  2.80  0.43 1 1 0,1 2 1 1,,0 1,3.23,
39.50,,,,44.63,
Program Components Factor,,,,,
Skating Skills  1.00 7.00 7.75 7.75,7.00 7.25 8.00 7.25,,6.50 8.00,7.43,
Transition / Linking Footwork  1.00 6.50 7.50 7.25,6.75 7.00 7.50 6.75,,6.25 7.50,7.04,
Performance / Execution  1.00 7.00 7.75 7.50,8.00 7.50 8.00 7.00,,6.25 8.00,7.54,
Choreography / Composition  1.00 7.00 7.50 7.50,7.75 7.50 7.75 7.25,,6.25 8.00,7.46,
Interpretation  1.00 7.25 7.75 7.50,7.75 7.75 7.75 7.00,,6.00 7.75,7.54,
Judges Total Program Component Score (factored),,,,37.01,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Yuzuru HANYU JPN  5,81.37  44.93,,36.44,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 4T  10.30 -0.57 1 -1 -2,-1 0 -1 -2,,0 1,9.73,
2 3A  8.50  1.43 1 2 2,1 2 1 1,,2 1,9.93,
3 FCSp4  3.20  0.64 1 2 1,2 1 1 1,,2 1,3.84,
4 3Lz+3T  10.10  0.40 1 0 1,0 1 -1 1,,0 1,10.50,
5 SlSt3  3.30  0.71 1 2 1,1 1 2 1,,2 2,4.01,
6 CSSp4  3.00  0.71 1 2 2,2 1 1 1,,2 1,3.71,
7 CCoSp2  2.50  0.71 1 2 2,0 2 1 2,,1 1,3.21,
40.90,,,,44.93,
Program Components Factor,,,,,
Skating Skills  1.00 7.25 8.00 7.00,7.25 7.25 7.00 7.75,,8.00 7.50,7.43,
Transition / Linking Footwork  1.00 6.75 7.75 6.75,7.00 7.00 6.75 7.00,,7.50 7.25,7.04,
Performance / Execution  1.00 7.25 8.25 7.00,7.25 7.50 7.00 7.75,,7.75 7.50,7.43,
Choreography / Composition  1.00 6.75 7.50 7.00,6.75 7.25 7.00 7.50,,7.75 7.25,7.18,
Interpretation  1.00 6.75 8.00 7.25,7.00 7.50 7.25 7.50,,7.75 7.25,7.36,
Judges Total Program Component Score (factored),,,,36.44,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Jeremy ABBOTT USA  6,79.32  40.39,,38.93,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3F+3T  9.40  0.10 0 0 0,-1 1 0 1,,0 0,9.50,
2 3A  8.50  1.43 1 2 1,1 2 1 2,,2 1,9.93,
3 CSSp4  3.00  0.79 2 1 1,2 2 2 1,,1 2,3.79,
