ISU GP Cup of China 2011,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
1 Carolina KOSTNER ITA  10,61.88  31.44,,30.44,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3T+3T  8.20  1.20 2 2 2,2 2 2 1,,1 1,9.40,
2 3Lo  5.10 -1.40 -2 -2 -2,-3 -2 -2 -2,,-2 -2,3.70,
3 FCSp4  3.20  0.50 1 1 1,1 1 1 1,,1 1,3.70,
4 2A  3.30  0.50 1 2 1,1 1 1 1,,1 1,3.80,
Info,,,Info,,Info
5 LSp3  2.40  0.50 1 1 1,1 1 1 1,,1 1,2.90,
6 CiSt3  3.30  0.71 0 1 1,2 2 1 2,,1 2,4.01,
7 CCoSp4  3.50  0.43 1 1 1,1 0 0 1,,1 1,3.93,
29.00,,,,31.44,
Program Components Factor,,,,,
Skating Skills  0.80 8.25 7.75 7.50,7.50 8.00 7.00 7.75,,7.75 7.75,7.71,
Transition / Linking Footwork  0.80 7.75 7.50 7.00,7.25 7.50 6.50 7.50,,7.50 7.25,7.36,
Performance / Execution  0.80 7.75 7.50 7.25,7.75 7.75 6.50 7.75,,7.75 7.50,7.61,
Choreography / Composition  0.80 8.00 7.50 7.50,8.00 8.25 7.00 7.50,,8.00 7.75,7.75,
Interpretation  0.80 8.25 7.25 7.50,7.25 8.00 7.25 7.75,,7.75 7.75,7.61,
Judges Total Program Component Score (factored),,,,30.44,
Deductions:,,,,0.00,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
2 Mirai NAGASU USA  9,60.96  31.75,,29.21,0.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lo  5.10  0.90 2 2 1,1 1 1 2,,1 1,6.00,
2 3Lz+2T e  7.30 -0.50 0 -1 -1,0 0 -1 -1,,-1 -2,6.80,
3 2A  3.30  0.36 1 1 1,1 1 0 1,,0 0,3.66,
4 LSp4  2.70  1.00 2 2 2,2 2 2 3,,1 2,3.70,
5 FCSp4  3.20  0.79 2 2 2,1 1 1 2,,1 2,3.99,
6 SlSt2  2.60  0.50 1 2 1,0 1 1 1,,1 1,3.10,
7 CCoSp4  3.50  1.00 2 2 2,2 2 2 3,,1 2,4.50,
27.70,,,,31.75,
Program Components Factor,,,,,
Skating Skills  0.80 7.00 7.25 7.50,7.50 7.25 7.00 8.00,,7.50 7.00,7.29,
Transition / Linking Footwork  0.80 6.75 7.00 7.00,7.25 7.75 6.50 8.25,,7.25 6.75,7.11,
Performance / Execution  0.80 6.75 7.50 7.50,7.50 7.50 7.25 8.00,,7.50 7.00,7.39,
Choreography / Composition  0.80 7.00 7.50 7.25,7.25 8.00 7.00 8.25,,7.50 6.75,7.36,
Interpretation  0.80 7.00 7.25 7.50,7.50 7.75 7.25 7.75,,7.25 6.75,7.36,
Judges Total Program Component Score (factored),,,,29.21,
Deductions:,,,,0.00,
e  Jump take off with wrong edge,,,,,
Starting,Total Total,,Total,Total,
Rank Name Nation Number,Segment Element,,Program  Component,Deductions,
"",Score Score,,Score (factored),,
3 Adelina SOTNIKOVA RUS  4,53.74  29.66,,25.08,-1.00,
"# Executed Base GOE",The Judges Panel,,,Ref Scores,
Elements Value,(in random order),,,of Panel,
1 3Lz e  6.00 -2.10 -3 -3 -3,-3 -3 -3 -3,,-3 -3,3.90,
2 3F+2T  6.60  0.30 0 0 1,0 1 1 0,,-1 1,6.90,
