ISU European Figure Skating Championships 2016,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
1 Evgenia MEDVEDEVA RUS  33,72.55  38.78,,,33.77,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 CCoSp3p4  3.50  1.00 2 2 2,2 3 2 2,,,2 2,4.50,
2 StSq4  3.90  1.50 1 3 2,2 3 2 2,,,2 2,5.40,
3 3F+3T  10.56 x  1.40 2 2 2,2 2 2 2,,,2 2,11.96,
4 2A  3.63 x -0.93 -2 -2 -2,-2 -2 -2 -1,,,-2 -1,2.70,
"",Info,,,,,Info
5 3Lo  5.61 x  0.50 2 0 0,1 1 1 1,,,-1 1,6.11,
6 FCSp4  3.20  1.00 2 2 1,2 2 2 2,,,2 2,4.20,
7 LSp4  2.70  1.21 3 2 2,3 3 2 2,,,2 3,3.91,
33.10,,,,,38.78,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 8.75 8.00,8.75 8.25 8.50 8.75,,,8.00 8.25,8.36,
Transition / Linking Footwork  0.80 7.50 8.25 8.00,8.50 8.25 8.00 8.25,,,8.25 8.50,8.21,
Performance / Execution  0.80 7.75 9.00 8.25,9.00 8.00 8.50 9.00,,,7.75 9.00,8.50,
Choreography / Composition  0.80 6.50 8.75 8.50,8.50 8.50 8.50 8.75,,,8.00 8.75,8.50,
Interpretation  0.80 7.00 9.00 8.50,9.00 8.75 8.25 9.00,,,8.25 8.75,8.64,
Judges Total Program Component Score (factored),,,,,33.77,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
2 Elena RADIONOVA RUS  31,70.96  38.10,,,32.86,0.00,
"# Executed Base GOE",The Judges Panel,,,,Ref Scores,
Elements Value,(in random order),,,,of Panel,
1 3Lz+3T  10.30  0.70 1 1 1,2 1 1 1,,,0 1,11.00,
2 FCSp4  3.20  0.64 2 1 2,1 2 1 1,,,1 1,3.84,
3 CCoSp3p4  3.50  0.50 1 1 2,1 1 1 1,,,1 1,4.00,
4 3F  5.83 x  0.10 -1 -2 0,1 1 -1 2,,,-1 2,5.93,
5 2A  3.63 x  0.21 2 0 1,0 1 0 0,,,0 1,3.84,
6 StSq4  3.90  1.60 2 2 2,1 3 2 2,,,3 3,5.50,
7 LSp4  2.70  1.29 3 2 3,3 3 2 2,,,3 2,3.99,
33.06,,,,,38.10,
Program Components Factor,,,,,,
Skating Skills  0.80 8.25 8.25 8.50,8.00 8.75 8.00 8.50,,,8.25 8.25,8.29,
Transition / Linking Footwork  0.80 7.75 7.50 7.50,7.75 8.00 7.75 8.00,,,7.25 8.00,7.75,
Performance / Execution  0.80 8.50 8.00 8.75,8.00 8.75 8.25 8.50,,,8.50 8.50,8.43,
Choreography / Composition  0.80 8.25 7.75 8.25,8.50 8.50 7.75 8.25,,,8.25 8.75,8.25,
Interpretation  0.80 8.50 8.25 8.50,8.00 8.75 7.75 8.50,,,8.25 8.50,8.36,
Judges Total Program Component Score (factored),,,,,32.86,
Deductions:,,,,,0.00,
"x  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
ISU European Figure Skating Championships 2016,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
Starting,Total Total,,,Total,Total,
Rank Name Nation Number,Segment Element,,,Program  Component,Deductions,
"",Score Score,,,Score (factored),,
