LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
1 Yu-Na KIM,KOR  71.95,41.49,,,30.46,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 3F+3T  9.50,2.00 2 2 2 2 1,1 2 2,,2,2 2 2,11.50
2 SpSq4  3.40,0.43 1 2 0 0 1,0 1 1,,0,0 0 0,3.83
3 FSSp3  2.30,0.36 1 2 0 1 1,1 1 1,,0,1 1 0,2.66
4 3Lz  6.00,1.71 2 2 2 2 1,2 0 2,,1,2 1 1,7.71
5 SlSt3  3.10,0.57 1 1 1 2 1,1 2 1,,1,2 2 1,3.67
6 LSp4  2.60,0.79 2 2 1 1 2,1 2 2,,1,2 1 1,3.39
7 2A  3.30,1.29 2 2 0 1 1,1 2 1,,1,3 1 1,4.59
8 CCoSp4  3.50,0.64 2 2 0 1 2,1 2 2,,0,2 2 0,4.14
33.70,,,,,,41.49
Program Components,Factor,,,,,
Skating Skills,0.80 8.25 8.00 7.00 8.25 7.75,7.50 8.00 7.75,,7.25,8.50 7.50 7.25,7.79
Transition / Linking Footwork,0.80 7.75 7.50 7.00 7.50 7.25,7.25 7.50 7.25,,6.50,7.00 7.25 7.00,7.21
Performance / Execution,0.80 8.00 8.00 7.25 8.00 7.75,7.50 8.00 8.00,,7.00,8.50 7.75 7.00,7.71
Choreography / Composition,0.80 8.00 8.00 7.00 8.00 7.50,7.25 7.75 8.00,,6.75,7.75 7.50 7.00,7.61
Interpretation,0.80 8.00 8.00 7.00 8.25 7.75,7.25 8.00 8.00,,7.25,8.50 7.75 7.00,7.75
Judges Total Program Component Score (factored),,,,,,30.46
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
2 Miki ANDO,JPN  67.98,38.67,,,29.31,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 3Lz+3Lo  11.00,0.86 1 1 0 1 0,1 0 1,,1,1 1 2,11.86
2 3F  5.50,0.43 1 1 0 1 1,1 0 -1,,0,-1 -1 1,5.93
3 LSp2  1.80,0.21 1 1 0 1 1,0 1 0,,0,0 1 0,2.01
4 2A  3.30,1.00 2 1 1 1 1,1 1 1,,0,1 1 1,4.30
5 SpSq4  3.40,1.00 2 2 0 1 1,1 1 1,,1,0 1 1,4.40
6 FSSp4  3.00,0.07 1 1 0 0 0,1 1 0,,0,-1 1 0,3.07
7 SlSt3  3.10,0.71 2 1 2 3 1,1 2 1,,1,1 2 2,3.81
8 CCoSp3  3.00,0.29 2 2 0 1 0,2 1 -1,,0,0 1 1,3.29
34.10,,,,,,38.67
Program Components,Factor,,,,,
Skating Skills,0.80 8.00 7.50 6.75 8.50 7.50,7.75 7.50 7.50,,7.50,6.75 7.50 7.75,7.50
Transition / Linking Footwork,0.80 7.50 6.75 6.75 7.50 7.00,7.50 7.00 6.75,,6.75,6.75 7.00 7.25,6.96
Performance / Execution,0.80 8.00 7.50 6.75 7.75 7.50,7.75 7.75 7.25,,7.25,6.75 7.25 7.75,7.39
Choreography / Composition,0.80 8.00 7.50 6.50 7.75 7.25,7.75 7.50 7.25,,7.00,7.00 7.00 7.75,7.36
Interpretation,0.80 9.00 7.50 6.50 8.00 7.25,7.75 7.75 7.00,,6.75,7.50 7.00 8.00,7.43
Judges Total Program Component Score (factored),,,,,,29.31
Deductions:,,,,,,0.00
"",Total,Total,,,Total,Total
"",NOC Segment,Element,,,Program  Component,Deductions
Rank Name,,,,,,
"",Code Score,Score,,,Score (factored),
"",=,+,,,+,-
3 Carolina KOSTNER,ITA  67.15,38.38,,,28.77,0.00
"# Executed Base",GOE The Judges Panel,,,,,Scores
Elements Value,(in random order),,,,,of Panel
1 3F+3T  9.50,1.71 3 2 2 2 0,0 0 2,,1,2 1 1,11.21
2 3Lz  6.00,0.71 2 2 1 1 -2,-1 0 1,,0,0 1 0,6.71
3 2A  3.30,0.71 2 2 0 0 1,0 1 1,,0,1 1 0,4.01
