MEN SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,,
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
1 Brian JOUBERT,FRA,,83.64  44.85,,,38.79,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 4T+3T  13.00,0.86 1 1 1 0,,1 1 1 1,,1,1 0 1,13.86
2 3A  7.50,0.86 0 1 1 0,,1 1 1 1,,0,1 0 1,8.36
3 FSSp4  3.00,0.50 1 0 1 1,,2 1 0 1,,1,2 1 1,3.50
4 3F  5.50,-1.00 -1 -1 -1 -1,,-1 -1 -1 -1,,-2,-1 -1 -1,4.50
5 CiSt3  3.10,0.64 0 1 1 1,,2 1 1 1,,0,2 0 2,3.74
6 CCoSp4  3.50,0.43 0 0 1 1,,1 0 1 0,,0,1 1 1,3.93
7 SlSt3  3.10,0.50 0 1 1 0,,2 1 1 1,,0,1 1 1,3.60
8 CSSp4  3.00,0.36 1 1 1 0,,2 1 1 0,,0,1 1 0,3.36
41.70,,,,,,,44.85
Program Components,Factor,,,,,,
Skating Skills,1.00 7.75 8.00 8.00 7.75,,8.00 7.50 7.75 7.25,,7.50,8.00 7.25 8.00,7.82
Transition / Linking Footwork,1.00 7.25 7.75 7.75 7.25,,7.75 7.25 7.50 7.50,,7.00,7.50 7.25 7.25,7.50
Performance / Execution,1.00 7.75 8.50 8.00 7.50,,8.00 7.75 7.75 7.50,,7.50,8.00 7.50 8.00,7.82
Choreography / Composition,1.00 7.50 8.25 8.00 7.50,,7.75 7.50 7.50 7.75,,7.25,7.75 7.25 8.25,7.79
Interpretation,1.00 7.75 8.50 8.25 7.25,,8.00 7.75 7.75 7.50,,7.25,8.00 7.50 8.00,7.86
Judges Total Program Component Score (factored),,,,,,,38.79
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
2 Jeffrey BUTTLE,CAN,,79.90  42.76,,,37.14,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F+3T  9.50,1.14 1 1 1 1,,1 2 1 2,,2,1 1 2,10.64
2 3A  7.50,1.00 1 1 0 1,,1 1 1 1,,0,1 1 1,8.50
3 FSSp4  3.00,0.07 1 0 0 0,,0 1 -1 0,,1,0 1 1,3.07
4 3Lz  6.00,0.00 0 0 0 -1,,0 0 0 0,,0,0 0 0,6.00
5 CSSp4  3.00,0.07 0 0 0 0,,0 0 0 0,,0,0 1 1,3.07
6 CiSt3  3.10,0.64 1 2 1 1,,2 1 1 1,,0,1 1 2,3.74
7 SlSt3  3.10,0.43 1 2 0 1,,1 1 0 1,,1,0 1 2,3.53
8 CCoSp4  3.50,0.71 1 1 1 2,,1 2 1 2,,2,1 2 2,4.21
38.70,,,,,,,42.76
Program Components,Factor,,,,,,
Skating Skills,1.00 8.00 8.00 7.25 7.50,,7.25 7.50 7.50 7.50,,7.50,7.25 7.50 8.25,7.50
Transition / Linking Footwork,1.00 7.75 7.75 7.00 7.25,,7.00 7.25 7.25 7.25,,7.25,7.00 7.00 7.25,7.14
Performance / Execution,1.00 8.00 8.00 7.50 7.50,,7.25 7.75 7.25 7.50,,7.50,7.25 7.50 8.00,7.50
Choreography / Composition,1.00 8.00 8.25 7.25 7.50,,7.25 7.50 7.50 7.25,,7.50,7.00 7.25 8.25,7.46
Interpretation,1.00 8.25 8.25 7.50 7.25,,7.25 7.75 7.75 7.50,,7.50,7.25 7.50 8.00,7.54
Judges Total Program Component Score (factored),,,,,,,37.14
Deductions:,,,,,,,0.00
"",,,Total Total,,,Total,Total
"",NOC,,Segment Element,,,Program  Component,Deductions
Rank Name,,,,,,,
"",Code,,Score Score,,,Score (factored),
"",,,= +,,,+,-
3 Daisuke TAKAHASHI,JPN,,74.51  36.94,,,37.57,0.00
"# Executed Base",GOE,,The Judges Panel,,,,Scores
Elements Value,,,(in random order),,,,of Panel
1 3F+3T<  6.80,-1.57 -2 -1 -1 -2,,-2 -2 -2 -1,,-1,-1 -2 -2,5.23
