ICE DANCING COMPULSORY DANCE,JUDGES DETAILS PER SKATER,,,,
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
1 Marie-France DUBREUIL / Patrice LAUZON,CAN  38.96  19.77,,,19.19,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.40  0.47,1 2 2 0 2 2 2 1,,1,1 2 1,1.87
2 1S2  1.70  0.41,2 2 1 1 1 1 1 1,,1,1 2 0,2.11
3 2S1  1.50  0.41,1 2 2 1 2 2 2 1,,1,1 1 0,1.91
4 2S2  2.00  0.50,2 1 1 1 1 1 1 0,,1,0 2 1,2.50
5 3S1  1.70  0.36,1 2 2 1 1 1 1 1,,1,1 2 1,2.06
6 3S2  2.30  0.61,2 2 1 2 1 1 1 0,,1,0 1 1,2.91
7 4S1  2.20  0.90,1 2 2 1 2 2 2 1,,1,0 2 1,3.10
8 4S2  2.70  0.61,2 1 1 1 1 1 1 1,,1,0 2 0,3.31
15.50,,,,,19.77
Program Components Factor,,,,,
Skating Skills  0.75,7.75 8.25 8.00 7.75 8.00 7.75 8.00 7.50,,7.75,7.25 7.75 7.50,7.75
Timing  0.75,7.75 8.00 7.75 7.50 7.50 7.75 7.75 7.25,,7.50,7.25 7.50 7.50,7.54
Performance / Execution  0.50,7.75 8.00 7.75 7.50 7.75 8.50 8.00 7.50,,7.50,7.25 7.75 7.75,7.71
Interpretation  0.50,7.75 8.25 8.00 7.75 8.00 8.50 8.00 7.50,,7.50,7.00 7.50 7.75,7.71
Judges Total Program Component Score (factored),,,,,19.19
Deductions:,,,,,0.00
"",Total Total,,,Total,Total
"",NOC Segment Element,,,Program  Component,Deductions
Rank Name,,,,,
"",Code Score Score,,,Score (factored),
"",= +,,,+,-
2 Albena DENKOVA / Maxim STAVISKI,BUL  37.42  18.76,,,18.66,0.00
"# Executed Base GOE",The Judges Panel,,,,Scores
Elements Value,(in random order),,,,of Panel
1 1S1  1.40  0.36,1 1 2 1 1 1 1 2,,1,1 2 1,1.76
2 1S2  1.70  0.36,1 2 2 1 1 1 1 0,,1,1 2 1,2.06
3 2S1  1.50  0.30,1 1 1 2 1 1 1 1,,1,0 1 1,1.80
4 2S2  2.00  0.43,2 1 2 1 0 1 0 1,,1,1 2 0,2.43
5 3S1  1.70  0.33,1 2 1 1 0 0 1 1,,2,0 2 0,2.03
6 3S2  2.30  0.51,2 1 1 1 1 1 1 1,,1,0 1 -1,2.81
7 4S1  2.20  0.63,1 2 2 2 0 0 1 1,,2,0 2 0,2.83
8 4S2  2.70  0.34,1 1 1 1 1 0 0 0,,1,0 2 0,3.04
15.50,,,,,18.76
Program Components Factor,,,,,
