8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
1,Ashley WAGNER,USA,7,60.61,30.58,30.03,0.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,3F+2T,,6.6,False,1.28,2,2,1,1,2,2,2,2,,7.88
2,LSp4,,2.7,False,1.08,3,2,2,2,3,2,2,2,,3.78
3,CCoSp3,,3.0,False,0.83,1,1,1,2,3,2,2,2,,3.83
4,2A,,3.63,True,0.75,2,1,1,1,2,2,2,1,,4.38
5,3Lo,,5.61,True,-0.93,-2,-1,-2,0,-1,-1,-2,-1,,4.68
6,StSq2,,2.6,False,0.5,1,1,1,1,1,1,1,1,,3.1
7,FSSp3,,2.6,False,0.33,1,0,0,1,1,1,1,0,,2.93
,,,26.74,,,,,,,,,,,,30.58
,Program Components,,,,Factor
,Skating Skills  ,,,,0.8,7.5,7.25,7.0,7.0,8.0,7.75,7.5,7.5,,7.42
,Transition / Linking Footwork  ,,,,0.8,7.5,7.25,6.75,6.75,7.75,7.5,7.5,7.5,,7.33
,Performance / Execution  ,,,,0.8,8.0,7.25,6.75,7.0,8.0,7.5,7.75,7.5,,7.5
,Choreography / Composition  ,,,,0.8,7.75,7.5,7.25,7.0,8.25,7.75,7.5,7.25,,7.5
,Interpretation  ,,,,0.8,8.25,7.75,7.0,7.25,8.5,7.75,7.75,8.0,,7.79
,,,,,,,,,,,,,,,30.03
