ISU GP Skate Canada International 2010,,,,,,
MEN FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
1 Patrick CHAN CAN,9,166.32  83.18,,84.14,-1.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 4T  10.30  2.00 3 2,2,2 2 2 2,,2 2,12.30,
2 3A  8.50 -3.00 -3 -3,-3,-3 -3 -3 -3,,-3 -3,5.50,
3 3Lz  6.00  0.30 1 1,0,0 2 1 0,,0 0,6.30,
4 SlSt3  3.30  1.00 2 2,2,2 2 3 2,,1 2,4.30,
"",,Info,,,,Info
5 FSSp4  3.00  0.79 2 2,1,1 2 2 1,,0 2,3.79,
6 3A+2T  10.89 x  0.29 0 1,0,1 1 0 0,,0 0,11.18,
7 3Lz+1Lo+2S  8.69 x  0.30 0 0,0,1 2 1 0,,0 1,8.99,
8 CSSp3  2.60  0.57 1 1,1,1 2 1 1,,2 1,3.17,
9 3F  5.83 x  0.30 0 1,0,0 1 1 1,,-1 0,6.13,
10 3Lo+3T< <  8.80 x -0.70 -1 -1,-1,-1 -1 -1 -1,,-1 -1,8.10,
11 2A  3.63 x  0.50 1 1,1,0 1 1 2,,1 1,4.13,
12 ChSt1  2.00  3.00 3 3,3,3 3 3 2,,3 3,5.00,
13 CCoSp4  3.50  0.79 2 2,2,1 1 3 1,,1 2,4.29,
77.04,,,,,83.18,
Program Components Factor,,,,,,
Skating Skills  2.00 8.50 8.50,8.50,8.00 9.00 9.25 7.75,,8.50 8.75,8.54,
Transition / Linking Footwork  2.00 8.25 9.00,8.00,8.00 8.75 8.50 7.50,,8.00 8.00,8.21,
Performance / Execution  2.00 8.50 8.50,8.50,8.25 8.00 9.00 7.50,,8.75 8.25,8.39,
Choreography / Composition  2.00 8.25 9.00,8.50,8.25 8.25 9.00 7.75,,9.00 8.50,8.54,
Interpretation  2.00 8.25 8.50,8.75,8.25 8.25 8.50 7.75,,8.50 8.50,8.39,
Judges Total Program Component Score (factored),,,,,84.14,
Deductions: Falls: -1.00,,,,,-1.00,
"<  Under-rotated jumpx  Credit for highlight distribution, base value multiplied by 1.1",,,,,,
"",Starting,Total Total,,Total,Total,
Rank Name Nation,Number,Segment Element,,Program  Component,Deductions,
"",,Score Score,,Score (factored),,
2 Adam RIPPON USA,10,155.51  80.35,,75.16,0.00,
"# Executed Base GOE",,The Judges Panel,,,Ref Scores,
Elements Value,,(in random order),,,of Panel,
1 3A+2T  9.90  0.86 1 1,0,1 1 1 0,,1 1,10.76,
2 2A  3.30  0.50 3 1,1,1 1 1 1,,1 1,3.80,
3 3Lz  6.00  1.60 3 3,2,2 1 2 3,,2 2,7.60,
4 CiSt2  2.30  0.50 1 2,1,1 1 1 1,,0 1,2.80,
5 FCSSp3  2.60  0.43 1 2,1,1 1 1 1,,0 0,3.03,
6 3A  9.35 x -2.00 -2 -2,-2,-2 -2 -2 -3,,-2 -2,7.35,
7 3F+3T  10.34 x  0.80 1 2,1,1 1 1 1,,1 2,11.14,
8 3Lz+2T+2Lo  10.12 x  0.60 1 1,1,1 0 0 1,,2 1,10.72,
9 3Lo  5.61 x  0.80 1 2,1,1 1 1 1,,2 1,6.41,
10 CCoSp4  3.50  0.21 0 1,0,0 1 0 1,,0 1,3.71,
11 ChSt1  2.00  1.57 2 2,1,2 1 2 2,,0 1,3.57,
12 3S  4.62 x  0.70 1 2,1,1 1 1 1,,1 1,5.32,
13 FCCoSp4  3.50  0.64 1 2,2,1 1 1 2,,1 1,4.14,
73.14,,,,,80.35,
Program Components Factor,,,,,,
