8
Rank,Name,Nation,Starting Number,Total Segment Score,Total Element Score,Total Program Component Score (factored),Total Deductions
8,Andrea CHONG / Guillame GFELLER,CAN,0,67.46,37.2,31.26,1.00
#,Executed Elements,Info,Base Value,Bonus,GOE,1,2,3,4,5,6,7,8,Ref,Scores of Panel
1,SlLi4,,4.0,False,0.3,1,1,1,0,0,0,1,1,,4.3
2,STw2,,3.5,False,-0.6,-2,-1,-1,-2,-1,-1,-1,-1,,2.9
3,CiSt3,,7.2,False,0.2,0,1,1,0,0,0,0,0,,7.4
4,CoSp4,,4.7,False,0.0,0,0,0,0,0,0,1,0,,4.7
5,CuLi4+RoLi4,,6.4,False,0.0,0,1,1,-1,0,-1,0,1,,6.4
6,DiSt2,,5.4,False,0.0,0,0,0,0,0,0,0,-1,,5.4
7,RoLi1,,2.5,False,0.5,1,1,2,1,1,0,1,0,,3.0
8,CuLi2,,3.0,False,0.1,0,1,1,-1,0,0,0,0,,3.1
,,,36.7,,,,,,,,,,,,37.2
,Program Components,,,,Factor
,Skating Skills  ,,,,1.25,5.75,4.75,5.5,5.0,5.25,5.25,5.25,5.5,,5.25
,Linking Footwork / Movement  ,,,,1.75,5.25,4.5,5.0,4.75,5.0,5.0,5.25,5.25,,5.0
,Performance  ,,,,1.0,5.0,5.0,6.25,5.0,5.25,5.25,5.5,5.5,,5.2
,Choreography  ,,,,1.0,5.25,4.75,6.5,5.25,5.0,5.0,6.25,5.25,,5.35
,Interpretation / Timing  ,,,,1.0,5.5,4.5,6.0,5.25,5.25,5.25,5.75,5.5,,5.4
,,,,,,,,,,,,,,,31.26
Deduction,Extended lifts,-1.0
