ISU GP Trophee Eric Bompard,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Isabelle DELOBEL / Olivier SCHOENFELDER FRA,91.60  43.50,,,48.10,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CoSp2  3.50  0.60 1 1 1 1,1 2 0 2,,1,- - -,4.10,
2 SlLi4  4.00  0.90 2 2 2 2,2 2 1 Info 1,,2,- - -,4.90,Info
3 CiSt2  6.40  1.20 1 2 2 1,1 2 1 1,,1,- - -,7.60,
4 RoLi3  3.50  0.70 1 2 2 1,1 1 2 2,,1,- - -,4.20,
5 STw3  4.00  0.30 0 0 -1 1,0 1 1 1,,0,- - -,4.30,
6 CuLi4  4.00  1.10 1 1 3 2,2 3 1 3,,1,- - -,5.10,
7 CuLi4+RoLi4  6.40  0.90 1 2 2 2,1 2 1 2,,2,- - -,7.30,
8 MiSt2  5.40  0.60 0 1 2 0,1 0 0 1,,1,- - -,6.00,
9 Li+TRANS  0.00  0.00 - - - -,- - - -,,-,- - -,0.00,
37.20,,,,,43.50,
Program Components Factor,,,,,,
Skating Skills  1.25 8.00 8.25 8.25 7.75,8.25 8.50 7.75 8.25,,7.50,- - -,8.05,
Linking Footwork / Movement  1.75 7.75 8.00 8.00 7.75,8.00 8.25 7.25 8.50,,7.25,- - -,7.85,
Performance  1.00 8.00 8.25 8.50 8.00,8.25 8.50 7.75 8.25,,7.75,- - -,8.15,
Choreography  1.00 7.75 8.25 8.00 8.00,8.00 8.50 7.75 8.50,,7.50,- - -,8.05,
Interpretation / Timing  1.00 8.00 8.50 8.25 7.75,8.00 8.50 8.00 8.50,,7.75,- - -,8.10,
Judges Total Program Component Score (factored),,,,,48.10,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Federica FAIELLA / Massimo SCALI ITA,89.33  44.30,,,45.03,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 CuLi4  4.00  0.80 1 1 2 1,1 2 1 2,,2,- - -,4.80,
2 CoSp4  4.70  0.50 1 2 1 1,0 1 1 1,,1,- - -,5.20,
3 SeLi2  4.80  0.40 1 1 1 2,-1 1 1 0,,1,- - -,5.20,
4 CiSt3  7.20  0.80 0 1 1 1,1 0 1 0,,1,- - -,8.00,
5 SlLi4  4.00  0.50 1 1 0 1,1 1 1 1,,1,- - -,4.50,
6 STw4  4.70  0.40 0 1 1 0,1 2 0 1,,1,- - -,5.10,
7 MiSt3  6.20  0.80 1 1 1 1,0 0 1 1,,1,- - -,7.00,
8 RoLi4  4.00  0.50 0 1 1 1,0 1 1 1,,1,- - -,4.50,
9 Li+TRANS  0.00  0.00 - - - -,- - - -,,-,- - -,0.00,
39.60,,,,,44.30,
Program Components Factor,,,,,,
Skating Skills  1.25 7.50 7.50 7.50 7.50,7.50 7.75 7.50 7.25,,7.50,- - -,7.50,
Linking Footwork / Movement  1.75 7.25 7.25 7.50 7.50,7.25 7.75 7.25 7.50,,7.25,- - -,7.40,
Performance  1.00 7.25 7.50 7.75 7.50,7.50 8.00 7.50 7.25,,7.50,- - -,7.55,
Choreography  1.00 7.50 7.50 7.50 7.50,7.50 8.50 7.50 7.25,,7.50,- - -,7.50,
Interpretation / Timing  1.00 7.50 7.50 7.75 7.75,7.25 8.00 7.50 7.50,,7.75,- - -,7.65,
Judges Total Program Component Score (factored),,,,,45.03,
Deductions:,,,,,0.00,
"*  Invalid element",,,,,,
ISU GP Trophee Eric Bompard,,,,,,
ICE DANCE FREE DANCEJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Sinead KERR / John KERR GBR,89.12  44.60,,,44.52,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
