ISU GP Trophee Eric Bompard,,,,,,,
PAIRS FREE SKATINGJUDGES DETAILS PER SKATER,,,,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
1 Aliona SAVCHENKO / Robin SZOLKOWY GER,,120.32  60.20,61.12,,1.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3T+3T+SEQ  6.40  0.00 -1 1 0 -1,,0 0 0 0 0,- - -,,6.40,,
2 3LzTw2  5.50  0.42 0 1 0 2,,1 1 Info 1 1 0,- - -,,5.92,,Info
3 3S  4.50  1.20 1 1 1 1,,1 2 2 1 1,- - -,,5.70,,
4 FCCoSp3  3.00  0.50 1 1 1 1,,1 1 1 1 1,- - -,,3.50,,
5 BoDs3  4.00  0.70 1 2 1 1,,1 1 1 1 1,- - -,,4.70,,
6 CiSt3  3.30  0.60 1 2 1 2,,2 1 1 2 1,- - -,,3.90,,
7 3FTh  6.05 x -2.00 -3 -3 -3 -3,,-3 -3 -3 -3 -3,- - -,,4.05,,
8 5ALi4  7.15 x  1.20 1 2 1 2,,1 0 1 2 1,- - -,,8.35,,
9 5TLi4  6.60 x  0.50 0 0 0 0,,1 2 1 2 2,- - -,,7.10,,
10 1STh  1.32 x -0.24 -1 0 -1 -2,,-2 -1 -2 -1 0,- - -,,1.08,,
11 3Li4  4.40 x  0.40 1 1 0 2,,1 0 1 2 1,- - -,,4.80,,
12 PCoSp4  4.50  0.20 1 1 0 1,,1 0 1 0 0,- - -,,4.70,,
56.72,,,,,60.20,,
Program Components Factor,,,,,,,
Skating Skills  1.60 7.75 7.75 7.75 7.25,,7.50 7.50 8.00 7.75 7.50,- - -,,7.70,,
Transition / Linking Footwork  1.60 7.50 7.50 7.50 7.50,,7.25 7.75 7.50 6.75 7.50,- - -,,7.50,,
Performance / Execution  1.60 7.75 7.25 8.00 7.25,,7.25 8.25 7.50 7.25 7.75,- - -,,7.65,,
Choreography / Composition  1.60 7.75 7.50 7.50 7.75,,7.75 8.25 8.00 7.50 7.50,- - -,,7.65,,
Interpretation  1.60 7.75 7.25 8.00 7.25,,7.50 8.25 7.75 7.00 7.75,- - -,,7.70,,
Judges Total Program Component Score (factored),,,,,61.12,,
Deductions: Falls: -1.00,,,,,-1.00,,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",,"<  Downgraded jump x  Credit for highlight distribution, base value multiplied by 1.1",,,,,
"",,Total Total,Total,Total,,,
NOC,,Segment Element,Program  Component,Deductions,,,
Rank Name,,,,,,,
Code,,Score Score,Score (factored),,,,
"",,= +,+,,-,,
2 Meagan DUHAMEL / Craig BUNTIN CAN,,107.97  58.37,51.60,,2.00,,
"# Executed Base GOE",,The Judges Panel,,,Scores,,
Elements Value,,(in random order),,of Panel,,,
1 3T+3T+SEQ  6.40 -0.20 0 1 -1 0,,0 -1 0 -1 1,- - -,,6.20,,
2 5ALi4  6.50  0.60 1 1 0 1,,1 1 0 1 0,- - -,,7.10,,
3 2S  1.30 -0.84 -2 -2 -3 -2,,-2 -3 -3 -3 -2,- - -,,0.46,,
4 2FTw4  4.50  0.50 1 2 1 1,,0 1 1 1 1,- - -,,5.00,,
5 FiDs4  3.50  0.70 1 1 1 1,,0 1 1 1 1,- - -,,4.20,,
6 3LoTh  5.50 x  1.26 2 2 1 2,,1 2 2 2 1,- - -,,6.76,,
7 5SLi4  6.60 x  0.30 1 2 0 0,,1 1 0 1 0,- - -,,6.90,,
8 3LzTh  6.05 x  0.70 1 1 1 1,,1 1 1 1 0,- - -,,6.75,,
9 3Li4  4.40 x  0.00 0 0 0 0,,0 0 0 0 1,- - -,,4.40,,
10 FCCoSp4  3.50  0.20 0 1 -1 1,,0 0 1 1 0,- - -,,3.70,,
11 SlSt2  2.30  0.10 0 0 0 0,,0 1 0 1 0,- - -,,2.40,,
12 PCoSp4  4.50  0.00 0 1 0 1,,1 0 0 0 0,- - -,,4.50,,
55.05,,,,,58.37,,
Program Components Factor,,,,,,,
Skating Skills  1.60 6.50 6.75 6.50 6.00,,6.00 7.00 6.50 6.75 6.25,- - -,,6.60,,
