ISU GP Trophee Eric Bompard,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Aliona SAVCHENKO / Robin SZOLKOWY GER,68.18  37.98,,,30.20,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3T  4.00  1.00 1 0 2 1,0 1 1 1,,1,- - -,5.00,
2 3FTh  5.50  0.98 1 2 3 1,2 2 1 In2fo,,1,- - -,6.48,Info
3 3LzTw2  5.50  0.00 1 -1 1 -1,1 0 0 1,,0,- - -,5.50,
4 FCCoSp3  3.00  0.50 0 2 2 1,1 2 0 1,,1,- - -,3.50,
5 3Li4  4.00  0.80 2 1 2 1,1 2 2 2,,1,- - -,4.80,
6 SpSq4  3.40  1.00 1 0 1 1,1 2 1 1,,1,- - -,4.40,
7 FiDs4  3.50  0.70 2 1 2 1,1 1 0 1,,1,- - -,4.20,
8 PCoSp2  3.50  0.60 2 0 3 1,1 1 1 2,,1,- - -,4.10,
32.40,,,,,37.98,
Program Components Factor,,,,,,
Skating Skills  0.80 7.00 7.50 7.50 7.75,7.50 8.00 7.50 8.00,,8.00,- - -,7.75,
Transition / Linking Footwork  0.80 6.50 7.25 7.00 7.25,7.00 7.75 7.50 7.50,,7.25,- - -,7.35,
Performance / Execution  0.80 7.00 7.50 8.50 7.75,7.25 6.75 7.75 7.75,,7.50,- - -,7.50,
Choreography / Composition  0.80 7.25 7.50 8.00 7.50,7.00 7.75 7.50 8.00,,7.50,- - -,7.55,
Interpretation  0.80 6.75 7.25 8.25 7.75,7.25 7.25 8.00 8.00,,7.75,- - -,7.60,
Judges Total Program Component Score (factored),,,,,30.20,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Maria MUKHORTOVA / Maxim TRANKOV RUS,64.84  37.60,,,27.24,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3LzTw1  5.00  0.42 0 -1 0 0,1 1 1 1,,1,- - -,5.42,
2 3T  4.00  0.60 0 0 2 1,0 1 0 1,,1,- - -,4.60,
3 SpSq4  3.40  0.60 1 0 1 1,1 1 0 1,,0,- - -,4.00,
4 3LoTh  5.00  0.98 1 1 2 2,1 2 1 1,,2,- - -,5.98,
5 FiDs4  3.50  0.70 1 1 1 1,1 1 1 1,,1,- - -,4.20,
6 FCCoSp4  3.50  0.50 2 0 2 1,1 1 1 1,,1,- - -,4.00,
7 3Li4  4.00  0.50 1 0 2 1,0 1 1 1,,1,- - -,4.50,
8 PCoSp4  4.50  0.40 1 0 1 1,0 1 0 1,,1,- - -,4.90,
32.90,,,,,37.60,
Program Components Factor,,,,,,
Skating Skills  0.80 6.25 6.75 7.00 7.75,7.25 7.50 7.00 7.00,,6.75,- - -,7.00,
Transition / Linking Footwork  0.80 5.75 6.25 6.25 7.25,6.50 6.50 7.00 6.50,,6.50,- - -,6.55,
Performance / Execution  0.80 6.00 6.75 7.25 7.75,7.00 6.75 7.25 7.00,,6.75,- - -,6.90,
Choreography / Composition  0.80 6.00 6.50 6.75 7.50,6.75 7.00 7.25 6.75,,7.00,- - -,6.90,
Interpretation  0.80 5.50 6.50 7.00 7.75,7.00 6.00 7.50 7.00,,6.50,- - -,6.70,
Judges Total Program Component Score (factored),,,,,27.24,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
ISU GP Trophee Eric Bompard,,,,,,
PAIRS SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
3 Meagan DUHAMEL / Craig BUNTIN CAN,58.66  34.18,,,24.48,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
