ISU GP Trophee Eric Bompard,,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
1 Joannie ROCHETTE CAN,59.54  32.50,,,28.04,1.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 2A  3.50  1.80 1 3 2 2,2 2 1 1,,2,- - -,5.30,
2 3F+COMBO  5.50 -3.00 -3 -3 -3 -3,-3 -3 -3 In-f3o,,-3,- - -,2.50,Info
3 FSSp4  3.00  0.40 1 0 1 1,1 1 0 1,,1,- - -,3.40,
4 3Lz  6.00  0.80 0 1 1 1,0 0 0 1,,1,- - -,6.80,
5 CCoSp3  3.00  0.30 0 1 0 1,1 0 0 1,,1,- - -,3.30,
6 SlSt3  3.30  0.60 1 1 0 2,1 1 1 1,,2,- - -,3.90,
7 SpSq4  3.40  1.40 0 2 0 2,1 1 1 1,,2,- - -,4.80,
8 LSp3  2.40  0.10 0 1 0 0,0 -1 0 0,,1,- - -,2.50,
30.10,,,,,32.50,
Program Components Factor,,,,,,
Skating Skills  0.80 7.00 7.00 7.00 7.00,7.00 6.50 7.25 7.25,,7.25,- - -,7.10,
Transition / Linking Footwork  0.80 6.75 6.50 6.75 6.75,6.75 6.50 7.00 7.00,,6.75,- - -,6.75,
Performance / Execution  0.80 6.75 7.00 7.00 6.50,7.25 6.75 7.25 7.00,,7.25,- - -,7.00,
Choreography / Composition  0.80 7.00 6.75 7.00 7.00,7.25 6.75 7.25 7.25,,7.50,- - -,7.05,
Interpretation  0.80 7.00 7.00 7.25 6.75,7.00 6.50 7.50 7.25,,7.50,- - -,7.15,
Judges Total Program Component Score (factored),,,,,28.04,
Deductions: Falls: -1.00,,,,,-1.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
"",Total Total,,,Total,Total,
NOC,Segment Element,,,Program  Component,Deductions,
Rank Name,,,,,,
Code,Score Score,,,Score (factored),,
"",= +,,,+,-,
2 Mao ASADA JPN,58.12  29.00,,,29.12,0.00,
"# Executed Base GOE",The Judges Panel,,,,Scores,
Elements Value,(in random order),,,,of Panel,
1 3F+1Lo  6.00 -3.00 -3 -3 -3 -3,-3 -3 -3 -3,,-3,- - -,3.00,
2 2Lz !  1.90 -1.00 -3 -3 -3 -3,-3 -3 -3 -3,,-3,- - -,0.90,
3 SpSq4  3.40  1.40 1 2 1 2,2 1 1 2,,1,- - -,4.80,
4 FSSp3  2.60  0.50 0 1 0 2,1 1 0 1,,2,- - -,3.10,
5 2A  3.50  2.00 1 2 1 2,2 2 2 2,,2,- - -,5.50,
6 CiSt3  3.30  0.80 1 1 1 2,2 2 1 2,,2,- - -,4.10,
7 CCoSp4  3.50  0.80 1 1 0 3,2 1 2 2,,2,- - -,4.30,
8 LSp3  2.40  0.90 1 2 1 2,0 1 2 2,,2,- - -,3.30,
26.60,,,,,29.00,
Program Components Factor,,,,,,
Skating Skills  0.80 7.50 7.50 7.00 7.00,7.75 7.00 7.75 7.50,,7.50,- - -,7.30,
Transition / Linking Footwork  0.80 7.25 7.25 6.75 6.75,7.00 7.00 7.50 7.25,,6.75,- - -,7.00,
Performance / Execution  0.80 7.25 7.50 7.25 6.75,7.50 7.25 7.75 7.25,,7.50,- - -,7.35,
Choreography / Composition  0.80 7.50 7.00 7.00 7.50,7.50 7.50 8.00 7.75,,7.50,- - -,7.45,
Interpretation  0.80 7.50 7.00 7.00 7.00,7.50 7.50 8.00 7.75,,7.25,- - -,7.30,
Judges Total Program Component Score (factored),,,,,29.12,
Deductions:,,,,,0.00,
"*  Invalid element !  Jump take off with wrong edge (short) e  Jump take off with wrong edge (long)",<  Downgraded jump,,,,,
ISU GP Trophee Eric Bompard,,,,,
LADIES SHORT PROGRAMJUDGES DETAILS PER SKATER,,,,,
"",Total Total,,Total,Total,
NOC,Segment Element,,Program  Component,Deductions,
Rank Name,,,,,
Code,Score Score,,Score (factored),,
"",= +,,+,-,
3 Caroline ZHANG USA,51.76  26.80,,24.96,0.00,
"# Executed Base GOE",The Judges Panel,,,Scores,
Elements Value,(in random order),,,of Panel,
